Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Salvador Aguilar,25,7,9,.438,5.81,28,20,2,2,0,0,119.1,164,88,77,4,41,2,64,4,0,5,553,1.718,12.4,0.3,3.1,4.8,1.56,,0
Eddie Camacho*,24,0,0,,0.00,5,0,1,0,0,1,11.2,9,0,0,0,3,1,10,0,0,0,45,1.029,6.9,0.0,2.3,7.7,3.33,,0
Marcos Carvajal,22,5,10,.333,5.22,28,22,2,0,0,0,119.0,120,82,69,13,63,1,92,5,1,10,545,1.538,9.1,1.0,4.8,7.0,1.46,,1
Ryan Cullen*,27,0,1,.000,4.38,8,0,3,0,0,0,12.1,18,6,6,3,0,0,12,2,0,0,52,1.459,13.1,2.2,0.0,8.8,,,0
Michael Devaney,24,6,9,.400,4.85,22,20,0,1,0,0,104.0,105,60,56,11,43,0,71,4,0,10,447,1.423,9.1,1.0,3.7,6.1,1.65,,0
Tim McNab,27,7,5,.583,2.92,35,2,8,0,0,2,74.0,78,28,24,3,16,3,42,5,1,1,310,1.270,9.5,0.4,1.9,5.1,2.63,,0
Ricardo Morales*,23,3,2,.600,5.28,13,4,1,1,0,0,44.1,46,26,26,7,11,0,27,1,0,3,188,1.286,9.3,1.4,2.2,5.5,2.45,,0
Kevin Mulvey,22,11,10,.524,3.32,26,26,0,0,0,0,151.2,145,74,56,4,43,0,110,7,1,12,639,1.240,8.6,0.2,2.6,6.5,2.56,,1
Carlos Muniz,26,2,4,.333,2.45,44,0,36,0,0,23,58.2,43,20,16,2,17,5,62,2,0,2,241,1.023,6.6,0.3,2.6,9.5,3.65,,1
Brandon Nall,25,2,0,1.000,4.57,34,0,15,0,0,0,43.1,50,25,22,0,17,2,37,13,0,5,211,1.546,10.4,0.0,3.5,7.7,2.18,,0
Bobby Parnell,22,5,5,.500,4.77,17,17,0,0,0,0,88.2,98,54,47,9,38,1,74,4,0,3,401,1.534,9.9,0.9,3.9,7.5,1.95,,1
Robert Paulk,26,2,5,.286,4.12,34,3,7,0,0,2,78.2,100,42,36,8,28,4,53,2,2,3,360,1.627,11.4,0.9,3.2,6.1,1.89,,0
Marcelo Perez,26,1,5,.167,5.53,47,0,24,0,0,0,70.0,85,45,43,6,33,2,69,2,0,11,320,1.686,10.9,0.8,4.2,8.9,2.09,,0
Jose Sanchez,23,4,9,.308,4.52,27,27,0,0,0,0,145.1,164,90,73,14,58,0,98,5,0,6,654,1.528,10.2,0.9,3.6,6.1,1.69,,0
Joe Serfass,26,3,3,.500,5.83,32,0,16,0,0,0,46.1,54,31,30,8,9,1,31,3,0,0,202,1.360,10.5,1.6,1.7,6.0,3.44,,0
Jeramy Simmons,24,0,0,,0.00,2,0,1,0,0,0,5.0,4,0,0,0,1,0,1,1,0,0,20,1.000,7.2,0.0,1.8,1.8,1.00,,0
Mike Swindell,25,0,1,.000,15.00,1,1,0,0,0,0,3.0,5,5,5,0,4,0,3,1,1,0,18,3.000,15.0,0.0,12.0,9.0,0.75,,0
Kevin Tomasiewicz*,23,2,1,.667,5.79,14,0,3,0,0,0,14.0,15,9,9,1,5,1,15,2,0,0,65,1.429,9.6,0.6,3.2,9.6,3.00,,0
Lino Urdaneta,27,1,1,.500,4.76,16,0,10,0,0,3,22.2,26,13,12,1,8,2,12,1,0,0,100,1.500,10.3,0.4,3.2,4.8,1.50,,1
Raúl Valdés*,29,0,1,.000,3.68,20,0,8,0,0,1,29.1,35,15,12,3,9,2,28,2,0,1,131,1.500,10.7,0.9,2.8,8.6,3.11,,1
20 Players,24.6,61,81,.430,4.49,142,142,137,4,7,32,1241.1,1364,713,619,97,447,27,911,66,6,72,5502,1.459,9.9,0.7,3.2,6.6,2.04,,0
