year,exit,observed,pct
1,TRUE,TRUE,0.08683473389355743
1,TRUE,FALSE,0.09657905351668065
2,TRUE,TRUE,0.05182072829131653
2,TRUE,FALSE,0.0853114138132577
3,TRUE,TRUE,0.033613445378151266
3,TRUE,FALSE,0.07537555094288213
4,TRUE,TRUE,0.054621848739495805
4,TRUE,FALSE,0.06661392939718695
5,TRUE,TRUE,0.13445378151260506
5,TRUE,FALSE,0.058887649414813725
6,TRUE,TRUE,0.17086834733893558
6,TRUE,FALSE,0.052074242449144464
7,TRUE,TRUE,0.17647058823529413
7,TRUE,FALSE,0.04606572742318795
8,TRUE,TRUE,0.13025210084033614
8,TRUE,FALSE,0.04076689692156464
9,TRUE,TRUE,0.06862745098039216
9,TRUE,FALSE,0.03609380611897193
10,TRUE,TRUE,0.03781512605042017
10,TRUE,FALSE,0.03197244046223243
1,FALSE,TRUE,0.0350140056022409
1,FALSE,FALSE,2.9046553398134507e-44
2,FALSE,TRUE,0
2,FALSE,FALSE,1.8195945360395335e-40
3,FALSE,TRUE,0
3,FALSE,FALSE,8.156360652965224e-37
4,FALSE,TRUE,0.0070028011204481795
4,FALSE,FALSE,2.562772563933495e-33
5,FALSE,TRUE,0.009803921568627453
5,FALSE,FALSE,5.533530728506266e-30
6,FALSE,TRUE,0.0014005602240896359
6,FALSE,FALSE,8.05869033952042e-27
7,FALSE,TRUE,0.0014005602240896359
7,FALSE,FALSE,7.781528741797795e-24
8,FALSE,TRUE,0
8,FALSE,FALSE,4.9070448351232e-21
9,FALSE,TRUE,0
9,FALSE,FALSE,1.99505542088046e-18
10,FALSE,TRUE,0
10,FALSE,FALSE,5.176623983555965e-16
