Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Michael Barrett,24,132,506,472,42,118,33,2,6,38,2,1,25,54,.250,.289,.367,.655,173,14,2,4,3,2,1
Lee Stevens*,33,152,628,542,77,133,35,1,25,95,2,1,74,157,.245,.338,.452,.790,245,17,5,0,7,12,1
Jose Vidro#,26,124,531,486,82,155,34,1,15,59,4,1,31,49,.319,.371,.486,.856,236,18,10,2,2,2,1
Orlando Cabrera,26,162,684,626,64,173,41,6,14,96,19,7,43,54,.276,.324,.428,.752,268,15,4,4,7,5,1
Geoff Blum#,28,148,514,453,57,107,25,0,9,50,9,5,43,94,.236,.313,.351,.664,159,12,10,3,5,8,1
Mark Smith,31,80,222,194,28,47,13,1,6,18,0,2,23,38,.242,.326,.412,.738,80,3,2,1,2,0,1
Peter Bergeron*,23,102,416,375,53,79,11,4,3,16,10,7,28,87,.211,.275,.285,.560,107,5,5,8,0,2,1
Vladimir Guerrero,26,159,671,599,107,184,45,4,34,108,37,16,60,88,.307,.377,.566,.943,339,24,9,0,3,24,1
Mike Mordecai,33,96,277,254,28,71,17,2,3,32,2,2,19,53,.280,.330,.398,.727,101,6,1,1,2,1,1
Milton Bradley#,23,67,242,220,19,49,16,3,1,19,7,4,19,62,.223,.288,.336,.624,74,6,1,2,0,0,1
Fernando Tatis,26,41,168,145,20,37,9,0,2,11,0,0,16,43,.255,.339,.359,.698,52,5,4,0,3,0,1
Brad Wilkerson*,24,47,136,117,11,24,7,2,1,5,2,1,17,41,.205,.304,.325,.628,38,2,0,1,1,1,1
Ryan Minor,27,55,107,95,10,15,2,0,2,13,0,1,9,31,.158,.234,.242,.476,23,3,1,0,2,0,1
Randy Knorr,32,34,103,91,13,20,2,0,3,10,0,0,8,22,.220,.287,.341,.628,31,4,1,2,1,0,1
Tim Raines#,41,47,97,78,13,24,8,1,0,4,1,0,18,6,.308,.433,.436,.869,34,2,0,0,1,0,1
Curtis Pride*,32,36,87,76,8,19,3,1,1,9,3,2,9,22,.250,.345,.355,.700,27,4,2,0,0,0,1
Terry Jones#,30,30,79,77,8,20,5,0,0,2,3,0,2,11,.260,.278,.325,.603,25,2,0,0,0,0,1
Andy Tracy*,27,38,63,55,4,6,1,0,2,8,0,0,6,26,.109,.190,.236,.427,13,1,0,0,2,0,1
Rob Ducey*,36,27,59,46,6,11,2,0,2,8,0,1,10,14,.239,.379,.413,.792,19,0,1,1,1,0,1
Fernando Seguignol#,26,46,54,50,0,7,2,0,0,5,0,0,2,17,.140,.185,.180,.365,9,4,1,0,1,1,1
Brian Schneider*,24,27,48,41,4,13,3,0,1,6,0,0,6,3,.317,.396,.463,.859,19,0,0,0,1,1,1
Henry Mateo#,24,5,9,9,1,3,1,0,0,0,0,0,0,1,.333,.333,.444,.778,4,0,0,0,0,0,1
Sandy Martinez*,30,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,1,0,0,0,0,1
Tomas de la Rosa,23,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1
