Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Ben Davis#,24,138,526,448,56,107,20,0,11,57,4,4,66,112,.239,.337,.357,.694,160,13,4,1,7,5,1
Ryan Klesko*,30,146,638,538,105,154,34,6,30,113,23,4,88,89,.286,.384,.539,.923,290,16,3,0,9,7,1
Damian Jackson,27,122,495,440,67,106,21,6,4,38,23,6,44,128,.241,.316,.343,.660,151,6,6,2,3,2,1
D'Angelo Jimenez#,23,86,349,308,45,85,19,0,3,33,2,3,39,68,.276,.355,.367,.722,113,9,0,0,2,4,1
Phil Nevin,30,149,624,546,97,167,31,0,41,126,4,4,71,147,.306,.388,.588,.976,321,13,4,0,3,7,1
Rickey Henderson,42,123,465,379,70,86,17,3,8,42,25,7,81,84,.227,.366,.351,.717,133,8,3,0,2,0,1
Mark Kotsay*,25,119,460,406,67,118,29,1,10,58,13,5,48,58,.291,.366,.441,.807,179,11,2,1,3,1,1
Bubba Trammell,29,142,546,490,66,128,20,3,25,92,2,2,48,78,.261,.330,.467,.797,229,10,4,0,4,2,1
Mike Darr*,25,105,331,289,36,80,13,1,2,34,6,2,39,72,.277,.363,.349,.712,101,8,1,0,2,3,1
Cesar Crespo#,22,55,179,153,27,32,6,0,4,12,6,2,25,50,.209,.320,.327,.647,50,2,0,1,0,0,1
Wiki Gonzalez,27,64,176,160,16,44,6,0,8,27,2,0,11,28,.275,.335,.463,.798,74,3,4,0,1,1,1
Alex Arias,33,70,158,137,19,31,9,0,2,12,1,0,17,22,.226,.312,.336,.648,46,3,1,1,2,1,1
Ray Lankford*,34,40,145,125,20,36,10,1,4,19,6,0,18,40,.288,.386,.480,.866,60,2,2,0,0,1,1
Dave Magadan*,38,91,142,128,12,32,7,0,1,12,0,0,12,20,.250,.317,.328,.645,42,1,1,0,1,0,1
Donaldo Mendez,23,46,127,118,11,18,2,1,1,5,1,2,5,37,.153,.206,.212,.418,25,2,3,1,0,2,1
Chris Gomez,30,40,125,112,6,21,3,0,0,7,1,0,9,14,.188,.244,.214,.458,24,5,0,2,2,0,1
Tony Gwynn*,41,71,112,102,5,33,9,1,1,17,1,0,10,9,.324,.384,.461,.845,47,1,0,0,0,1,1
Mike Colangelo,24,50,100,91,10,22,3,3,2,8,0,0,8,30,.242,.310,.407,.717,37,3,1,0,0,0,1
Santiago Perez#,25,43,97,81,13,16,1,0,0,4,5,1,15,29,.198,.320,.210,.529,17,0,0,0,1,0,1
Adam Riggs,28,12,38,36,2,7,1,0,0,1,1,1,2,8,.194,.237,.222,.459,8,1,0,0,0,0,1
Kevin Witt*,25,14,30,27,5,5,0,0,2,5,0,0,2,7,.185,.233,.407,.641,11,0,0,0,1,0,1
Rick Wilkins*,34,12,24,22,3,4,1,0,1,8,0,0,2,8,.182,.250,.364,.614,8,1,0,0,0,0,1
Emil Brown,26,13,15,14,3,1,0,0,0,0,2,0,1,7,.071,.133,.071,.205,1,0,0,0,0,0,1
