Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Ramon Cabrera#,23,84,362,312,44,95,22,2,0,54,4,0,44,34,.304,.392,.388,.780,121,6,3,0,3,0,1,2013,AA,DET
Luis Castillo#,24,96,336,293,42,71,17,2,2,32,0,1,35,57,.242,.328,.334,.663,98,8,4,1,3,0,0,2013,AA,DET
Tyler Collins*,23,129,530,466,67,112,29,0,21,79,4,5,51,122,.240,.323,.438,.760,204,3,8,0,5,0,1,2013,AA,DET
Brandon Douglas,27,53,191,175,19,53,8,2,3,22,9,1,13,36,.303,.349,.423,.772,74,2,0,2,1,0,0,2013,AA,DET
Daniel Fields*,22,118,515,457,71,130,27,6,10,58,24,7,45,130,.284,.356,.435,.791,199,8,8,1,4,2,1,2013,AA,DET
Wade Gaynor,25,136,528,477,66,108,31,2,12,64,12,3,37,153,.226,.290,.375,.666,179,3,8,1,5,0,0,2013,AA,DET
Mike Hernandez,29,7,27,25,2,5,1,0,1,3,0,0,1,5,.200,.259,.360,.619,9,1,1,0,0,0,0,2013,AA,DET
Jamie Johnson*,26,123,524,406,67,111,16,3,2,45,27,7,101,74,.273,.420,.342,.763,139,4,7,3,7,3,0,2013,AA,DET
Corey Jones*,25,20,65,57,6,11,3,0,0,5,1,3,6,11,.193,.292,.246,.538,14,0,2,0,0,0,0,2013,AA,DET
Marcus Lemon*,25,97,329,294,43,71,8,7,1,28,2,4,25,63,.241,.307,.327,.633,96,3,3,6,1,0,0,2013,AA,DET
Zach Maggard,24,15,41,36,2,4,0,0,0,4,0,1,1,15,.111,.200,.111,.311,4,1,3,1,0,0,0,2013,AA,DET
James McCann,23,119,486,441,50,122,30,1,8,54,3,3,30,85,.277,.328,.404,.731,178,12,7,1,7,1,1,2013,AA,DET
Hernan Perez,22,87,384,362,45,109,28,2,4,35,24,7,12,48,.301,.325,.423,.747,153,13,2,5,3,0,1,2013,AA,DET
James Robbins*,22,127,494,468,44,105,26,0,7,43,3,3,16,171,.224,.261,.325,.585,152,6,7,3,0,0,0,2013,AA,DET
Luis Sanz,22,1,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,1,0,0,0,0,0,0,2013,AA,DET
Eugenio Suarez,21,111,496,442,53,112,24,4,9,45,9,11,46,98,.253,.332,.387,.719,171,7,6,2,0,0,1,2013,AA,DET
