Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Gregg Zaun#,36,110,391,331,43,80,24,1,10,52,0,0,51,55,.242,.341,.411,.752,136,9,2,1,6,8,1,2007,MLB,TOR
Lyle Overbay*,30,122,476,425,49,102,30,2,10,44,2,0,47,78,.240,.315,.391,.706,166,12,1,0,3,4,1,2007,MLB,TOR
Aaron Hill,25,160,657,608,87,177,47,2,17,78,4,3,41,102,.291,.333,.459,.792,279,21,0,3,5,1,1,2007,MLB,TOR
John McDonald,32,123,353,327,32,82,20,2,1,31,7,2,11,48,.251,.279,.333,.612,109,4,2,12,1,0,1,2007,MLB,TOR
Troy Glaus,30,115,456,385,60,101,19,1,20,62,0,1,61,102,.262,.366,.473,.839,182,7,5,0,5,2,1,2007,MLB,TOR
Adam Lind*,23,89,311,290,34,69,14,0,11,46,1,2,16,65,.238,.278,.400,.678,116,7,1,2,2,0,1,2007,MLB,TOR
Vernon Wells,28,149,642,584,85,143,36,4,16,80,10,4,49,89,.245,.304,.402,.706,235,9,3,0,6,4,1,2007,MLB,TOR
Alex Rios,26,161,711,643,114,191,43,7,24,85,17,4,55,103,.297,.354,.498,.852,320,9,6,0,7,3,1,2007,MLB,TOR
Frank Thomas,39,155,624,531,63,147,30,0,26,95,0,0,81,94,.277,.377,.480,.857,255,14,7,0,5,3,1,2007,MLB,TOR
Matt Stairs*,39,125,405,357,58,103,28,1,21,64,2,1,44,66,.289,.368,.549,.917,196,7,2,0,2,5,1,2007,MLB,TOR
Reed Johnson,30,79,307,275,31,65,13,2,2,14,4,2,16,56,.236,.305,.320,.625,88,7,11,5,0,0,1,2007,MLB,TOR
Royce Clayton,37,69,210,189,23,48,14,0,1,12,2,1,14,50,.254,.304,.344,.648,65,8,1,3,3,0,1,2007,MLB,TOR
Jason Phillips,30,55,158,144,11,30,7,0,1,12,0,1,10,21,.208,.269,.278,.547,40,5,2,2,0,0,1,2007,MLB,TOR
Curtis Thigpen,24,47,110,101,13,24,5,0,0,11,2,0,8,17,.238,.294,.287,.581,29,4,0,1,0,0,1,2007,MLB,TOR
Russ Adams*,26,27,69,60,14,14,3,0,2,12,2,1,7,14,.233,.313,.383,.697,23,1,0,2,0,1,1,2007,MLB,TOR
Howie Clark*,33,31,57,49,6,10,2,0,0,2,1,0,7,5,.204,.298,.245,.543,12,1,0,0,1,1,1,2007,MLB,TOR
Jason Smith*,29,27,56,52,7,11,1,1,0,4,0,0,3,22,.212,.268,.269,.537,14,0,1,0,0,0,1,2007,MLB,TOR
Ray Olmedo#,26,27,54,51,6,11,4,0,0,1,0,0,2,9,.216,.245,.294,.539,15,1,0,1,0,0,1,2007,MLB,TOR
Sal Fasano,35,16,49,45,5,8,3,0,1,4,0,0,2,19,.178,.229,.311,.540,14,0,1,1,0,0,1,2007,MLB,TOR
Hector Luna,27,22,46,42,5,7,0,0,1,4,2,0,2,10,.167,.217,.238,.455,10,0,1,0,1,0,1,2007,MLB,TOR
Ryan Roberts,26,8,16,13,2,1,0,0,0,0,0,0,2,7,.077,.250,.077,.327,1,0,1,0,0,0,1,2007,MLB,TOR
John-Ford Griffin*,27,6,14,10,4,3,1,0,1,3,0,0,3,5,.300,.429,.700,1.129,7,0,0,0,1,0,1,2007,MLB,TOR
Joe Inglett*,29,2,5,5,0,3,0,1,0,2,1,0,0,0,.600,.600,1.000,1.600,5,0,0,0,0,0,1,2007,MLB,TOR
