Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Jonathan Lucroy,27,147,580,521,59,146,25,6,18,82,9,1,46,69,.280,.340,.455,.795,116,237,16,5,0,8,2,1
1B,Juan Francisco*,26,89,270,240,26,53,10,1,13,32,0,1,25,95,.221,.300,.433,.733,99,104,3,3,0,2,3,1
2B,Rickie Weeks,30,104,399,350,40,73,20,1,10,24,7,3,40,105,.209,.306,.357,.663,82,125,13,9,0,0,0,1
SS,Jean Segura,23,146,623,588,74,173,20,10,12,49,44,13,25,84,.294,.329,.423,.752,105,249,17,6,2,2,1,1
3B,Aramis Ramirez,35,92,351,304,43,86,18,0,12,49,0,1,36,55,.283,.370,.461,.831,127,140,8,8,0,3,0,1
LF,Ryan Braun,29,61,253,225,30,67,14,2,9,38,4,5,27,56,.298,.372,.498,.869,136,112,8,0,0,1,7,1
CF,Carlos Gomez,27,147,590,536,80,152,27,10,24,73,40,7,37,146,.284,.338,.506,.843,128,271,11,10,1,6,2,1
RF,Nori Aoki*,31,155,674,597,80,171,20,3,8,37,20,12,55,40,.286,.356,.370,.726,100,221,9,11,8,3,1,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,Yuniesky Betancourt,31,137,409,391,35,83,15,1,13,46,0,0,14,71,.212,.240,.355,.595,61,139,9,1,0,3,3,1
OF,Logan Schafer*,26,134,337,298,29,63,15,3,4,33,7,1,25,60,.211,.279,.322,.601,65,96,5,3,11,0,1,1
IF,Jeff Bianchi,26,100,252,236,22,56,8,1,1,25,4,4,11,46,.237,.272,.292,.564,55,69,4,1,2,2,0,1
2B,Scooter Gennett*,23,69,230,213,29,69,11,2,6,21,2,1,10,42,.324,.356,.479,.834,127,102,0,1,5,1,0,1
C,Martin Maldonado,26,67,202,183,13,31,7,1,4,22,0,0,13,53,.169,.236,.284,.520,42,52,2,3,3,0,1,1
LF,Caleb Gindl*,24,57,155,132,17,32,7,2,5,14,2,1,20,25,.242,.340,.439,.779,112,58,0,0,2,1,1,1
LF,Khris Davis,25,56,153,136,27,38,10,0,11,27,3,0,11,34,.279,.353,.596,.949,155,81,4,5,0,1,0,1
CI,Alex Gonzalez,36,41,118,113,14,20,3,0,1,8,0,0,3,26,.177,.203,.230,.433,19,26,1,1,0,1,0,1
1B,Sean Halton,26,42,111,101,9,24,4,0,4,17,0,0,5,31,.238,.291,.396,.687,87,40,2,3,1,1,0,1
UT,Blake Lalli*,30,16,24,24,1,3,0,0,0,2,0,0,0,7,.125,.125,.125,.250,-31,3,0,0,0,0,0,1
UT,Josh Prince,25,8,9,8,3,1,1,0,0,0,0,0,1,1,.125,.222,.250,.472,30,2,1,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Kyle Lohse,34,30,68,55,2,8,0,0,0,3,0,0,1,29,.145,.161,.145,.306,-15,8,0,0,12,0,0,1
P,Yovani Gallardo,27,32,64,57,4,12,2,0,2,4,0,0,0,29,.211,.211,.351,.561,51,20,1,0,7,0,0,1
P,Wily Peralta,24,31,60,50,1,7,0,0,0,0,0,0,1,20,.140,.157,.140,.297,-17,7,1,0,9,0,0,1
P,Marco Estrada,29,19,40,34,1,7,1,0,0,2,0,0,1,16,.206,.229,.235,.464,28,8,0,0,5,0,0,1
P,Tom Gorzelanny*,30,40,18,17,0,1,0,0,0,0,0,0,0,9,.059,.059,.059,.118,-67,1,0,0,1,0,0,1
P,Tyler Thornburg,24,17,18,16,0,0,0,0,0,0,0,0,0,8,.000,.000,.000,.000,-100,0,0,0,2,0,0,1
P,Donovan Hand,27,30,14,11,0,1,0,0,0,0,0,0,0,3,.091,.167,.091,.258,-27,1,1,1,2,0,0,1
P,Alfredo Figaro,28,31,12,12,1,3,0,0,0,2,0,0,0,5,.250,.250,.250,.500,38,3,0,0,0,0,0,1
P,Johnny Hellweg,24,8,11,10,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
