Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Eric Arnold,22,39,139,126,15,26,10,0,3,16,1,2,13,43,.206,.281,.357,.638,45,3,0,0,0,0,,0
Junior Chourio,20,11,44,42,3,7,1,0,0,2,0,0,0,11,.167,.186,.190,.377,8,1,1,1,0,0,,0
David Corrente,19,67,251,224,19,48,8,0,2,18,2,1,19,55,.214,.296,.277,.573,62,6,7,1,0,0,,0
Scott Dragicevich,23,108,439,382,56,94,23,0,1,37,3,4,43,88,.246,.335,.314,.649,120,8,9,3,2,1,,0
Brad Hassey,23,98,381,338,34,64,17,0,0,25,2,1,32,62,.189,.272,.240,.512,81,6,7,3,1,0,,0
Clint Johnston*,25,23,85,74,10,15,3,0,5,14,0,0,10,23,.203,.294,.446,.740,33,2,0,0,1,0,,0
Maikel Jova,22,53,228,216,19,63,15,2,1,28,6,2,8,21,.292,.320,.394,.714,85,6,2,0,2,1,,0
Jeremy Knicely,22,7,21,19,4,6,2,0,0,1,0,0,2,7,.316,.381,.421,.802,8,0,0,0,0,0,,0
Erik Kratz,23,8,22,19,0,6,3,0,0,2,0,0,1,7,.316,.409,.474,.883,9,1,2,0,0,0,,1
Rodney Medina*,21,119,505,452,69,128,23,8,11,45,6,4,45,44,.283,.349,.442,.792,200,4,2,4,2,1,,0
Miguel Negron*,20,30,116,109,13,33,8,1,1,11,6,2,2,16,.303,.330,.422,.752,46,1,3,1,1,0,,0
Justin Owens*,23,111,443,373,41,88,16,5,4,52,6,3,62,106,.236,.348,.338,.685,126,4,4,0,4,1,,0
Erik Rico*,23,49,178,158,18,36,5,1,0,7,3,3,20,36,.228,.315,.272,.587,43,2,0,0,0,0,,0
Willie Rivera*,21,116,482,409,51,99,15,1,4,37,8,2,57,86,.242,.338,.313,.651,128,10,4,8,4,0,,0
Jose Salas#,21,8,21,20,1,3,1,0,0,3,0,0,1,6,.150,.190,.200,.390,4,0,0,0,0,0,,0
John Schneider,23,56,208,174,10,34,11,0,0,14,3,0,32,42,.195,.324,.259,.582,45,5,1,1,0,0,,0
Nom Siriveaw#,22,15,58,52,4,6,2,0,0,4,0,0,5,17,.115,.193,.154,.347,8,3,0,1,0,0,,0
David Smith,22,86,381,342,44,83,13,2,8,29,7,1,32,67,.243,.318,.363,.681,124,11,6,1,0,1,,0
Raul Tablado,21,61,256,226,29,43,10,1,6,26,2,1,25,69,.190,.272,.323,.595,73,5,1,2,2,1,,0
Jason Waugh,23,36,152,139,18,29,7,1,1,8,2,0,10,30,.209,.262,.295,.557,41,2,0,3,0,0,,0
Jose Yepez,22,21,76,66,4,15,5,0,1,7,0,0,6,12,.227,.289,.348,.638,23,3,1,0,3,1,,0
Zeph Zinsman*,24,110,422,378,28,77,22,1,2,43,0,3,36,115,.204,.276,.283,.559,107,6,3,2,3,0,,0
22 Players,22.1,133,4908,4338,490,1003,220,23,50,429,57,29,461,963,.231,.311,.327,.638,1419,89,53,31,25,7,,0
