Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Grant Balfour,21,8,5,.615,3.53,19,14,2,0,0,1,91.2,66,39,36,7,37,0,95,6,0,1,368,1.124,6.5,0.7,3.6,9.3,2.57,1,1999,A,MIN
Tony Cento*,21,1,0,1.000,1.08,11,0,3,0,0,0,8.1,6,2,1,0,3,1,11,1,0,1,34,1.080,6.5,0.0,3.2,11.9,3.67,0,1999,A,MIN
Mike Cosgrove,23,7,7,.500,4.74,42,0,15,0,0,1,62.2,71,37,33,9,24,3,46,1,3,2,276,1.516,10.2,1.3,3.4,6.6,1.92,0,1999,A,MIN
Jason Dobis,23,5,1,.833,5.05,23,4,4,0,0,1,57.0,67,36,32,5,17,2,36,1,0,5,249,1.474,10.6,0.8,2.7,5.7,2.12,0,1999,A,MIN
Willie Eyre,20,1,0,1.000,4.26,2,2,0,0,0,0,12.2,8,6,6,0,6,0,10,1,0,1,51,1.105,5.7,0.0,4.3,7.1,1.67,1,1999,A,MIN
Brian Fitts,22,6,4,.600,5.58,37,12,5,0,0,1,100.0,109,73,62,15,32,0,71,10,0,11,448,1.410,9.8,1.4,2.9,6.4,2.22,0,1999,A,MIN
Joe Foote,19,7,5,.583,3.93,44,18,7,1,1,2,135.0,131,72,59,6,44,2,111,5,1,9,582,1.296,8.7,0.4,2.9,7.4,2.52,0,1999,A,MIN
Brad Frazier,22,1,3,.250,5.40,33,0,6,0,0,0,48.1,52,37,29,1,39,5,26,9,2,9,243,1.883,9.7,0.2,7.3,4.8,0.67,0,1999,A,MIN
Brent Hoard*,22,12,7,.632,3.43,28,28,0,1,0,0,149.2,143,68,57,9,64,1,139,2,1,7,643,1.383,8.6,0.5,3.8,8.4,2.17,0,1999,A,MIN
Kevin Hodge,22,0,0,,0.00,2,0,2,0,0,0,0.2,3,0,0,0,0,0,0,0,0,0,5,4.500,40.5,0.0,0.0,0.0,,0,1999,A,MIN
Tom Howard*,23,2,1,.667,1.53,15,1,4,0,0,0,29.1,26,6,5,1,4,0,22,0,0,2,118,1.023,8.0,0.3,1.2,6.8,5.50,0,1999,A,MIN
Jake Jacobs,21,0,3,.000,4.79,48,0,21,0,0,0,71.1,63,52,38,7,55,4,70,15,0,6,347,1.654,7.9,0.9,6.9,8.8,1.27,0,1999,A,MIN
Aaron Miller*,22,6,6,.500,4.32,25,18,1,0,0,1,83.1,55,53,40,3,73,2,87,8,0,6,378,1.536,5.9,0.3,7.9,9.4,1.19,0,1999,A,MIN
Juan Padilla,22,0,2,.000,2.40,12,0,4,0,0,0,15.0,18,8,4,0,6,2,16,0,1,4,69,1.600,10.8,0.0,3.6,9.6,2.67,1,1999,A,MIN
Juan Rincon,20,14,8,.636,2.92,28,28,0,0,0,0,163.1,146,67,53,8,66,3,153,2,0,11,683,1.298,8.0,0.4,3.6,8.4,2.32,1,1999,A,MIN
Saul Rivera,21,4,1,.800,1.42,60,0,54,0,0,23,69.2,42,12,11,0,36,5,102,0,0,2,283,1.120,5.4,0.0,4.7,13.2,2.83,1,1999,A,MIN
Brent Schoening,21,0,1,.000,2.45,6,1,1,0,0,1,11.0,7,3,3,1,5,0,11,0,1,1,45,1.091,5.7,0.8,4.1,9.0,2.20,0,1999,A,MIN
Tim Sturdy,20,2,7,.222,6.27,13,13,0,0,0,0,60.1,85,48,42,4,16,0,39,5,1,2,282,1.674,12.7,0.6,2.4,5.8,2.44,0,1999,A,MIN
Lester Victoria*,23,1,1,.500,4.03,41,0,8,0,0,0,51.1,41,30,23,2,42,2,58,3,0,10,235,1.617,7.2,0.4,7.4,10.2,1.38,0,1999,A,MIN
