Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Cliff Bartosh*,19,5,12,.294,4.44,35,20,1,1,1,0,129.2,136,76,64,14,49,0,100,10,2,7,567,1.427,9.4,1.0,3.4,6.9,2.04,1
Ryan Bauer,22,4,9,.308,4.89,36,15,12,1,0,5,110.1,111,75,60,10,55,0,86,7,0,6,495,1.505,9.1,0.8,4.5,7.0,1.56,0
Casey Bell,20,0,0,,6.75,2,0,0,0,0,0,6.2,8,5,5,1,1,0,3,0,0,1,28,1.350,10.8,1.4,1.4,4.1,3.00,0
Brian Berryman,21,4,2,.667,4.05,9,9,0,0,0,0,46.2,43,25,21,2,24,0,19,2,2,0,205,1.436,8.3,0.4,4.6,3.7,0.79,0
Clay Condrey,23,2,3,.400,3.78,42,0,39,0,0,20,47.2,40,24,20,5,19,4,47,0,1,4,202,1.238,7.6,0.9,3.6,8.9,2.47,1
Jay Darr,20,1,3,.250,5.87,7,4,1,0,0,0,23.0,27,19,15,2,12,0,12,2,0,1,106,1.696,10.6,0.8,4.7,4.7,1.00,0
Doug Dent,22,4,1,.800,3.51,8,8,0,0,0,0,48.2,43,23,19,2,17,0,32,1,1,4,201,1.233,8.0,0.4,3.1,5.9,1.88,0
Antonio Diaz,20,6,3,.667,4.18,27,9,7,0,0,0,75.1,77,41,35,5,28,0,54,1,1,7,330,1.394,9.2,0.6,3.3,6.5,1.93,0
Mark Dobson,23,2,0,1.000,6.50,41,0,13,0,0,0,80.1,92,65,58,10,48,1,83,0,0,2,376,1.743,10.3,1.1,5.4,9.3,1.73,0
Keith Forbes,22,3,4,.429,6.18,42,2,16,0,0,3,67.0,60,52,46,11,65,3,70,9,3,7,329,1.866,8.1,1.5,8.7,9.4,1.08,0
Josh Harris,21,2,5,.286,7.43,17,7,3,0,0,0,53.1,67,52,44,6,28,1,28,4,2,0,255,1.781,11.3,1.0,4.7,4.7,1.00,0
Ben Howard,20,6,10,.375,4.73,28,28,0,0,0,0,144.2,123,100,76,17,110,0,131,5,1,19,666,1.611,7.7,1.1,6.8,8.1,1.19,1
Travis Jones*,21,8,2,.800,3.15,41,7,6,0,0,0,91.1,90,42,32,6,57,0,72,4,2,7,409,1.609,8.9,0.6,5.6,7.1,1.26,0
Roger Luque*,19,4,5,.444,3.84,46,3,20,0,0,2,77.1,67,39,33,2,40,3,79,2,1,4,337,1.384,7.8,0.2,4.7,9.2,1.98,0
Omar Ortiz,21,1,2,.333,6.75,4,4,0,0,0,0,18.2,17,16,14,0,20,0,9,2,0,1,91,1.982,8.2,0.0,9.6,4.3,0.45,0
Tim Perry,21,2,5,.286,5.08,10,10,0,0,0,0,51.1,50,39,29,4,34,0,46,3,0,5,241,1.636,8.8,0.7,6.0,8.1,1.35,0
Omar Pesqueira,19,4,5,.444,5.08,47,2,15,0,0,2,78.0,84,49,44,7,30,1,56,2,0,3,344,1.462,9.7,0.8,3.5,6.5,1.87,0
Ryan Van De Weg,25,3,4,.429,6.71,13,8,3,0,0,1,53.2,71,46,40,6,28,0,41,7,0,7,257,1.845,11.9,1.0,4.7,6.9,1.46,0
Dustin Viator,23,0,1,.000,17.18,5,0,2,0,0,0,3.2,7,7,7,2,1,0,2,0,0,0,18,2.182,17.2,4.9,2.5,4.9,2.00,0
Steve Watkins,20,0,3,.000,8.47,4,4,0,0,0,0,17.0,24,17,16,3,9,0,21,2,0,1,83,1.941,12.7,1.6,4.8,11.1,2.33,1
