Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Matt Bruback,20,9,8,.529,5.40,25,25,0,0,0,0,135.0,151,92,81,15,87,0,118,10,1,10,633,1.763,10.1,1.0,5.8,7.9,1.36,0,1999,A,CHC
Larry Dant,22,3,1,.750,4.97,43,0,31,0,0,12,54.1,54,35,30,5,19,2,52,7,0,2,244,1.344,8.9,0.8,3.1,8.6,2.74,0,1999,A,CHC
Mike Delano*,21,0,1,.000,3.48,2,2,0,0,0,0,10.1,7,5,4,0,2,0,10,0,0,1,38,0.871,6.1,0.0,1.7,8.7,5.00,0,1999,A,CHC
Keola Delatori,20,3,5,.375,7.63,15,4,4,0,0,1,30.2,34,28,26,1,20,0,27,2,1,1,144,1.761,10.0,0.3,5.9,7.9,1.35,0,1999,A,CHC
Jeramy Gomer*,20,2,1,.667,5.86,7,5,1,0,0,0,27.2,27,18,18,3,12,0,21,3,0,2,121,1.410,8.8,1.0,3.9,6.8,1.75,0,1999,A,CHC
Matt Gunderson,22,0,0,,9.61,13,0,3,0,0,0,19.2,28,23,21,2,11,0,11,1,1,6,97,1.983,12.8,0.9,5.0,5.0,1.00,0,1999,A,CHC
Dustin Krug,22,3,7,.300,3.36,46,0,23,0,0,5,59.0,75,34,22,1,25,0,32,4,0,9,278,1.695,11.4,0.2,3.8,4.9,1.28,0,1999,A,CHC
Andrew Mallory,22,0,0,,13.50,5,0,1,0,0,0,4.2,12,11,7,2,4,0,2,2,0,1,31,3.429,23.1,3.9,7.7,3.9,0.50,0,1999,A,CHC
Matt Murphy*,20,3,1,.750,3.50,25,2,10,0,0,2,46.1,50,22,18,2,16,0,39,1,1,1,198,1.424,9.7,0.4,3.1,7.6,2.44,0,1999,A,CHC
Rick Palma*,19,7,7,.500,2.94,22,22,0,2,0,0,134.2,134,61,44,6,44,0,79,3,4,8,571,1.322,9.0,0.4,2.9,5.3,1.80,0,1999,A,CHC
Elvis Polanco,21,0,4,.000,6.45,25,0,16,0,0,4,37.2,54,34,27,3,16,2,29,3,0,0,187,1.858,12.9,0.7,3.8,6.9,1.81,0,1999,A,CHC
Aaron Sams*,23,6,4,.600,4.67,17,17,0,0,0,0,96.1,99,57,50,6,52,0,83,3,0,12,428,1.567,9.2,0.6,4.9,7.8,1.60,0,1999,A,CHC
Steve Smyth*,21,5,3,.625,6.93,10,10,0,0,0,0,50.2,68,40,39,5,30,0,46,2,0,6,238,1.934,12.1,0.9,5.3,8.2,1.53,1,1999,A,CHC
Shane Sullivan,21,2,0,1.000,8.15,13,0,3,0,0,0,17.2,28,20,16,1,13,0,9,1,1,3,95,2.321,14.3,0.5,6.6,4.6,0.69,0,1999,A,CHC
Leo Torres*,23,2,0,1.000,2.74,51,0,20,0,0,3,62.1,51,22,19,2,28,1,47,3,1,1,259,1.267,7.4,0.3,4.0,6.8,1.68,0,1999,A,CHC
T.P. Waligora,22,2,6,.250,4.28,50,1,20,0,0,5,82.0,78,44,39,8,38,1,56,4,0,8,365,1.415,8.6,0.9,4.2,6.1,1.47,0,1999,A,CHC
Michael Wuertz,20,11,12,.478,4.80,28,28,0,1,0,0,161.1,191,104,86,11,44,0,127,1,0,11,716,1.457,10.7,0.6,2.5,7.1,2.89,1,1999,A,CHC
Tony Zamarripa,22,2,0,1.000,7.20,11,0,1,0,0,0,15.0,21,13,12,1,5,0,7,0,0,0,68,1.733,12.6,0.6,3.0,4.2,1.40,0,1999,A,CHC
Carlos Zambrano,18,13,7,.650,4.17,27,24,2,2,1,0,153.1,150,87,71,9,62,1,98,10,2,10,663,1.383,8.8,0.5,3.6,5.8,1.58,1,1999,A,CHC
