Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Jeff Mathis,28,93,281,247,18,43,12,0,3,22,1,2,15,75,.174,.225,.259,.484,38,64,3,2,14,3,2,1
1B,Mark Trumbo,25,149,573,539,65,137,31,1,29,87,9,4,25,120,.254,.291,.477,.768,114,257,17,5,0,4,6,1
2B,Howie Kendrick,27,140,583,537,86,153,30,6,18,63,14,6,33,119,.285,.338,.464,.802,126,249,18,10,3,0,3,1
SS,Erick Aybar#,27,143,605,556,71,155,33,8,10,59,30,6,31,68,.279,.322,.421,.743,110,234,13,6,9,3,1,1
3B,Alberto Callaspo#,28,141,536,475,54,137,23,0,6,46,8,1,58,48,.288,.366,.375,.740,112,178,11,1,0,2,8,1
LF,Vernon Wells,32,131,529,505,60,110,15,4,25,66,9,4,20,86,.218,.248,.412,.660,84,208,8,1,0,3,0,1
CF,Peter Bourjos,24,147,552,502,72,136,26,11,12,43,22,9,32,124,.271,.327,.438,.765,116,220,7,10,7,1,0,1
RF,Torii Hunter,35,156,649,580,80,152,24,2,23,82,5,7,62,125,.262,.336,.429,.765,116,249,24,4,0,3,2,1
DH,Bobby Abreu*,37,142,585,502,54,127,30,1,8,60,21,5,78,113,.253,.353,.365,.717,105,183,8,1,1,3,5,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
IF,Maicer Izturis#,30,122,494,449,51,124,35,0,5,38,9,6,33,65,.276,.334,.388,.722,105,174,6,8,0,4,3,1
C,Hank Conger#,23,59,197,177,14,37,8,0,6,19,0,0,17,37,.209,.282,.356,.638,81,63,2,1,2,0,2,1
OF,Mike Trout,19,40,135,123,20,27,6,0,5,16,4,0,9,30,.220,.281,.390,.672,89,48,2,2,0,1,0,1
C,Bobby Wilson,28,57,127,111,5,21,8,0,1,8,0,2,10,16,.189,.252,.288,.540,54,32,2,0,4,2,1,1
DH,Russell Branyan*,35,37,77,65,7,12,2,0,4,12,2,0,11,21,.185,.299,.400,.699,97,26,2,0,0,1,0,1
UT,Alexi Amarista*,22,23,56,52,2,8,3,1,0,5,0,0,2,8,.154,.182,.250,.432,22,13,1,0,1,1,0,1
LF,Reggie Willits#,30,22,28,22,0,1,1,0,0,1,0,0,4,7,.045,.192,.091,.283,-15,2,0,0,2,0,0,1
IF,Andrew Romine#,25,10,18,16,2,2,0,0,0,0,1,0,1,6,.125,.176,.125,.301,-12,2,0,0,1,0,0,1
IF,Brandon Wood,26,6,15,14,1,2,1,0,0,0,0,0,0,8,.143,.143,.214,.357,0,3,1,0,1,0,0,1
1B,Efren Navarro*,25,8,12,10,1,2,1,0,0,0,0,0,1,1,.200,.273,.300,.573,63,3,1,0,1,0,0,1
OF,Jeremy Moore*,24,8,8,8,3,1,0,0,0,0,0,0,0,2,.125,.125,.125,.250,-28,1,0,0,0,0,0,1
IF,Gil Velazquez,31,4,7,6,0,3,0,0,0,1,0,0,0,0,.500,.429,.500,.929,164,3,0,0,0,1,0,1
 ,Chris Pettit,26,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Joel Pineiro,32,2,6,5,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,1,0,0,1
P,Tyler Chatwood,21,2,5,3,1,2,0,0,0,0,0,0,0,0,.667,.667,.667,1.333,282,2,0,0,2,0,0,1
P,Dan Haren,30,2,4,3,0,1,0,0,0,1,0,0,0,1,.333,.333,.333,.667,91,1,0,0,1,0,0,1
P,Jered Weaver,28,2,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Ervin Santana,28,1,2,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,187,1,0,0,0,0,0,1
P,Scott Kazmir*,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Rich Thompson,26,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Kevin Jepsen,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jordan Walden,23,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Fernando Rodney,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Trevor Bell*,24,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Matt Palmer,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Hisanori Takahashi*,36,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Bobby Cassevah,25,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jason Bulger,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Scott Downs*,35,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jerome Williams,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Francisco Rodriguez,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Horacio Ramirez*,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Michael Kohn,25,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Garrett Richards,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,29.0,162,6088,5513,667,1394,289,34,155,629,135,52,442,1086,.253,.313,.402,.714,102,2216,126,51,50,32,33,1
,Rank in 14 AL teams,,,,8,10,7,6,4,8,,5,10,11,5,7,11,8,9,,8,,6,,13,,1
,Non-Pitcher Totals,29.0,162,6067,5496,666,1390,289,34,155,628,135,52,442,1079,.253,.313,.402,.715,102,2212,126,51,46,32,33,1
,Pitcher Totals,25.4,162,21,17,1,4,0,0,0,1,0,0,0,7,.235,.235,.235,.471,35,4,0,0,4,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
