Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Ryan Hanigan,30,91,304,266,27,71,6,0,6,31,0,0,35,32,.267,.356,.357,.714,95,95,3,2,1,0,3,1
1B,Joey Votto*,27,161,719,599,101,185,40,3,29,103,8,6,110,129,.309,.416,.531,.947,155,318,20,4,0,6,15,1
2B,Brandon Phillips,30,150,675,610,94,183,38,2,18,82,14,9,44,85,.300,.353,.457,.810,118,279,15,9,5,6,3,1
SS,Paul Janish,28,114,366,336,27,72,14,1,0,23,3,2,18,46,.214,.259,.262,.521,42,88,7,4,3,5,1,1
3B,Scott Rolen,36,65,269,252,31,61,20,2,5,36,1,0,10,36,.242,.279,.397,.676,81,100,4,4,0,3,0,1
LF,Jonny Gomes,30,77,265,218,30,46,8,0,11,31,5,3,38,74,.211,.336,.399,.735,99,87,1,5,0,4,1,1
CF,Drew Stubbs,26,158,681,604,92,147,22,3,15,44,40,10,63,205,.243,.321,.364,.686,86,220,2,7,6,1,1,1
RF,Jay Bruce*,24,157,664,585,84,150,27,2,32,97,8,7,71,158,.256,.341,.474,.814,118,277,8,5,1,2,14,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS,Edgar Renteria,34,96,333,299,34,75,14,0,5,36,4,2,24,65,.251,.306,.348,.654,77,104,7,1,6,3,0,1
C,Ramon Hernandez,35,91,328,298,28,84,13,0,12,36,0,0,23,41,.282,.341,.446,.788,112,133,11,5,0,2,6,1
LF,Chris Heisey,26,120,308,279,44,71,9,1,18,50,6,1,19,78,.254,.309,.487,.797,112,136,1,5,1,4,3,1
3B,Miguel Cairo,37,102,276,245,33,65,8,2,8,33,3,4,18,36,.265,.330,.412,.742,100,101,3,7,3,3,1,1
LF,Fred Lewis*,30,81,210,183,20,42,7,0,3,19,2,5,22,38,.230,.321,.317,.638,74,58,1,3,1,1,2,1
3B,Todd Frazier,25,41,121,112,17,26,5,0,6,15,1,0,7,27,.232,.289,.438,.727,94,49,2,2,0,0,0,1
LF,Dave Sappelt,24,38,118,107,14,26,8,0,0,5,1,1,7,17,.243,.289,.318,.607,65,34,1,0,4,0,0,1
LF,Yonder Alonso*,24,47,98,88,9,29,4,0,5,15,0,0,10,21,.330,.398,.545,.943,153,48,2,0,0,0,0,1
3B,Juan Francisco*,24,31,97,93,10,24,7,1,3,15,1,0,4,24,.258,.289,.452,.740,97,42,1,0,0,0,1,1
C,Devin Mesoraco,23,18,53,50,5,9,3,0,2,6,0,0,3,10,.180,.226,.360,.586,56,18,1,0,0,0,1,1
SS,Zack Cozart,25,11,38,37,6,12,0,0,2,3,0,0,0,6,.324,.324,.486,.811,116,18,2,0,1,0,0,1
IF,Chris Valaika,25,14,27,25,3,7,1,1,0,0,0,0,2,3,.280,.333,.400,.733,98,10,0,0,0,0,0,1
OF,Jeremy Hermida*,27,10,18,18,2,2,0,0,1,3,0,0,0,7,.111,.111,.278,.389,1,5,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Bronson Arroyo,34,35,66,57,1,6,2,0,0,2,0,0,1,27,.105,.121,.140,.261,-29,8,0,0,8,0,0,1
P,Mike Leake,23,37,66,55,7,11,2,0,0,2,0,0,1,23,.200,.214,.236,.451,22,13,3,0,10,0,0,1
P,Johnny Cueto,25,23,56,47,3,3,0,0,0,0,0,0,2,11,.064,.102,.064,.166,-54,3,0,0,7,0,0,1
P,Homer Bailey,25,21,45,39,7,11,2,0,0,2,0,0,1,11,.282,.300,.333,.633,72,13,1,0,5,0,0,1
P,Travis Wood,24,25,35,30,2,2,0,0,1,3,0,0,0,14,.067,.067,.167,.233,-39,5,0,0,5,0,0,1
P,Dontrelle Willis*,29,16,34,31,2,12,3,1,1,4,0,0,0,4,.387,.387,.645,1.032,174,20,0,0,3,0,0,1
P,Edinson Volquez,27,18,34,26,2,3,0,0,0,0,0,0,1,13,.115,.148,.115,.264,-27,3,1,0,7,0,0,1
P,Sam LeCure,27,40,11,9,0,1,1,0,0,0,0,0,1,5,.111,.200,.222,.422,14,2,0,0,1,0,0,1
P,Matt Maloney*,27,8,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Chad Reineke,29,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,1,0,0,0,0,1
P,Carlos Fisher,28,17,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Jose Arredondo,27,50,2,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,173,1,0,0,0,0,0,1
P,Jordan Smith,25,16,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Daryl Thompson,25,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Jeremy Horst*,25,12,1,1,0,1,0,0,0,1,0,0,0,0,1.000,1.000,1.000,2.000,445,1,0,0,0,0,0,1
P,Aroldis Chapman*,23,52,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Francisco Cordero,36,65,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Nick Masset,29,72,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Logan Ondrusek,26,61,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jared Burton,30,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Bill Bray*,28,74,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,28.7,162,6329,5612,735,1438,264,19,183,697,97,50,535,1250,.256,.326,.408,.734,98,2289,98,63,78,40,52,1
,Rank in 16 NL teams,,,,1,2,4,11,15,2,,9,13,6,12,7,4,5,5,,3,,2,,9,,1
,Non-Pitcher Totals,28.8,162,5968,5304,711,1387,254,18,181,683,97,50,528,1138,.262,.333,.419,.752,103,2220,92,63,32,40,52,1
,Pitcher Totals,26.8,162,361,308,24,51,10,1,2,14,0,0,7,112,.166,.184,.224,.408,10,69,6,0,46,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
