Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Bryan Blanton,21,0,1,.000,9.00,1,0,1,0,0,0,1.0,2,2,1,0,2,0,1,0,0,1,6,4.000,18.0,0.0,18.0,9.0,0.50,0
Wellington Caceres,21,2,2,.500,6.25,9,5,1,0,0,1,31.2,40,24,22,5,12,0,30,2,1,4,142,1.642,11.4,1.4,3.4,8.5,2.50,0
Simon De la Rosa,24,0,0,,5.00,8,0,3,0,0,0,9.0,5,5,5,2,4,0,14,2,0,4,36,1.000,5.0,2.0,4.0,14.0,3.50,0
Abel Duarte,23,6,1,.857,1.53,11,0,3,0,0,0,29.1,20,5,5,1,7,0,31,4,0,1,113,0.920,6.1,0.3,2.1,9.5,4.43,0
Carlos Espinal,20,2,1,.667,3.55,7,3,0,0,0,0,25.1,23,11,10,1,7,0,24,3,2,3,106,1.184,8.2,0.4,2.5,8.5,3.43,0
Deivi Garcia,18,2,1,.667,4.50,6,5,0,0,0,0,28.0,23,14,14,3,13,1,43,1,0,4,114,1.286,7.4,1.0,4.2,13.8,3.31,1
Rony Garcia,19,0,0,,3.97,2,2,0,0,0,0,11.1,11,7,5,1,2,0,11,2,0,0,47,1.147,8.7,0.8,1.6,8.7,5.50,1
Chaz Hebert*,24,1,0,1.000,2.25,3,0,0,0,0,0,8.0,5,3,2,0,1,0,10,0,0,0,32,0.750,5.6,0.0,1.1,11.3,10.00,0
Tyler Honahan*,23,1,0,1.000,7.27,7,0,4,0,0,1,8.2,12,7,7,1,4,0,11,2,0,4,42,1.846,12.5,1.0,4.2,11.4,2.75,0
Juan Jimenez,23,1,1,.500,6.14,12,0,3,0,0,1,22.0,28,16,15,0,17,0,37,4,0,3,113,2.045,11.5,0.0,7.0,15.1,2.18,0
Dalton Lehnen*,21,1,0,1.000,4.31,10,10,0,0,0,0,31.1,38,20,15,3,9,0,42,2,0,6,140,1.500,10.9,0.9,2.6,12.1,4.67,0
Chad Martin,23,2,2,.500,1.54,12,0,6,0,0,0,23.1,14,7,4,0,11,1,21,0,1,4,88,1.071,5.4,0.0,4.2,8.1,1.91,0
Dallas Martinez,22,2,1,.667,5.64,16,0,7,0,0,3,22.1,24,19,14,5,8,3,25,4,0,4,105,1.433,9.7,2.0,3.2,10.1,3.13,0
Nolan Martinez,19,0,0,,0.00,1,1,0,0,0,0,4.0,2,0,0,0,0,0,2,0,0,0,13,0.500,4.5,0.0,0.0,4.5,,0
Luis Medina,18,1,1,.500,5.09,6,6,0,0,0,0,23.0,14,14,13,1,14,0,22,2,0,7,99,1.217,5.5,0.4,5.5,8.6,1.57,0
Jio Orozco,19,2,0,1.000,2.36,5,4,0,0,0,0,26.2,25,9,7,3,10,0,26,1,0,2,107,1.313,8.4,1.0,3.4,8.8,2.60,0
Kaleb Ort,25,2,0,1.000,0.63,12,0,12,0,0,8,14.1,5,1,1,0,4,0,23,1,0,0,51,0.628,3.1,0.0,2.5,14.4,5.75,1
Jose Pujols,24,1,2,.333,6.30,14,0,3,0,0,0,20.0,19,21,14,3,21,1,25,1,0,5,101,2.000,8.6,1.4,9.5,11.3,1.19,0
Daniel Ramos,22,2,3,.400,3.81,11,8,3,0,0,1,52.0,51,26,22,4,16,0,56,3,1,1,218,1.288,8.8,0.7,2.8,9.7,3.50,0
Anderson Severino*,22,1,1,.500,2.61,8,0,6,0,0,0,10.1,10,6,3,1,4,0,10,1,0,1,47,1.355,8.7,0.9,3.5,8.7,2.50,0
Mark Seyler,23,0,0,,6.85,15,0,6,0,0,2,23.2,21,24,18,1,12,0,22,9,0,4,112,1.394,8.0,0.4,4.6,8.4,1.83,0
Gilmael Troya,20,4,2,.667,4.22,12,11,0,0,0,0,53.1,41,31,25,8,23,0,54,1,1,1,221,1.200,6.9,1.4,3.9,9.1,2.35,0
Alexander Vizcaino,20,3,5,.375,5.79,12,11,0,0,0,0,51.1,69,40,33,9,23,0,49,4,1,9,244,1.792,12.1,1.6,4.0,8.6,2.13,0
Garrett Whitlock,21,1,0,1.000,7.94,2,0,0,0,0,0,5.2,10,5,5,1,0,0,8,1,0,0,28,1.765,15.9,1.6,0.0,12.7,,1
Matt Wivinis,23,3,0,1.000,0.87,12,0,8,0,0,6,20.2,14,3,2,0,4,0,32,2,0,5,81,0.871,6.1,0.0,1.7,13.9,8.00,0
Kyle Zurak,22,1,2,.333,3.10,7,1,1,0,0,1,20.1,17,8,7,2,8,1,25,0,0,3,81,1.230,7.5,0.9,3.5,11.1,3.13,0
