Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Jeff Allen,25,20,71,60,5,13,2,0,0,8,0,1,10,16,.217,.324,.250,.574,15,1,0,0,1,0,0
Jeff Andra*,25,18,10,8,2,0,0,0,0,1,0,0,1,6,.000,.111,.000,.111,0,0,0,1,0,0,0
Elliot Brown#,26,14,3,3,1,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000,2,0,0,0,0,0,0
Mike Byas#,25,83,376,316,55,84,13,2,0,25,21,10,49,57,.266,.367,.320,.686,101,4,3,5,3,0,0
Carlos Campusano,25,27,70,63,6,9,3,0,0,1,0,1,5,18,.143,.217,.190,.408,12,1,1,1,0,0,0
Jon Cannon,26,17,2,2,0,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000,1,0,0,0,0,0,0
Brett Casper,25,10,34,26,1,2,0,0,0,1,0,0,5,15,.077,.242,.077,.319,2,0,1,1,1,0,0
Nelson Castro#,25,122,540,479,76,142,27,6,11,60,38,11,42,122,.296,.359,.447,.806,214,7,7,8,4,0,0
Giuseppe Chiaramonte,25,13,49,44,3,9,2,0,0,3,0,1,4,6,.205,.265,.250,.515,11,2,0,0,1,0,0
Doug Clark*,25,123,472,414,53,114,16,4,6,51,20,5,45,83,.275,.348,.377,.724,156,8,3,6,4,4,1
Julio Cordido,20,121,472,433,45,94,14,2,1,47,11,3,31,68,.217,.272,.266,.537,115,15,3,1,4,1,0
Ryan Cox,24,24,13,12,0,3,0,0,0,1,0,0,0,5,.250,.250,.250,.500,3,0,0,1,0,0,0
Mike Glendenning,24,60,231,207,20,38,3,0,7,18,0,0,21,71,.184,.264,.300,.564,62,7,2,0,1,0,0
Leiby Guzman,25,11,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,0,0,0,0
Joe Horgan*,24,31,3,3,0,2,0,0,0,2,0,0,0,0,.667,.667,.667,1.333,2,0,0,0,0,0,1
Joe Jester,22,40,167,150,26,48,14,2,6,27,4,1,12,33,.320,.380,.560,.940,84,2,3,1,1,0,0
Kevin Joseph,24,24,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,1
Brian Knoll,27,2,2,1,0,0,0,0,0,1,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,0
Jeremy Luster#,24,130,551,506,54,138,33,2,4,76,6,3,33,94,.273,.323,.370,.693,187,11,7,0,5,3,0
Ryan Luther,24,127,510,453,54,127,26,2,4,42,6,8,32,78,.280,.347,.373,.720,169,9,15,8,2,0,0
Chris Magruder#,24,40,171,149,22,38,6,3,2,11,5,3,15,27,.255,.335,.376,.711,56,2,3,4,0,2,1
Sean McGowan,24,31,132,125,11,38,6,0,3,17,0,1,5,19,.304,.326,.424,.750,53,3,0,0,2,0,0
Benji Miller,25,37,2,0,0,0,0,0,0,0,0,0,2,0,,1.000,,,0,0,0,0,0,0,0
Ramon Moreta,25,30,118,109,14,31,4,0,2,14,9,6,6,15,.284,.331,.376,.707,41,3,2,0,1,1,0
Joe Nathan,26,21,2,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,1,0,0,1
Todd Ozias,24,30,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Marco Pernalete#,22,29,110,93,9,26,5,1,2,12,0,1,9,17,.280,.339,.419,.759,39,1,2,1,5,0,0
Erasmo Ramirez*,25,22,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1
Mike Riley*,26,7,5,5,1,2,1,0,0,2,0,0,0,2,.400,.400,.600,1.000,3,0,0,0,0,0,0
Guillermo Rodriguez,23,65,238,216,21,44,7,0,5,25,3,0,8,40,.204,.249,.306,.554,66,5,6,5,3,0,1
Adam Shabala*,23,12,43,35,9,12,0,0,1,4,2,0,7,10,.343,.452,.429,.881,15,0,0,1,0,0,1
Elliott Strankman,24,9,15,13,1,1,0,0,0,0,0,0,1,9,.077,.200,.077,.277,1,0,1,0,0,0,0
Tony Torcato*,21,36,163,147,13,43,9,1,1,23,0,1,9,15,.293,.344,.388,.731,57,6,4,0,3,3,1
Josh Tyler,27,17,49,44,3,12,3,0,0,3,3,2,4,8,.273,.333,.341,.674,15,1,0,1,0,0,0
Jeff Urban,24,27,14,11,1,1,0,0,0,0,0,0,1,5,.091,.167,.091,.258,1,0,0,2,0,0,0
Carlos Valderrama,23,41,179,159,29,49,12,2,1,8,11,5,18,29,.308,.379,.428,.806,68,1,0,2,0,0,1
Jeff Verplancke,23,43,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Mike Villano,29,7,1,0,0,0,0,0,0,0,0,0,0,0,,1.000,,,0,0,1,0,0,0,0
Mark Walker,22,43,99,90,14,21,6,1,3,9,2,1,8,36,.233,.293,.422,.715,38,0,0,0,1,0,0
Jerome Williams,19,23,13,13,0,0,0,0,0,0,0,0,0,8,.000,.000,.000,.000,0,0,0,0,0,0,1
Mike Wright,25,62,201,182,13,44,10,0,3,19,0,2,12,62,.242,.289,.346,.635,63,1,1,4,2,1,0
Travis Young,26,6,14,14,2,5,1,0,0,1,0,0,0,3,.357,.357,.429,.786,6,0,0,0,0,0,0
