Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Papo Bolivar,22,43,161,142,15,38,7,0,2,20,1,1,9,25,.268,.327,.359,.686,51,2,4,5,1,0,0,2001,AA,MIN
Ramon Borrego#,23,60,159,136,17,25,6,2,1,3,5,0,14,30,.184,.265,.279,.544,38,2,1,8,0,0,0,2001,AA,MIN
Michael Cuddyer,22,141,593,509,95,153,36,3,30,87,5,9,75,106,.301,.395,.560,.955,285,6,6,0,3,3,1,2001,AA,MIN
Lew Ford,24,62,281,252,30,55,9,3,7,25,5,5,20,35,.218,.289,.361,.650,91,4,6,1,2,0,1,2001,AA,MIN
Kevin Hodge,24,44,155,139,16,24,4,1,1,6,1,2,14,39,.173,.258,.237,.495,33,3,2,0,0,0,0,2001,AA,MIN
Juan Lorenzo#,22,101,344,319,32,75,9,3,3,24,2,2,5,32,.235,.255,.310,.566,99,8,6,7,7,0,0,2001,AA,MIN
T.R. Marcinczyk,27,7,19,16,0,2,0,0,0,1,0,0,3,5,.125,.263,.125,.388,2,0,0,0,0,0,0,2001,AA,MIN
Brandon Marsters,26,100,385,349,35,77,16,1,9,36,2,1,29,75,.221,.285,.350,.635,122,8,3,3,1,2,0,2001,AA,MIN
Dustan Mohr,25,135,574,518,90,174,41,3,24,91,9,9,49,111,.336,.395,.566,.961,293,6,4,0,3,4,1,2001,AA,MIN
Justin Morneau*,20,10,42,38,3,6,1,0,0,4,0,0,3,8,.158,.214,.184,.398,7,1,0,0,1,0,1,2001,AA,MIN
David Ortiz*,25,9,41,37,3,9,4,0,0,1,0,0,3,9,.243,.293,.351,.644,13,1,0,0,1,0,1,2001,AA,MIN
Tommy Peterman*,26,88,328,302,35,72,16,1,3,34,1,1,21,40,.238,.291,.328,.619,99,11,2,2,1,1,0,2001,AA,MIN
Michael Restovich,22,140,565,501,69,135,33,4,23,84,15,7,54,125,.269,.345,.489,.834,245,8,6,0,4,8,1,2001,AA,MIN
Ruben Salazar,23,137,582,530,70,158,29,2,10,66,6,1,37,77,.298,.348,.417,.765,221,17,7,2,6,4,0,2001,AA,MIN
Allen Shrum,25,7,12,12,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,0,1,0,0,0,0,0,2001,AA,MIN
Jeff Smith*,27,102,374,351,38,100,15,1,7,42,0,0,15,57,.285,.320,.393,.713,138,8,4,2,2,0,0,2001,AA,MIN
Nestor Smith#,23,95,312,294,29,73,5,8,3,17,5,6,8,74,.248,.271,.350,.622,103,4,2,6,2,0,0,2001,AA,MIN
Tony Stevens#,22,72,275,245,19,42,7,1,1,21,3,3,10,29,.171,.210,.220,.431,54,1,2,18,0,0,0,2001,AA,MIN
Gabby Torres,23,41,148,133,24,41,12,1,2,13,0,2,10,11,.308,.378,.459,.837,61,7,5,0,0,0,0,2001,AA,MIN
