Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Jean Acevedo,20,63,258,227,42,68,12,0,4,42,1,3,22,33,.300,.369,.405,.774,92,6,4,3,2,0,0
Jamal Austin,20,55,238,206,35,69,6,2,0,13,20,8,22,21,.335,.405,.383,.789,79,2,3,6,1,0,0
Patrick Brady,23,21,74,64,14,18,4,3,0,5,3,1,8,9,.281,.370,.438,.807,28,2,1,1,0,0,0
Bryan Brito,19,57,212,203,22,46,7,3,0,14,3,4,5,63,.227,.245,.291,.536,59,4,0,4,0,0,0
Frankie Christian*,20,23,58,51,7,9,2,0,0,3,0,0,7,19,.176,.276,.216,.492,11,1,0,0,0,0,0
Dillon Hazlett,22,52,203,177,19,43,7,1,1,16,15,5,23,45,.243,.332,.311,.642,55,0,1,1,1,0,0
Jose Hernandez,23,29,96,89,9,18,1,0,3,10,0,0,5,20,.202,.253,.315,.567,28,4,1,1,0,0,0
Hassiel Jimenez,20,18,54,46,4,8,1,0,1,7,0,1,6,15,.174,.296,.261,.557,12,0,2,0,0,0,0
Jordy Lara,20,51,191,175,29,45,12,1,8,23,1,0,12,51,.257,.311,.474,.785,83,5,2,1,1,0,0
Tyler Marlette,18,12,45,45,4,7,2,0,0,2,0,0,0,13,.156,.156,.200,.356,9,2,0,0,0,0,0
Alfredo Morales*,18,39,168,143,17,38,7,0,2,19,0,0,18,46,.266,.353,.357,.710,51,4,3,1,3,0,0
Efrain Nunez#,20,44,168,148,23,43,6,4,6,23,3,2,13,47,.291,.367,.507,.874,75,2,5,2,0,0,0
Daniel Paolini,21,61,254,218,32,62,17,5,4,26,5,2,27,53,.284,.378,.463,.841,101,0,7,0,2,0,0
Guillermo Pimentel*,18,65,266,245,33,65,10,0,11,46,4,1,15,73,.265,.308,.441,.749,108,5,2,0,4,1,0
Kenneth Straus*,20,32,113,107,7,16,1,0,4,7,1,0,3,31,.150,.188,.271,.459,29,2,2,1,0,0,0
David Villasuso,21,32,115,104,11,25,5,1,3,14,0,1,5,30,.240,.304,.394,.699,41,1,5,0,1,0,0
