Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Tucker Barnhart#,25,115,420,377,34,97,23,1,7,51,1,0,36,72,.257,.323,.379,.702,143,12,2,2,3,8,1,2016,MLB,CIN
Joey Votto*,32,158,677,556,101,181,34,2,29,97,8,1,108,120,.326,.434,.550,.985,306,16,5,0,8,15,1,2016,MLB,CIN
Brandon Phillips,35,141,584,550,74,160,34,1,11,64,14,8,18,68,.291,.320,.416,.736,229,17,8,2,6,3,1,2016,MLB,CIN
Zack Cozart,30,121,508,464,67,117,28,2,16,50,4,1,37,84,.252,.308,.425,.732,197,9,2,1,4,3,1,2016,MLB,CIN
Eugenio Suarez,24,159,627,565,78,140,25,2,21,70,11,5,51,155,.248,.317,.411,.728,232,10,8,0,3,0,1,2016,MLB,CIN
Adam Duvall,27,150,608,552,85,133,31,6,33,103,6,5,41,164,.241,.297,.498,.795,275,7,6,0,8,1,1,2016,MLB,CIN
Billy Hamilton#,25,119,460,411,69,107,19,3,3,17,58,8,36,93,.260,.321,.343,.664,141,5,1,11,1,0,1,2016,MLB,CIN
Jay Bruce*,29,97,402,370,60,98,22,6,25,80,4,2,27,83,.265,.316,.559,.875,207,11,2,0,3,3,1,2016,MLB,CIN
Scott Schebler*,25,82,282,257,36,68,12,2,9,40,2,4,19,59,.265,.330,.432,.762,111,5,6,0,0,2,1,2016,MLB,CIN
Jose Peraza,22,72,256,241,25,78,8,2,3,25,21,10,7,33,.324,.352,.411,.762,99,3,5,0,3,0,1,2016,MLB,CIN
Ivan De Jesus,29,104,243,221,21,56,10,0,1,20,3,1,17,51,.253,.311,.312,.623,69,6,2,2,1,1,1,2016,MLB,CIN
Tyler Holt,27,106,208,179,21,42,5,3,0,13,4,3,23,48,.235,.327,.296,.623,53,6,2,3,1,0,1,2016,MLB,CIN
Ramon Cabrera#,26,61,185,171,11,42,10,0,3,23,1,1,8,30,.246,.279,.357,.635,61,5,1,2,3,1,1,2016,MLB,CIN
Tony Renda,25,32,67,60,4,11,2,0,0,3,0,0,5,11,.183,.246,.217,.463,13,4,0,2,0,0,1,2016,MLB,CIN
Devin Mesoraco,28,16,55,50,2,7,1,0,0,1,0,1,5,10,.140,.218,.160,.378,8,3,0,0,0,0,1,2016,MLB,CIN
Steve Selsky,26,24,54,51,9,16,2,0,2,7,1,0,2,22,.314,.340,.471,.810,24,1,0,1,0,0,1,2016,MLB,CIN
Jordan Pacheco,30,31,51,51,1,8,4,0,0,0,0,0,0,14,.157,.157,.235,.392,12,1,0,0,0,0,1,2016,MLB,CIN
Hernan Iribarren*,32,24,45,45,6,14,0,3,0,2,1,0,0,11,.311,.311,.444,.756,20,2,0,0,0,0,1,2016,MLB,CIN
Kyle Waldrop*,24,15,23,22,1,5,1,0,0,1,0,1,1,5,.227,.261,.273,.534,6,0,0,0,0,0,1,2016,MLB,CIN
Rafael Lopez*,28,8,7,7,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,0,0,0,1,2016,MLB,CIN
Patrick Kivlehan,26,3,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,1,2016,MLB,CIN
