Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Jon Adkins,30,1,4,.200,3.48,57,0,47,0,0,30,62.0,62,26,24,5,13,2,39,3,0,0,257,1.210,9.0,0.7,1.9,5.7,3.00,1
Homer Bailey,22,4,7,.364,4.77,19,19,0,0,0,0,111.1,118,62,59,10,46,0,96,3,2,7,480,1.473,9.5,0.8,3.7,7.8,2.09,1
Kevin Barker*,32,0,1,.000,27.00,1,0,1,0,0,0,1.0,2,3,3,0,3,1,0,0,0,0,8,5.000,18.0,0.0,27.0,0.0,0.00,1
Matt Belisle,28,5,1,.833,4.26,26,1,9,0,0,4,38.0,43,22,18,1,11,1,27,4,0,1,170,1.421,10.2,0.2,2.6,6.4,2.45,1
Bill Bray*,25,0,0,,3.00,9,0,1,0,0,1,9.0,6,3,3,1,5,0,15,0,0,0,38,1.222,6.0,1.0,5.0,15.0,3.00,1
Jim Brower,35,0,1,.000,2.88,17,0,6,0,0,2,25.0,27,13,8,1,11,0,28,1,0,2,114,1.520,9.7,0.4,4.0,10.1,2.55,1
Jared Burton,27,0,0,,4.50,2,1,0,0,0,0,2.0,1,1,1,0,2,0,1,0,0,1,8,1.500,4.5,0.0,9.0,4.5,0.50,1
Todd Coffey,27,3,3,.500,4.35,34,0,13,0,0,2,39.1,49,23,19,4,15,0,43,0,1,4,181,1.627,11.2,0.9,3.4,9.8,2.87,1
Carlos Fisher,25,5,0,1.000,1.04,14,0,3,0,0,0,17.1,14,2,2,0,9,2,21,1,0,0,77,1.327,7.3,0.0,4.7,10.9,2.33,1
Josh Fogg,31,1,1,.500,1.59,2,2,0,1,0,0,17.0,14,4,3,0,3,0,12,0,0,0,65,1.000,7.4,0.0,1.6,6.4,4.00,1
Aaron Harang,30,1,0,1.000,0.00,1,1,0,0,0,0,6.0,5,0,0,0,0,0,6,0,0,0,21,0.833,7.5,0.0,0.0,9.0,,1
Danny Herrera*,23,4,4,.500,2.78,48,0,12,0,0,6,55.0,47,20,17,4,10,2,50,0,1,0,221,1.036,7.7,0.7,1.6,8.2,5.00,1
Ben Jukich*,25,1,1,.500,4.37,4,3,0,0,0,0,22.2,30,14,11,2,4,0,15,0,1,0,103,1.500,11.9,0.8,1.6,6.0,3.75,0
Justin Lehr,30,6,2,.750,2.10,16,8,3,0,0,1,64.1,51,15,15,5,11,0,41,1,0,2,244,0.964,7.1,0.7,1.5,5.7,3.73,1
Bobby Livingston*,25,4,4,.500,4.98,9,9,0,0,0,0,56.0,63,33,31,6,17,0,35,2,0,1,242,1.429,10.1,1.0,2.7,5.6,2.06,1
Gary Majewski,28,2,1,.667,3.76,22,0,8,0,0,3,26.1,27,11,11,2,7,0,22,0,0,3,107,1.291,9.2,0.7,2.4,7.5,3.14,1
Justin Mallett,26,6,2,.750,4.50,25,14,1,0,0,0,100.0,96,51,50,9,37,0,70,6,0,5,419,1.330,8.6,0.8,3.3,6.3,1.89,0
Matt Maloney*,24,11,5,.688,4.68,25,25,0,2,1,0,140.1,143,75,73,18,39,2,132,7,0,4,601,1.297,9.2,1.2,2.5,8.5,3.38,1
