Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Alec Asher,23,1,4,.200,3.98,8,8,0,0,0,0,43.0,39,20,19,3,18,0,43,2,0,5,183,1.326,8.2,0.6,3.8,9.0,2.39,1
Preston Beck,24,0,0,,0.00,1,0,0,0,0,0,0.1,1,0,0,0,1,0,0,0,0,0,4,6.000,27.0,0.0,27.0,0.0,0.00,0
Chad Bell*,26,7,13,.350,4.58,27,23,1,0,0,0,141.1,154,83,72,11,42,1,118,5,2,3,608,1.387,9.8,0.7,2.7,7.5,2.81,1
Cody Buckel,23,0,1,.000,14.40,10,0,1,0,0,0,10.0,16,16,16,3,11,0,6,1,0,0,56,2.700,14.4,2.7,9.9,5.4,0.55,0
Edwar Cabrera*,27,4,2,.667,3.68,27,7,6,1,0,0,71.0,69,33,29,6,17,0,51,4,0,3,293,1.211,8.7,0.8,2.2,6.5,3.00,1
Lendy Castillo,26,2,2,.500,4.73,19,0,4,0,0,0,32.1,34,21,17,4,23,0,23,0,2,4,145,1.763,9.5,1.1,6.4,6.4,1.00,1
Ross Detwiler*,29,0,0,,7.36,2,0,0,0,0,0,3.2,7,3,3,0,2,0,4,0,0,1,20,2.455,17.2,0.0,4.9,9.8,2.00,1
Cody Ege*,24,3,2,.600,0.85,26,0,9,0,0,1,31.2,26,10,3,1,19,1,37,1,0,2,138,1.421,7.4,0.3,5.4,10.5,1.95,1
Jerad Eickhoff,24,1,0,1.000,2.70,2,2,0,0,0,0,10.0,7,3,3,2,3,0,14,1,0,3,40,1.000,6.3,1.8,2.7,12.6,4.67,1
Andrew Faulkner*,22,7,4,.636,4.19,28,15,3,0,0,1,92.1,84,50,43,9,47,0,90,6,0,1,405,1.419,8.2,0.9,4.6,8.8,1.91,1
Kyuji Fujikawa,34,0,0,,9.00,1,0,0,0,0,0,1.0,3,3,1,0,0,0,0,0,0,1,6,3.000,27.0,0.0,0.0,0.0,,1
Martire Garcia*,25,0,0,,20.25,3,0,1,0,0,0,1.1,2,3,3,0,2,0,0,0,0,0,8,3.000,13.5,0.0,13.5,0.0,0.00,0
Juan Grullon*,25,1,3,.250,5.45,25,0,9,0,0,0,39.2,41,27,24,9,17,3,33,0,0,1,169,1.462,9.3,2.0,3.9,7.5,1.94,0
Matt Harrison*,29,0,0,,7.50,1,1,0,0,0,0,6.0,9,5,5,0,3,0,3,0,0,0,29,2.000,13.5,0.0,4.5,4.5,1.00,1
Jefri Hernandez,24,1,2,.333,4.18,25,0,6,0,0,0,32.1,39,16,15,1,14,0,30,3,0,7,150,1.639,10.9,0.3,3.9,8.4,2.14,0
Derek Holland*,28,0,0,,8.10,1,1,0,0,0,0,3.1,7,3,3,1,1,0,5,0,0,0,18,2.400,18.9,2.7,2.7,13.5,5.00,1
