Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
Albert Abreu,21,0,0,,2.08,2,2,0,0,0,0,4.1,3,3,1,0,0,0,8,1,0,1,18,0.692,6.2,0.0,0.0,16.6,,,1
Yancarlos Baez,21,0,2,.000,3.51,8,5,0,0,0,0,25.2,24,14,10,1,7,0,16,1,2,7,105,1.208,8.4,0.4,2.5,5.6,2.29,,0
Woody Bryson*,24,1,0,1.000,0.00,6,0,0,0,0,0,8.1,2,0,0,0,4,0,10,0,0,0,29,0.720,2.2,0.0,4.3,10.8,2.50,,0
Roansy Contreras,17,4,1,.800,4.26,8,5,0,0,0,0,31.2,35,22,15,2,12,0,17,3,0,5,145,1.484,9.9,0.6,3.4,4.8,1.42,,1
Harold Cortijo,18,1,0,1.000,4.98,10,0,4,0,0,1,21.2,19,13,12,2,7,0,25,0,0,4,89,1.200,7.9,0.8,2.9,10.4,3.57,,0
Deivi Diaz*,18,0,0,,1.96,10,1,3,0,0,3,23.0,18,8,5,0,14,0,20,0,0,1,102,1.391,7.0,0.0,5.5,7.8,1.43,,0
Wellington Diaz,20,2,5,.286,3.43,10,8,0,0,0,0,44.2,51,23,17,1,8,0,29,2,1,4,192,1.321,10.3,0.2,1.6,5.8,3.63,,0
Dietrich Enns*,26,1,0,1.000,0.00,1,0,0,0,0,0,6.0,2,0,0,0,0,0,10,0,0,1,21,0.333,3.0,0.0,0.0,15.0,,,1
Chaz Hebert*,24,0,0,,0.00,1,0,0,0,0,0,2.0,0,0,0,0,1,0,2,0,0,0,7,0.500,0.0,0.0,4.5,9.0,2.00,,0
Tony Hernandez*,20,3,5,.375,3.44,11,9,0,0,0,0,52.1,52,27,20,4,14,0,45,2,0,0,225,1.261,8.9,0.7,2.4,7.7,3.21,,0
Ronald Herrera,22,0,1,.000,4.00,3,3,0,0,0,0,9.0,13,4,4,0,0,0,9,1,0,0,37,1.444,13.0,0.0,0.0,9.0,,,1
Dalton Higgins,21,1,0,1.000,2.41,10,0,5,0,0,1,18.2,21,10,5,1,4,0,18,2,0,3,80,1.339,10.1,0.5,1.9,8.7,4.50,,0
Tyler Honahan*,23,0,1,.000,5.68,5,0,3,0,0,0,6.1,5,4,4,0,4,0,8,1,0,0,29,1.421,7.1,0.0,5.7,11.4,2.00,,0
Janson Junk,21,1,0,1.000,0.84,8,0,6,0,0,0,10.2,14,5,1,0,4,0,7,0,0,3,49,1.688,11.8,0.0,3.4,5.9,1.75,,1
Jonathan Loaisiga,22,0,1,.000,2.63,6,6,0,0,0,0,13.2,10,5,4,1,2,0,15,0,0,0,53,0.878,6.6,0.7,1.3,9.9,7.50,,1
Ron Marinaccio,21,3,0,1.000,2.30,13,0,10,0,0,5,15.2,12,4,4,0,6,2,15,1,0,2,65,1.149,6.9,0.0,3.4,8.6,2.50,,0
Chad Martin,23,1,0,1.000,0.00,2,0,2,0,0,1,1.1,0,0,0,0,0,0,3,0,0,0,4,0.000,0.0,0.0,0.0,20.3,,,0
Aaron McGarity,22,2,2,.500,2.18,7,1,3,0,0,0,20.2,19,5,5,0,2,0,27,0,0,2,81,1.016,8.3,0.0,0.9,11.8,13.50,,0
Brett Morales,22,0,0,,0.00,2,2,0,0,0,0,7.0,3,0,0,0,0,0,9,0,0,0,23,0.429,3.9,0.0,0.0,11.6,,,0
Luis Ojeda,20,1,5,.167,7.01,10,6,1,0,0,0,34.2,40,29,27,7,11,1,25,5,0,4,157,1.471,10.4,1.8,2.9,6.5,2.27,,0
Glenn Otto,21,0,0,,0.00,1,1,0,0,0,0,2.0,1,0,0,0,0,0,3,0,0,0,7,0.500,4.5,0.0,0.0,13.5,,,1
Edward Paredes,18,1,0,1.000,1.35,8,0,2,0,0,0,13.1,12,2,2,0,3,0,6,0,0,2,52,1.125,8.1,0.0,2.0,4.1,2.00,,0
Elvis Peguero,20,1,1,.500,3.00,3,3,0,0,0,0,12.0,6,4,4,0,5,0,5,1,0,2,47,0.917,4.5,0.0,3.8,3.8,1.00,,1
Curtiss Pomeroy,24,0,0,,0.00,2,0,0,0,0,0,3.0,1,2,0,0,2,0,3,2,0,0,15,1.000,3.0,0.0,6.0,9.0,1.50,,0
Anderson Reynoso,19,0,0,,0.00,2,0,1,0,0,0,2.0,0,0,0,0,0,0,1,0,0,0,6,0.000,0.0,0.0,0.0,4.5,,,0
Luis Rijo,18,4,3,.571,3.50,11,7,0,1,1,0,54.0,51,23,21,2,9,1,55,4,0,1,219,1.111,8.5,0.3,1.5,9.2,6.11,,0
Carlos Rodriguez,18,0,0,,0.00,1,0,0,0,0,0,2.0,3,0,0,0,1,0,2,1,0,0,11,2.000,13.5,0.0,4.5,9.0,2.00,,0
Shawn Semple,21,4,0,1.000,1.00,13,0,12,0,0,2,18.0,16,3,2,0,1,0,22,1,0,1,72,0.944,8.0,0.0,0.5,11.0,22.00,,0
Anderson Severino*,22,2,0,1.000,0.77,6,0,1,0,0,0,11.2,8,1,1,0,8,1,14,0,0,3,51,1.371,6.2,0.0,6.2,10.8,1.75,,0
Wandy Soto,21,0,0,,7.36,9,0,5,0,0,0,11.0,10,9,9,1,15,1,12,1,0,3,58,2.273,8.2,0.8,12.3,9.8,0.80,,0
