Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Francisco Cordero,25,0,0,,4.15,3,0,3,0,0,1,4.1,7,3,2,0,3,0,5,0,0,1,23,2.308,14.5,0.0,6.2,10.4,1.67,1
Darwin Cubillan,27,0,0,,1.08,8,0,6,0,0,2,16.2,9,2,2,0,4,0,12,0,0,0,61,0.780,4.9,0.0,2.2,6.5,3.00,1
Doug Davis*,24,8,3,.727,2.84,12,12,0,2,0,0,69.2,62,32,22,8,34,1,53,2,0,4,290,1.378,8.0,1.0,4.4,6.8,1.56,1
R.A. Dickey,25,8,9,.471,4.49,30,23,2,2,0,1,158.1,167,83,79,13,65,1,85,7,2,5,680,1.465,9.5,0.7,3.7,4.8,1.31,1
Mike Freehill,29,2,2,.500,5.63,16,0,7,0,0,0,24.0,32,16,15,3,20,1,17,2,0,2,122,2.167,12.0,1.1,7.5,6.4,0.85,0
Ryan Glynn,25,4,2,.667,3.55,15,14,0,2,2,0,83.2,72,36,33,5,33,1,66,3,1,7,347,1.255,7.7,0.5,3.5,7.1,2.00,1
Jonathan Johnson,25,4,7,.364,5.08,36,2,18,0,0,5,56.2,55,38,32,8,26,2,63,0,1,3,243,1.429,8.7,1.3,4.1,10.0,2.42,1
Danny Kolb,25,4,1,.800,0.98,13,0,13,0,0,4,18.1,11,6,2,0,8,1,18,0,0,1,74,1.036,5.4,0.0,3.9,8.8,2.25,1
Corey Lee*,25,2,12,.143,8.76,26,21,0,0,0,0,112.0,163,128,109,15,87,1,84,2,2,3,569,2.232,13.1,1.2,7.0,6.8,0.97,1
Johan Lopez,25,6,2,.750,4.15,29,0,16,0,0,5,56.1,44,28,26,6,20,2,42,2,0,3,230,1.136,7.0,1.0,3.2,6.7,2.10,0
Jose Martinez,25,2,5,.286,7.30,11,10,0,0,0,0,53.0,77,49,43,10,14,0,23,4,0,6,248,1.717,13.1,1.7,2.4,3.9,1.64,0
Terry Mathews,35,0,1,.000,6.35,7,0,3,0,0,1,11.1,13,10,8,1,5,1,10,0,0,2,53,1.588,10.3,0.8,4.0,7.9,2.00,1
Matt Miller,28,3,3,.500,3.58,39,0,25,0,0,4,60.1,61,29,24,6,34,4,69,3,0,4,276,1.575,9.1,0.9,5.1,10.3,2.03,1
Dean Mitchell,26,3,4,.429,5.95,45,0,18,0,0,3,59.0,69,43,39,5,32,3,39,2,0,6,272,1.712,10.5,0.8,4.9,5.9,1.22,0
Tony Mounce*,25,1,4,.200,5.66,32,4,6,0,0,1,62.0,74,49,39,4,30,1,48,1,0,4,287,1.677,10.7,0.6,4.4,7.0,1.60,1
Peter Munro,25,1,2,.333,4.65,5,5,0,1,1,0,31.0,27,17,16,3,14,0,15,3,0,1,136,1.323,7.8,0.9,4.1,4.4,1.07,1
Darren Oliver*,29,2,1,.667,1.97,7,7,0,1,1,0,32.0,22,11,7,2,14,0,28,1,0,0,128,1.125,6.2,0.6,3.9,7.9,2.00,1
Scott Randall,24,2,3,.400,5.42,16,10,2,0,0,0,74.2,96,49,45,8,33,1,35,4,0,2,339,1.728,11.6,1.0,4.0,4.2,1.06,1
Tom Sergio,25,0,0,,0.00,1,0,1,0,0,0,0.2,0,0,0,0,3,0,1,0,0,0,5,4.500,0.0,0.0,40.5,13.5,0.33,0
Brian Sikorski,25,10,9,.526,4.04,24,23,1,5,2,1,140.1,131,73,63,9,60,1,99,3,5,3,591,1.361,8.4,0.6,3.8,6.3,1.65,1
Chuck Smith,30,5,3,.625,3.78,11,11,0,1,0,0,66.2,73,31,28,3,38,1,73,2,0,5,300,1.665,9.9,0.4,5.1,9.9,1.92,1
Clint Sodowsky,27,2,1,.667,2.91,13,0,7,0,0,2,21.2,23,7,7,2,4,0,13,2,0,3,88,1.246,9.6,0.8,1.7,5.4,3.25,1
Gabe Sollecito,28,0,0,,7.71,7,0,1,0,0,0,9.1,12,8,8,2,6,0,10,0,0,0,46,1.929,11.6,1.9,5.8,9.6,1.67,0
Justin Thompson*,27,0,0,,11.12,1,1,0,0,0,0,5.2,10,8,7,0,4,0,4,0,0,1,30,2.471,15.9,0.0,6.4,6.4,1.00,1
