Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Ryan Castellani,22,7,9,.438,5.49,26,26,0,0,0,0,134.1,135,86,82,15,70,0,91,10,1,2,600,1.526,9.0,1.0,4.7,6.1,1.30,1
Logan Cozart,25,8,5,.615,2.23,54,0,16,0,0,2,68.2,54,20,17,6,16,2,62,0,0,1,274,1.019,7.1,0.8,2.1,8.1,3.88,0
Frank Duncan,26,3,4,.429,4.84,16,10,2,0,0,0,61.1,63,35,33,7,21,0,24,5,1,1,261,1.370,9.2,1.0,3.1,3.5,1.14,0
Parker French,25,1,4,.200,7.95,27,8,3,0,0,0,60.0,79,55,53,7,42,0,28,3,2,5,289,2.017,11.9,1.1,6.3,4.2,0.67,0
Jason Garcia,25,2,1,.667,9.64,15,0,2,0,0,0,18.2,27,23,20,3,15,1,17,1,0,3,94,2.250,13.0,1.4,7.2,8.2,1.13,1
Rico Garcia,24,6,2,.750,2.28,11,11,0,0,0,0,67.0,54,19,17,8,20,0,61,4,0,1,267,1.104,7.3,1.1,2.7,8.2,3.05,1
Rayan Gonzalez,27,0,1,.000,5.19,19,0,0,0,0,0,17.1,19,11,10,4,8,0,17,1,1,0,80,1.558,9.9,2.1,4.2,8.8,2.13,0
Scott Griggs,27,4,0,1.000,3.47,49,0,17,0,0,4,57.0,52,25,22,6,22,0,63,5,0,4,245,1.298,8.2,0.9,3.5,9.9,2.86,0
Evan Grills*,26,4,5,.444,3.90,16,16,0,0,0,0,85.1,89,38,37,8,16,0,81,7,0,3,353,1.230,9.4,0.8,1.7,8.5,5.06,0
Heath Holder,25,0,1,.000,13.50,1,0,0,0,0,0,1.1,3,2,2,1,0,0,0,0,0,0,7,2.250,20.3,6.8,0.0,0.0,,0
Mitch Horacek*,26,3,3,.500,2.20,51,0,5,0,0,2,61.1,50,17,15,3,27,0,75,1,0,3,255,1.255,7.3,0.4,4.0,11.0,2.78,0
Reid Humphreys,23,0,1,.000,3.18,7,0,6,0,0,4,5.2,3,3,2,0,7,0,7,0,0,0,26,1.765,4.8,0.0,11.1,11.1,1.00,0
Chris Jensen,27,1,2,.333,10.13,7,3,2,0,0,0,18.2,36,23,21,5,10,0,12,1,0,0,100,2.464,17.4,2.4,4.8,5.8,1.20,0
Peter Lambert,21,8,2,.800,2.23,15,15,0,1,0,0,92.2,80,25,23,6,12,0,75,3,0,2,358,0.993,7.8,0.6,1.2,7.3,6.25,1
Marc Magliaro,28,3,4,.429,4.44,36,0,17,0,0,0,48.2,49,32,24,6,15,1,51,2,0,4,211,1.315,9.1,1.1,2.8,9.4,3.40,0
Brian Moran*,29,0,1,.000,2.42,19,0,2,0,0,0,22.1,15,7,6,1,7,0,32,3,0,0,92,0.985,6.0,0.4,2.8,12.9,4.57,1
Sean Nolin*,28,2,2,.500,4.24,29,3,6,0,0,0,40.1,42,20,19,4,15,0,45,2,1,2,176,1.413,9.4,0.9,3.3,10.0,3.00,1
Matt Pierpont,27,1,5,.167,1.95,55,0,49,0,0,32,60.0,44,19,13,3,21,1,77,3,0,2,242,1.083,6.6,0.5,3.2,11.6,3.67,0
Craig Schlitter,26,0,1,.000,5.01,22,3,5,0,0,1,46.2,47,26,26,10,19,0,40,1,1,1,200,1.414,9.1,1.9,3.7,7.7,2.11,0
Max Schuh*,26,0,0,,7.50,9,0,3,0,0,0,6.0,5,5,5,0,9,0,4,2,0,0,33,2.333,7.5,0.0,13.5,6.0,0.44,0
Jesus Tinoco,23,9,12,.429,4.79,26,26,0,1,1,0,141.0,149,77,75,23,38,0,132,1,0,6,598,1.326,9.5,1.5,2.4,8.4,3.47,1
Jack Wynkoop*,24,3,7,.300,6.58,16,16,0,0,0,0,80.2,124,63,59,11,16,0,37,2,0,3,372,1.736,13.8,1.2,1.8,4.1,2.31,0
