Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Darren Oliver*,28,9,9,.500,4.26,30,30,0,2,1,0,196.1,197,96,93,16,74,4,119,11,2,6,842,1.380,9.0,0.7,3.4,5.5,1.61,1
Kent Bottenfield,30,18,7,.720,3.97,31,31,0,0,0,0,190.1,197,91,84,21,89,5,124,5,0,1,843,1.503,9.3,1.0,4.2,5.9,1.39,1
Jose Jimenez,25,5,14,.263,5.85,29,28,0,2,2,0,163.0,173,114,106,16,71,2,113,11,1,10,727,1.497,9.6,0.9,3.9,6.2,1.59,1
Kent Mercker*,31,6,5,.545,5.12,25,18,2,0,0,0,103.2,125,73,59,16,51,3,64,2,1,3,476,1.698,10.9,1.4,4.4,5.6,1.25,1
Garrett Stephenson,27,6,3,.667,4.22,18,12,1,0,0,0,85.1,90,43,40,11,29,1,59,5,0,0,371,1.395,9.5,1.2,3.1,6.2,2.03,1
Ricky Bottalico,29,3,7,.300,4.91,68,0,40,0,0,20,73.1,83,45,40,8,49,1,66,3,0,6,347,1.800,10.2,1.0,6.0,8.1,1.35,1
Juan Acevedo,29,6,8,.429,5.89,50,12,21,0,0,4,102.1,115,71,67,17,48,3,52,4,0,5,457,1.593,10.1,1.5,4.2,4.6,1.08,1
Manny Aybar,27,4,5,.444,5.47,65,1,22,0,0,3,97.0,104,67,59,13,36,3,74,4,2,1,430,1.443,9.6,1.2,3.3,6.9,2.06,1
Rich Croushore,28,3,7,.300,4.14,59,0,12,0,0,3,71.2,68,42,33,9,43,4,88,3,0,9,329,1.549,8.5,1.1,5.4,11.1,2.05,1
Lance Painter*,31,4,5,.444,4.83,56,4,10,0,0,1,63.1,63,37,34,6,25,1,56,2,0,4,272,1.389,9.0,0.9,3.6,8.0,2.24,1
Heathcliff Slocumb,33,3,2,.600,2.36,40,0,12,0,0,2,53.1,49,16,14,3,30,5,48,1,0,3,238,1.481,8.3,0.5,5.1,8.1,1.60,1
Mike Mohler*,30,1,1,.500,4.38,48,0,16,0,0,1,49.1,47,26,24,3,23,2,31,1,0,1,211,1.419,8.6,0.5,4.2,5.7,1.35,1
Larry Luebbers,29,3,3,.500,5.12,8,8,0,1,0,0,45.2,46,27,26,8,16,0,16,3,1,1,199,1.358,9.1,1.6,3.2,3.2,1.00,1
Rick Ankiel*,19,0,1,.000,3.27,9,5,1,0,0,1,33.0,26,12,12,2,14,0,39,1,0,2,137,1.212,7.1,0.5,3.8,10.6,2.79,1
Donovan Osborne*,30,1,3,.250,5.52,6,6,0,0,0,0,29.1,34,18,18,4,10,0,21,2,0,1,130,1.500,10.4,1.2,3.1,6.4,2.10,1
Mark Thompson,28,1,3,.250,2.76,5,5,0,0,0,0,29.1,26,12,9,1,17,1,22,2,0,1,130,1.466,8.0,0.3,5.2,6.8,1.29,1
Scott Radinsky*,31,2,1,.667,4.88,43,0,13,0,0,3,27.2,27,16,15,2,18,3,17,1,1,3,126,1.627,8.8,0.7,5.9,5.5,0.94,1
Mike Busby,26,0,1,.000,7.13,15,0,3,0,0,0,17.2,21,15,14,2,14,0,7,2,0,1,86,1.981,10.7,1.0,7.1,3.6,0.50,1
Clint Sodowsky,26,0,1,.000,15.63,3,1,0,0,0,0,6.1,15,11,11,1,6,0,2,0,0,0,39,3.316,21.3,1.4,8.5,2.8,0.33,1
Rick Heiserman,26,0,0,,8.31,3,0,0,0,0,0,4.1,8,4,4,2,4,0,4,0,0,2,24,2.769,16.6,4.2,8.3,8.3,1.00,1
Alan Benes,27,0,0,,0.00,2,0,2,0,0,0,2.0,2,0,0,0,0,0,2,0,0,0,7,1.000,9.0,0.0,0.0,9.0,,1
Curtis King,28,0,0,,18.00,2,0,1,0,0,0,1.0,3,2,2,0,0,0,1,0,1,0,6,3.000,27.0,0.0,0.0,9.0,,1
