Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Omar Beltre,18,5,4,.556,3.54,13,13,0,0,0,0,61.0,54,30,24,2,15,0,44,6,2,2,251,1.131,8.0,0.3,2.2,6.5,2.93,1
Casey Berry,19,1,2,.333,4.05,12,12,0,0,0,0,46.2,48,26,21,3,13,0,38,1,0,0,196,1.307,9.3,0.6,2.5,7.3,2.92,0
Rob Bowers,22,2,3,.400,4.63,20,0,14,0,0,5,35.0,35,26,18,2,14,2,24,3,0,1,157,1.400,9.0,0.5,3.6,6.2,1.71,0
Luis Cristobal,22,2,0,1.000,4.74,8,3,1,0,0,0,19.0,24,13,10,1,10,0,13,3,0,0,93,1.789,11.4,0.5,4.7,6.2,1.30,0
Ruben Feliciano,20,6,2,.750,3.65,19,0,8,0,0,3,37.0,38,17,15,1,21,2,23,3,1,7,166,1.595,9.2,0.2,5.1,5.6,1.10,0
Hayden Gardner,19,0,3,.000,2.25,17,1,10,0,0,3,28.0,28,11,7,1,16,1,23,0,0,0,128,1.571,9.0,0.3,5.1,7.4,1.44,0
Rich Gilbert*,20,0,0,,13.50,1,1,0,0,0,0,4.0,7,6,6,0,4,0,0,1,0,0,22,2.750,15.8,0.0,9.0,0.0,0.00,0
Michael Gleason,18,2,0,1.000,3.68,10,0,4,0,0,2,14.2,12,9,6,0,14,1,9,2,0,0,71,1.773,7.4,0.0,8.6,5.5,0.64,0
Tom Graham,22,5,0,1.000,2.29,18,4,3,0,0,2,59.0,57,17,15,1,8,1,53,4,0,1,236,1.102,8.7,0.2,1.2,8.1,6.63,0
Matt Meisenheimer,18,0,1,.000,2.30,6,5,0,0,0,0,15.2,15,5,4,0,7,0,13,1,0,1,69,1.404,8.6,0.0,4.0,7.5,1.86,0
Matt Miller,28,0,0,,4.50,1,0,0,0,0,0,2.0,2,1,1,0,0,0,4,1,0,0,9,1.000,9.0,0.0,0.0,18.0,,1
Chris Pfalzgraf,22,3,0,1.000,4.50,20,0,10,0,0,5,30.0,23,17,15,2,17,0,30,1,0,2,129,1.333,6.9,0.6,5.1,9.0,1.76,0
Reggie Rivard,22,3,2,.600,5.73,15,11,1,0,0,0,55.0,58,41,35,6,29,0,34,2,0,3,249,1.582,9.5,1.0,4.7,5.6,1.17,0
Luis Rodriguez,18,2,0,1.000,3.16,6,6,0,0,0,0,25.2,23,11,9,0,13,0,19,0,0,2,109,1.403,8.1,0.0,4.6,6.7,1.46,0
Harold Tremont,19,5,0,1.000,2.76,16,0,4,0,0,4,45.2,38,15,14,3,16,0,26,5,0,0,191,1.182,7.5,0.6,3.2,5.1,1.63,0
Randy Truselo,19,1,1,.500,3.95,8,0,1,0,0,0,13.2,14,8,6,1,8,0,10,1,0,0,62,1.610,9.2,0.7,5.3,6.6,1.25,0
