Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Julius Anderson,20,4,4,.500,4.91,11,8,0,1,0,0,47.2,61,36,26,4,18,0,26,3,0,3,223,1.657,11.5,0.8,3.4,4.9,1.44,0
Euclides Bethancourt,18,1,5,.167,7.33,13,11,0,0,0,0,46.2,60,48,38,7,23,0,31,8,1,7,232,1.779,11.6,1.4,4.4,6.0,1.35,0
Oscar Bustillos,20,0,1,.000,1.59,13,0,8,0,0,2,17.0,9,4,3,0,5,0,25,1,0,2,65,0.824,4.8,0.0,2.6,13.2,5.00,0
Chad Coward,21,2,1,.667,2.08,6,6,0,0,0,0,30.1,27,13,7,1,16,0,41,1,0,4,130,1.418,8.0,0.3,4.7,12.2,2.56,0
Jason Cromer*,19,3,4,.429,3.95,13,13,0,0,0,0,70.2,88,36,31,5,15,0,50,3,0,4,304,1.458,11.2,0.6,1.9,6.4,3.33,0
John Dischiavo,18,0,2,.000,5.40,11,8,0,0,0,0,35.0,39,22,21,3,7,0,27,6,0,6,160,1.314,10.0,0.8,1.8,6.9,3.86,0
Bartolome Fortunato,25,3,4,.429,4.63,17,5,2,0,0,1,46.2,56,31,24,4,19,0,51,4,0,8,223,1.607,10.8,0.8,3.7,9.8,2.68,1
Benny Gomez*,21,4,1,.800,3.89,25,0,1,0,0,0,39.1,35,19,17,5,24,0,46,4,0,4,179,1.500,8.0,1.1,5.5,10.5,1.92,0
Jesus Lama,20,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,1,0,1,0,0,0,2,3.000,0.0,0.0,27.0,27.0,1.00,0
Albie Lopez,28,0,0,,0.00,1,0,0,0,0,0,0.2,0,0,0,0,0,0,1,0,0,0,2,0.000,0.0,0.0,0.0,13.5,,1
Miguel Lopez,18,4,3,.571,3.03,21,0,13,0,0,4,32.2,28,14,11,0,19,0,40,0,0,1,139,1.439,7.7,0.0,5.2,11.0,2.11,0
Dustin McKey,22,3,1,.750,0.79,17,0,8,0,0,4,22.2,12,3,2,0,6,1,11,1,1,1,84,0.794,4.8,0.0,2.4,4.4,1.83,0
Niquel Novoa*,18,0,0,,16.88,3,0,2,0,0,0,2.2,7,5,5,1,2,0,2,0,0,0,16,3.375,23.6,3.4,6.8,6.8,1.00,0
Juan Renteria,20,1,0,1.000,3.47,24,1,17,0,0,6,36.1,38,20,14,2,20,0,50,1,1,8,162,1.596,9.4,0.5,5.0,12.4,2.50,0
Jeff Ridgway*,19,3,4,.429,2.47,12,12,0,0,0,0,54.2,47,24,15,2,30,0,60,1,0,6,237,1.409,7.7,0.3,4.9,9.9,2.00,1
Evan Rust,22,5,2,.714,2.89,26,0,5,0,0,1,43.2,37,17,14,3,13,0,34,3,0,3,184,1.145,7.6,0.6,2.7,7.0,2.62,0
Elliott Shaw,20,0,1,.000,4.62,18,4,4,0,0,0,37.0,38,28,19,2,34,0,29,2,1,15,181,1.946,9.2,0.5,8.3,7.1,0.85,0
Hans Smith*,21,1,1,.500,8.59,7,0,6,0,0,3,7.1,6,7,7,0,4,0,9,0,0,2,30,1.364,7.4,0.0,4.9,11.0,2.25,0
