Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
CC Sabathia*,32,14,13,.519,4.78,32,32,0,2,0,0,211.0,224,122,112,28,65,5,175,4,1,7,908,1.370,9.6,1.2,2.8,7.5,2.69,1
Hiroki Kuroda,38,11,13,.458,3.31,32,32,0,1,1,0,201.1,191,79,74,20,43,2,150,5,0,6,824,1.162,8.5,0.9,1.9,6.7,3.49,1
Andy Pettitte*,41,11,11,.500,3.74,30,30,0,1,0,0,185.1,198,85,77,17,48,1,128,4,0,6,784,1.327,9.6,0.8,2.3,6.2,2.67,1
Phil Hughes,27,4,14,.222,5.19,30,29,0,0,0,0,145.2,170,91,84,24,42,4,121,5,0,6,642,1.455,10.5,1.5,2.6,7.5,2.88,1
Ivan Nova,26,9,6,.600,3.10,23,20,2,3,2,0,139.1,135,49,48,9,44,3,116,14,0,3,586,1.285,8.7,0.6,2.8,7.5,2.64,1
David Phelps,26,6,5,.545,4.98,22,12,3,0,0,0,86.2,88,50,48,8,35,1,79,5,0,2,376,1.419,9.1,0.8,3.6,8.2,2.26,1
Mariano Rivera,43,6,2,.750,2.11,64,0,60,0,0,44,64.0,58,16,15,6,9,3,54,1,0,0,256,1.047,8.2,0.8,1.3,7.6,6.00,1
David Robertson,28,5,1,.833,2.04,70,0,9,0,0,3,66.1,51,15,15,5,18,1,77,2,0,1,262,1.040,6.9,0.7,2.4,10.4,4.28,1
Shawn Kelley,29,4,2,.667,4.39,57,0,13,0,0,0,53.1,47,28,26,8,23,2,71,0,0,8,227,1.313,7.9,1.4,3.9,12.0,3.09,1
Joba Chamberlain,27,2,1,.667,4.93,45,0,14,0,0,1,42.0,47,23,23,8,26,1,38,1,0,3,198,1.738,10.1,1.7,5.6,8.1,1.46,1
Boone Logan*,28,5,2,.714,3.23,61,0,9,0,0,0,39.0,33,15,14,7,13,4,50,0,0,3,159,1.179,7.6,1.6,3.0,11.5,3.85,1
Adam Warren,25,3,2,.600,3.39,34,2,17,0,0,1,77.0,80,29,29,10,30,2,64,2,0,3,331,1.429,9.4,1.2,3.5,7.5,2.13,1
Preston Claiborne,25,0,2,.000,4.11,44,0,12,0,0,0,50.1,51,23,23,7,14,4,42,2,0,2,214,1.291,9.1,1.3,2.5,7.5,3.00,1
David Huff*,28,3,1,.750,4.67,11,2,3,0,0,0,34.2,26,18,18,7,8,1,26,1,0,1,136,0.981,6.8,1.8,2.1,6.8,3.25,1
Vidal Nuno III*,25,1,2,.333,2.25,5,3,2,0,0,0,20.0,16,5,5,2,6,0,9,1,0,0,82,1.100,7.2,0.9,2.7,4.1,1.50,1
Brett Marshall,23,0,0,,4.50,3,0,1,0,0,0,12.0,13,6,6,3,7,0,7,1,0,2,54,1.667,9.8,2.3,5.3,5.3,1.00,1
Matt Daley,31,1,0,1.000,0.00,7,0,4,0,0,0,6.0,2,0,0,0,0,0,8,1,0,0,21,0.333,3.0,0.0,0.0,12.0,,1
Dellin Betances,25,0,0,,10.80,6,0,3,0,0,0,5.0,9,6,6,1,2,0,10,0,0,0,26,2.200,16.2,1.8,3.6,18.0,5.00,1
Cesar Cabral*,24,0,0,,2.45,8,0,0,0,0,0,3.2,3,1,1,0,1,0,6,1,0,2,15,1.091,7.4,0.0,2.5,14.7,6.00,1
Cody Eppley,27,0,0,,21.60,2,0,1,0,0,0,1.2,4,4,4,0,0,0,1,0,0,2,8,2.400,21.6,0.0,0.0,5.4,,1
Jim Miller,31,0,0,,20.25,1,0,0,0,0,0,1.1,3,3,3,1,1,0,0,0,0,0,8,3.000,20.3,6.8,6.8,0.0,0.00,1
Chris Bootcheck,34,0,0,,9.00,1,0,1,0,0,0,1.0,2,1,1,0,2,0,1,0,0,0,7,4.000,18.0,0.0,18.0,9.0,0.50,1
Mike Zagurski*,30,0,0,,54.00,1,0,0,0,0,0,0.1,1,2,2,0,0,0,0,1,0,0,3,3.000,27.0,0.0,0.0,0.0,,1
Alberto Gonzalez,30,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0.000,0.0,0.0,0.0,0.0,,1
