Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
James Shields,31,13,9,.591,3.15,34,34,0,2,0,0,228.2,215,82,80,20,68,0,196,8,2,11,946,1.238,8.5,0.8,2.7,7.7,2.88,1
Jeremy Guthrie,34,15,12,.556,4.04,33,33,0,3,2,0,211.2,236,99,95,30,59,1,111,8,0,7,905,1.394,10.0,1.3,2.5,4.7,1.88,1
Ervin Santana,30,9,10,.474,3.24,32,32,0,0,0,0,211.0,190,85,76,26,51,3,161,6,0,6,859,1.142,8.1,1.1,2.2,6.9,3.16,1
Wade Davis,27,8,11,.421,5.32,31,24,2,0,0,0,135.1,169,89,80,15,58,2,114,4,0,7,618,1.677,11.2,1.0,3.9,7.6,1.97,1
Luis Mendoza,29,2,6,.250,5.36,22,15,4,0,0,0,94.0,106,60,56,10,43,0,54,3,1,10,419,1.585,10.1,1.0,4.1,5.2,1.26,1
Greg Holland,27,2,1,.667,1.21,68,0,61,0,0,47,67.0,40,11,9,3,18,1,103,0,0,2,255,0.866,5.4,0.4,2.4,13.8,5.72,1
Luke Hochevar,29,5,2,.714,1.92,58,0,22,0,0,2,70.1,41,15,15,8,17,1,82,1,0,2,262,0.825,5.2,1.0,2.2,10.5,4.82,1
Kelvin Herrera,23,5,7,.417,3.86,59,0,16,0,0,2,58.1,48,27,25,9,21,2,74,2,0,5,245,1.183,7.4,1.4,3.2,11.4,3.52,1
Tim Collins*,23,3,6,.333,3.54,66,0,8,0,0,0,53.1,49,26,21,3,28,1,52,0,0,0,233,1.444,8.3,0.5,4.7,8.8,1.86,1
Aaron Crow,26,7,5,.583,3.38,57,0,14,0,0,1,48.0,49,19,18,6,22,3,44,2,0,5,210,1.479,9.2,1.1,4.1,8.3,2.00,1
Bruce Chen*,36,9,4,.692,3.27,34,15,3,0,0,0,121.0,107,46,44,13,36,4,78,3,1,0,498,1.182,8.0,1.0,2.7,5.8,2.17,1
Will Smith*,23,2,1,.667,3.24,19,1,4,0,0,0,33.1,24,16,12,6,7,0,43,1,0,0,131,0.930,6.5,1.6,1.9,11.6,6.14,1
Louis Coleman,27,3,0,1.000,0.61,27,0,8,0,0,0,29.2,19,2,2,1,6,1,32,1,0,1,110,0.843,5.8,0.3,1.8,9.7,5.33,1
J.C. Gutierrez,29,0,1,.000,3.38,25,0,13,0,0,0,29.1,30,13,11,2,8,1,17,1,0,1,120,1.295,9.2,0.6,2.5,5.2,2.13,1
Danny Duffy*,24,2,0,1.000,1.85,5,5,0,0,0,0,24.1,19,5,5,0,14,0,22,1,0,2,104,1.356,7.0,0.0,5.2,8.1,1.57,1
Yordano Ventura,22,0,1,.000,3.52,3,3,0,0,0,0,15.1,13,6,6,3,6,0,11,0,0,1,64,1.239,7.6,1.8,3.5,6.5,1.83,1
Francisley Bueno*,32,1,0,1.000,0.00,7,0,0,0,0,0,8.1,4,0,0,0,2,1,5,0,0,0,31,0.720,4.3,0.0,2.2,5.4,2.50,1
Donnie Joseph*,25,0,0,,0.00,6,0,2,0,0,0,5.2,4,0,0,0,4,0,7,0,0,0,25,1.412,6.4,0.0,6.4,11.1,1.75,1
Chris Dwyer*,25,0,0,,0.00,2,0,0,0,0,0,3.0,2,0,0,0,1,0,2,0,0,0,11,1.000,6.0,0.0,3.0,6.0,2.00,1
Everett Teaford*,29,0,0,,0.00,1,0,0,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,3,1.500,13.5,0.0,0.0,0.0,,1
Jamey Carroll,39,0,0,,,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1
