Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Blake Bone*,22,78,302,257,40,56,19,1,7,36,6,2,37,50,.218,.318,.381,.699,98,7,2,3,3,0,0,2001,A,SEA
Jaime Bubela*,23,132,578,530,96,161,27,12,6,68,34,13,44,116,.304,.357,.434,.791,230,5,1,1,2,4,1,2001,A,SEA
Mark Carroll,22,84,317,257,34,59,10,0,1,27,2,4,45,63,.230,.362,.280,.642,72,5,10,2,3,0,0,2001,A,SEA
John Castellano,23,99,411,377,59,126,34,0,14,81,13,5,19,35,.334,.370,.536,.906,202,7,6,3,6,2,0,2001,A,SEA
Shin-Soo Choo*,18,3,15,13,1,6,0,0,0,3,2,0,1,3,.462,.533,.462,.995,6,0,1,0,0,0,1,2001,A,SEA
Antero Correa,23,15,56,49,6,10,1,1,0,5,2,1,5,11,.204,.304,.265,.569,13,1,2,0,0,0,0,2001,A,SEA
Jake Daubert*,22,97,395,351,43,90,19,0,4,52,4,3,33,74,.256,.327,.345,.671,121,3,5,3,3,0,0,2001,A,SEA
Ariel Durango#,22,87,340,307,48,88,10,4,4,31,32,11,25,71,.287,.348,.384,.733,118,6,4,4,0,1,0,2001,A,SEA
Joe Dusan*,23,119,430,378,49,88,19,1,7,52,4,3,41,100,.233,.305,.344,.649,130,6,2,1,8,0,0,2001,A,SEA
Dan Floyd,18,90,378,338,47,88,19,1,5,38,6,6,20,61,.260,.316,.367,.683,124,6,10,5,5,1,0,2001,A,SEA
Corey Freeman,21,37,125,106,14,16,4,0,1,10,3,6,8,24,.151,.240,.217,.457,23,2,5,4,2,0,0,2001,A,SEA
Sheldon Fulse#,19,80,297,255,38,56,16,5,2,17,21,3,31,73,.220,.319,.345,.664,88,3,7,2,2,0,0,2001,A,SEA
Derrick Gutierrez,22,10,40,34,5,9,2,0,1,6,1,1,4,8,.265,.375,.412,.787,14,0,2,0,0,0,0,2001,A,SEA
Ben Hudson,21,14,49,43,4,15,1,0,0,6,0,0,3,12,.349,.396,.372,.768,16,0,1,1,1,0,0,2001,A,SEA
Pedro Liriano,24,113,487,442,76,144,28,3,4,47,65,20,30,50,.326,.373,.430,.803,190,5,7,2,6,2,0,2001,A,SEA
Chuck Lopez*,24,49,215,194,24,58,7,7,4,29,9,5,10,19,.299,.340,.469,.809,91,2,4,3,4,0,0,2001,A,SEA
Guillermo Martinez#,21,58,191,184,24,44,6,2,1,23,2,2,4,47,.239,.258,.310,.568,57,6,1,1,1,0,0,2001,A,SEA
Tim Merritt,21,3,14,13,1,4,0,0,0,1,0,1,0,2,.308,.286,.308,.593,4,0,0,0,1,0,0,2001,A,SEA
Wilfredo Quintana,23,35,145,131,21,30,6,2,8,29,1,1,8,43,.229,.280,.489,.768,64,4,2,2,2,0,0,2001,A,SEA
Miguel Richardson,20,9,37,28,7,9,1,0,2,5,1,1,9,10,.321,.486,.571,1.058,16,0,0,0,0,0,0,2001,A,SEA
Joe Rodriguez,23,39,130,109,9,25,6,0,3,22,2,2,11,33,.229,.328,.367,.695,40,2,6,2,2,0,0,2001,A,SEA
Jamal Strong,22,51,231,184,41,65,12,1,0,19,35,4,40,27,.353,.478,.429,.908,79,2,5,1,1,2,1,2001,A,SEA
Miguel Villilo#,19,14,46,42,1,7,1,0,0,3,0,4,3,14,.167,.239,.190,.430,8,0,1,0,0,0,0,2001,A,SEA
