Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Rich Almanzar,23,42,172,151,27,46,7,0,2,16,13,7,18,19,.305,.382,.391,.773,59,0,1,2,0,0,0,1999,AA,CHC
Brent Bowers*,28,35,114,100,10,16,4,0,2,9,4,0,11,16,.160,.248,.260,.508,26,2,1,1,1,1,1,1999,AA,CHC
Tarrik Brock*,25,54,224,189,29,41,10,4,1,9,9,4,33,60,.217,.332,.328,.660,62,0,0,1,1,1,1,1999,AA,CHC
Roosevelt Brown*,23,34,141,125,12,37,12,0,3,12,6,1,14,29,.296,.376,.464,.840,58,1,2,0,0,1,1,1999,AA,CHC
Scott Downs*,23,13,15,10,1,1,0,0,0,0,0,0,3,5,.100,.308,.100,.408,1,0,0,2,0,0,1,1999,AA,CHC
Courtney Duncan*,24,11,7,5,1,1,0,0,0,0,0,0,2,3,.200,.429,.200,.629,1,0,0,0,0,0,1,1999,AA,CHC
Angelo Encarnacion,30,30,106,101,11,26,6,1,1,10,2,0,4,12,.257,.292,.366,.659,37,1,1,0,0,0,1,1999,AA,CHC
Franklin Font,21,25,107,96,14,33,2,1,1,17,4,4,8,14,.344,.396,.417,.813,40,0,1,1,1,1,0,1999,AA,CHC
Marty Gazarek,26,35,136,128,16,38,9,1,6,27,2,5,4,7,.297,.331,.523,.854,67,3,3,0,1,1,0,1999,AA,CHC
Chris Gissell,21,21,18,16,1,2,0,0,0,0,1,0,1,6,.125,.176,.125,.301,2,0,0,1,0,0,1,1999,AA,CHC
Geremi Gonzalez,24,3,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,1999,AA,CHC
Elvin Hernandez,21,29,31,23,2,2,0,0,0,2,0,0,2,3,.087,.160,.087,.247,2,0,0,6,0,0,0,1999,AA,CHC
Robin Jennings*,27,13,61,53,11,17,3,0,5,17,1,0,5,7,.321,.377,.660,1.037,35,2,1,0,2,0,1,1999,AA,CHC
Brad King,24,92,287,232,29,53,10,0,0,25,2,1,38,34,.228,.351,.272,.622,63,7,9,2,6,5,0,1999,AA,CHC
Brett King,26,54,189,142,27,31,6,0,3,13,7,6,39,49,.218,.396,.324,.720,46,0,4,2,2,1,0,1999,AA,CHC
David Manning,26,23,28,23,0,1,0,0,0,1,0,0,1,8,.043,.083,.043,.127,1,2,0,4,0,0,1,1999,AA,CHC
Nate Manning,25,13,31,27,0,6,2,0,0,5,1,0,2,8,.222,.323,.296,.619,8,0,2,0,0,0,0,1999,AA,CHC
Chad Meyers,23,64,274,238,45,69,19,2,3,29,22,8,26,40,.290,.383,.424,.808,101,6,10,0,0,0,1,1999,AA,CHC
Mike Meyers,21,5,6,5,0,0,0,0,0,1,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,0,1999,AA,CHC
Mike Micucci*,26,52,133,124,7,21,1,0,0,7,1,0,7,32,.169,.212,.177,.390,22,4,0,1,1,1,0,1999,AA,CHC
Jose Molina,24,14,39,35,2,6,3,0,0,5,0,0,2,14,.171,.211,.257,.468,9,1,0,1,1,0,1,1999,AA,CHC
Bry Nelson#,25,129,520,471,66,126,24,5,16,78,10,7,42,52,.268,.328,.442,.769,208,13,2,1,4,4,1,1999,AA,CHC
Eric Newman,26,58,7,6,0,2,0,0,0,0,0,0,1,1,.333,.429,.333,.762,2,0,0,0,0,0,0,1999,AA,CHC
Phil Norton,23,14,17,13,0,2,0,0,0,1,0,0,1,6,.154,.214,.154,.368,2,0,0,3,0,0,1,1999,AA,CHC
Enohel Polanco,24,116,386,354,44,85,21,5,3,30,12,8,20,89,.240,.286,.353,.639,125,9,4,5,3,2,0,1999,AA,CHC
