Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
James Beresford*,21,126,540,491,70,146,19,5,1,59,14,14,34,56,.297,.349,.363,.711,178,9,6,7,2,0,,1
Eliecer Cardenas,22,38,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Brian Dozier,23,39,170,151,24,42,7,1,0,17,6,1,16,16,.278,.347,.338,.685,51,3,0,3,0,0,,1
Mike Gonzales*,22,94,370,326,47,77,27,0,13,52,0,0,36,107,.236,.322,.439,.760,143,7,6,0,2,0,,0
J.J. Hardy,27,3,12,10,0,2,0,0,0,0,0,0,1,2,.200,.333,.200,.533,2,0,1,0,0,0,,1
Michael Harrington*,24,16,59,51,8,14,4,0,1,9,0,0,6,11,.275,.356,.412,.768,21,0,1,0,1,0,,0
Aaron Hicks#,20,115,518,423,86,118,27,6,8,49,21,11,88,112,.279,.401,.428,.829,181,4,0,4,3,2,,1
Anderson Hidalgo,21,81,315,282,38,89,25,1,3,28,3,9,24,50,.316,.375,.443,.818,125,3,4,3,2,0,,0
Steve Liddle*,22,116,493,435,63,110,18,0,15,70,14,4,50,80,.253,.332,.398,.730,173,8,3,2,3,0,,0
Wang Wei Lin*,22,99,335,280,49,66,7,1,1,27,11,3,39,57,.236,.342,.279,.620,78,0,6,10,0,1,,0
Yorby Martinez#,21,49,170,141,23,27,5,0,0,11,1,1,20,41,.191,.294,.227,.521,32,5,1,7,1,0,,0
Derek McCallum*,22,47,189,162,15,37,11,0,0,15,3,4,19,42,.228,.323,.296,.619,48,6,4,3,1,0,,0
Angel Morales,20,60,247,211,34,61,13,7,4,36,18,7,24,65,.289,.381,.474,.855,100,1,8,3,1,0,,0
Miguel Munoz,21,34,2,2,1,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,1,0,0,0,0,0,,0
Josmil Pinto,21,100,392,347,60,78,21,1,10,54,2,3,32,67,.225,.295,.378,.672,131,7,5,2,6,3,,1
Danny Rams,21,110,450,407,52,99,28,4,16,68,1,0,31,145,.243,.310,.450,.759,183,14,9,1,2,0,,0
Lance Ray*,20,47,199,165,30,46,14,0,3,28,4,4,28,28,.279,.377,.418,.795,69,3,1,0,5,2,,0
Danny Santana#,19,40,144,130,14,31,4,3,0,11,10,4,7,40,.238,.289,.315,.604,41,2,3,2,2,0,,1
Tobias Streich,22,40,142,121,10,15,4,1,0,4,1,1,18,44,.124,.246,.174,.420,21,2,2,0,1,0,,0
Reggie Williams*,21,106,407,360,39,85,19,4,6,53,7,14,31,76,.236,.302,.361,.663,130,7,4,9,3,1,,0
20 Players,21.2,136,5155,4496,663,1144,253,34,81,591,116,80,504,1041,.254,.336,.380,.716,1708,81,64,56,35,9,,0
