Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Inocencio Acevedo,24,59,200,185,28,44,5,1,2,13,11,3,9,36,.238,.278,.308,.586,57,1,2,2,2,0,,0
Rick Angell,25,98,312,272,42,63,12,1,2,29,10,5,29,69,.232,.304,.305,.609,83,3,1,6,4,0,,0
Jason Botts#,21,116,493,401,67,102,22,5,9,54,7,2,75,99,.254,.387,.401,.789,161,4,14,0,3,3,,1
Jason Bourgeois,20,9,30,27,5,5,1,0,0,4,1,1,2,4,.185,.233,.222,.456,6,0,0,0,1,0,,1
Patrick Boyd#,23,4,13,12,0,3,1,0,0,3,0,1,1,3,.250,.308,.333,.641,4,0,0,0,0,0,,0
Jason Bryan,20,2,3,3,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,0,0,0,,0
Jason Dill*,23,83,298,271,32,72,17,3,2,38,2,1,24,49,.266,.327,.373,.699,101,8,1,1,1,1,,0
Carl Everett#,31,1,4,4,1,2,0,1,0,1,0,0,0,1,.500,.500,1.000,1.500,4,0,0,0,0,0,,1
Matt Gajewski#,24,9,36,28,3,5,0,1,0,1,0,0,7,10,.179,.361,.250,.611,7,2,1,0,0,0,,0
Douglas Garcia*,23,50,201,189,25,55,12,3,5,33,4,1,10,31,.291,.333,.466,.799,88,5,2,0,0,1,,0
Chris Jaile,21,76,274,238,19,42,4,2,0,16,0,0,27,50,.176,.259,.210,.469,50,6,0,8,1,1,,0
Jeremy Jones,24,1,4,4,0,1,0,0,0,1,0,0,0,1,.250,.250,.250,.500,1,0,0,0,0,0,,0
Cole Liniak,25,33,131,116,13,32,3,0,2,19,4,1,9,15,.276,.338,.353,.692,41,6,3,1,2,0,,1
Ty Martin#,24,115,463,375,61,102,20,4,16,60,7,4,70,70,.272,.394,.475,.869,178,3,9,4,5,1,,0
Jason Moore#,24,5,21,20,2,3,2,0,0,1,0,0,1,2,.150,.190,.250,.440,5,0,0,0,0,0,,0
Jose Morban#,22,126,547,485,75,126,27,12,8,66,21,9,46,111,.260,.326,.414,.740,201,2,3,10,3,1,,1
Ramon Nivar,22,114,521,472,98,144,21,8,3,41,39,15,32,44,.305,.353,.403,.755,190,15,6,5,6,4,,1
Laynce Nix*,21,137,599,512,86,146,27,3,21,110,17,1,72,105,.285,.374,.473,.847,242,9,6,0,9,8,,1
Reinaldo Olivari,21,4,12,8,1,0,0,0,0,0,0,0,3,0,.000,.333,.000,.333,0,0,1,0,0,0,,0
Branden Pack#,23,13,39,37,4,8,3,0,1,9,0,0,1,9,.216,.231,.378,.609,14,1,0,0,1,0,,0
Ivan Rodriguez,30,3,9,9,1,3,0,0,0,0,0,0,0,3,.333,.333,.333,.667,3,0,0,0,0,0,,1
Zack Roper,24,6,27,24,1,6,0,0,0,2,0,0,2,7,.250,.333,.250,.583,6,1,1,0,0,0,,0
Juan Silvestre,26,1,5,4,1,0,0,0,0,1,0,0,1,1,.000,.200,.000,.200,0,0,0,0,0,0,,0
Ryan Soules*,26,52,215,174,26,39,9,1,5,30,2,1,35,42,.224,.355,.374,.729,65,4,2,1,3,0,,0
Mark Teixeira#,22,38,175,150,32,48,10,2,9,41,2,0,21,24,.320,.411,.593,1.005,89,4,3,0,1,2,,1
Frederick Torres,22,58,197,183,23,44,11,0,5,22,0,0,11,43,.240,.282,.383,.665,70,4,0,2,1,0,,0
Vic Valencia,25,80,304,256,37,62,13,1,8,33,0,0,42,68,.242,.350,.395,.744,101,11,2,1,3,0,,0
Roberto Vaz*,27,2,5,4,1,1,1,0,0,1,0,0,1,0,.250,.400,.500,.900,2,0,0,0,0,0,,0
Corey Wright*,22,56,216,183,25,35,6,2,2,16,4,0,23,52,.191,.294,.279,.573,51,5,4,5,1,0,,0
29 Players,22.7,140,5354,4646,709,1193,227,50,100,645,131,45,554,952,.257,.341,.392,.732,1820,94,61,46,47,22,,0
