Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Todd Blackford,24,1,3,.250,6.84,17,0,7,0,0,0,26.1,36,25,20,2,17,0,13,3,0,5,131,2.013,12.3,0.7,5.8,4.4,0.76,0,2009,AA,CHC
David Cales,21,3,0,1.000,5.40,16,0,6,0,0,2,25.0,29,16,15,2,11,0,21,1,0,1,110,1.600,10.4,0.7,4.0,7.6,1.91,0,2009,AA,CHC
Chris Carpenter,23,0,3,.000,4.78,7,7,0,0,0,0,32.0,30,20,17,0,11,0,25,4,0,2,138,1.281,8.4,0.0,3.1,7.0,2.27,1,2009,AA,CHC
Marco Carrillo,22,4,1,.800,4.21,31,0,8,0,0,0,51.1,51,27,24,6,29,1,46,4,1,2,235,1.558,8.9,1.1,5.1,8.1,1.59,0,2009,AA,CHC
Andrew Cashner,22,3,4,.429,3.39,12,12,0,0,0,0,58.1,45,30,22,0,27,0,41,2,0,1,248,1.234,6.9,0.0,4.2,6.3,1.52,1,2009,AA,CHC
Hung Wen Chen,23,8,11,.421,4.48,27,27,0,0,0,0,142.2,166,81,71,13,32,2,98,6,0,2,611,1.388,10.5,0.8,2.0,6.2,3.06,0,2009,AA,CHC
Casey Coleman,21,14,6,.700,3.68,27,27,0,1,0,0,149.0,142,63,61,8,58,0,84,5,1,2,633,1.342,8.6,0.5,3.5,5.1,1.45,1,2009,AA,CHC
Jesse Estrada,25,0,1,.000,9.64,3,2,0,0,0,0,9.1,19,13,10,3,2,0,5,2,0,1,48,2.250,18.3,2.9,1.9,4.8,2.50,0,2009,AA,CHC
John Gaub*,24,3,1,.750,2.83,26,0,9,0,0,4,28.2,19,12,9,3,17,0,40,1,0,2,122,1.256,6.0,0.9,5.3,12.6,2.35,1,2009,AA,CHC
Jay Jackson,21,5,5,.500,3.70,16,16,0,1,1,0,82.2,73,35,34,7,39,2,77,1,1,2,354,1.355,7.9,0.8,4.2,8.4,1.97,1,2009,AA,CHC
Blake Lalli,26,0,1,.000,6.00,4,0,3,0,0,0,3.0,5,3,2,0,2,1,3,0,0,0,17,2.333,15.0,0.0,6.0,9.0,1.50,1,2009,AA,CHC
Casey Lambert*,23,6,5,.545,3.95,24,13,2,0,0,0,82.0,91,45,36,6,25,0,43,2,0,2,349,1.415,10.0,0.7,2.7,4.7,1.72,0,2009,AA,CHC
Alex Maestri,24,4,2,.667,3.69,54,0,14,0,0,3,85.1,71,36,35,8,52,1,73,9,1,15,370,1.441,7.5,0.8,5.5,7.7,1.40,0,2009,AA,CHC
Marcos Mateo,25,3,6,.333,4.07,34,14,0,0,0,0,97.1,97,47,44,9,43,0,70,10,1,1,435,1.438,9.0,0.8,4.0,6.5,1.63,1,2009,AA,CHC
Jake Muyco,24,3,3,.500,4.19,34,0,13,0,0,1,43.0,56,20,20,8,17,1,25,1,0,1,192,1.698,11.7,1.7,3.6,5.2,1.47,0,2009,AA,CHC
Jeremy Papelbon*,26,6,5,.545,3.38,31,14,4,0,0,0,104.0,115,43,39,9,26,0,77,3,1,2,445,1.356,10.0,0.8,2.3,6.7,2.96,0,2009,AA,CHC
Blake Parker,24,0,0,,1.46,10,0,8,0,0,3,12.1,8,2,2,0,8,0,19,0,0,1,50,1.297,5.8,0.0,5.8,13.9,2.38,1,2009,AA,CHC
David Patton,25,0,1,.000,3.52,3,3,0,0,0,0,7.2,7,6,3,1,1,0,6,0,0,0,33,1.043,8.2,1.2,1.2,7.0,6.00,1,2009,AA,CHC
Vince Perkins,27,1,0,1.000,0.00,8,0,2,0,0,2,11.1,6,1,0,0,7,0,10,0,0,1,44,1.147,4.8,0.0,5.6,7.9,1.43,0,2009,AA,CHC
Jayson Ruhlman*,24,2,1,.667,3.83,47,0,12,0,0,4,49.1,42,22,21,4,24,0,37,5,0,1,217,1.338,7.7,0.7,4.4,6.8,1.54,0,2009,AA,CHC
James Russell*,23,2,3,.400,5.11,11,5,0,0,0,0,37.0,45,24,21,5,9,0,26,1,0,3,161,1.459,10.9,1.2,2.2,6.3,2.89,1,2009,AA,CHC
Dustin Sasser*,23,2,0,1.000,1.65,12,0,3,0,0,0,16.1,13,3,3,0,10,1,10,3,0,1,71,1.408,7.2,0.0,5.5,5.5,1.00,0,2009,AA,CHC
Brian Schlitter,23,1,7,.125,4.38,59,0,47,0,0,22,61.2,62,36,30,8,24,3,51,1,0,2,267,1.395,9.0,1.2,3.5,7.4,2.13,1,2009,AA,CHC
