Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Mike Adams,30,1,0,1.000,2.25,4,1,0,0,0,0,4.0,3,1,1,1,2,0,6,0,0,0,16,1.250,6.8,2.3,4.5,13.5,3.00,1
Cha-Seung Baek,29,0,1,.000,10.29,2,2,0,0,0,0,7.0,15,12,8,2,2,0,3,0,0,0,39,2.429,19.3,2.6,2.6,3.9,1.50,1
Philip Barzilla*,30,0,1,.000,9.82,4,0,1,0,0,0,3.2,5,5,4,0,7,0,3,0,0,0,22,3.273,12.3,0.0,17.2,7.4,0.43,1
Chris Britton,26,1,1,.500,10.80,10,0,4,0,0,0,15.0,28,18,18,3,4,2,5,0,1,1,74,2.133,16.8,1.8,2.4,3.0,1.25,1
Matt Buschmann,25,2,1,.667,4.39,16,3,0,0,0,0,41.0,42,23,20,4,10,0,28,0,0,2,170,1.268,9.2,0.9,2.2,6.1,2.80,1
Cesar Carrillo,25,8,4,.667,4.24,20,20,0,0,0,0,121.0,115,61,57,10,37,0,57,9,2,4,501,1.256,8.6,0.7,2.8,4.2,1.54,1
Anthony Contreras,25,1,0,1.000,5.40,5,0,5,0,0,0,5.0,6,3,3,0,3,0,2,0,0,0,24,1.800,10.8,0.0,5.4,3.6,0.67,0
Craig Cooper*,24,0,0,,27.00,1,0,1,0,0,0,1.0,2,3,3,0,2,0,1,1,0,0,7,4.000,18.0,0.0,18.0,9.0,0.50,0
Nathan Culp*,24,8,9,.471,4.21,28,28,0,0,0,0,158.1,172,83,74,14,29,0,68,1,0,1,659,1.269,9.8,0.8,1.6,3.9,2.34,0
Gabe DeHoyos,29,0,3,.000,2.45,19,0,5,0,0,0,25.2,27,9,7,1,9,1,23,0,0,0,110,1.403,9.5,0.4,3.2,8.1,2.56,0
Mike DeMark,26,2,3,.400,3.15,57,0,12,0,0,1,60.0,53,29,21,2,33,1,55,1,0,4,267,1.433,8.0,0.3,5.0,8.3,1.67,0
Stephen Faris,25,4,11,.267,4.54,38,16,4,1,0,0,115.0,134,74,58,9,38,1,63,2,1,7,510,1.496,10.5,0.7,3.0,4.9,1.66,0
Ernesto Frieri,23,10,9,.526,3.59,27,26,0,0,0,0,140.1,125,61,56,13,62,1,118,4,0,6,602,1.333,8.0,0.8,4.0,7.6,1.90,1
Steve Garrison*,22,1,0,1.000,9.00,2,2,0,0,0,0,6.0,9,6,6,2,1,0,3,0,0,0,26,1.667,13.5,3.0,1.5,4.5,3.00,1
Brandon Gomes,24,4,1,.800,2.63,65,0,22,0,0,3,72.0,54,27,21,4,28,2,100,2,0,5,294,1.139,6.8,0.5,3.5,12.5,3.57,1
Carlos Guevara,27,0,0,,2.27,31,0,5,0,0,0,39.2,33,13,10,2,16,0,33,1,0,7,165,1.235,7.5,0.5,3.6,7.5,2.06,1
Zach Herr*,22,0,1,.000,16.20,3,0,1,0,0,0,3.1,8,6,6,1,3,0,3,1,0,0,22,3.300,21.6,2.7,8.1,8.1,1.00,0
John Hudgins,27,1,3,.250,2.97,27,0,6,0,0,1,33.1,19,14,11,0,20,1,29,3,0,2,141,1.170,5.1,0.0,5.4,7.8,1.45,0
Will Inman,22,6,5,.545,3.40,15,15,0,0,0,0,87.1,71,36,33,5,20,0,59,8,0,3,362,1.042,7.3,0.5,2.1,6.1,2.95,0
Neil Jamison,25,0,0,,9.00,7,0,2,0,0,0,6.0,11,6,6,0,0,0,1,1,0,0,30,1.833,16.5,0.0,0.0,1.5,,0
Corey Kluber,23,2,4,.333,4.60,9,9,0,0,0,0,45.0,45,25,23,5,34,0,35,2,1,1,210,1.756,9.0,1.0,6.8,7.0,1.03,1
Mat Latos,21,5,1,.833,1.91,9,9,0,0,0,0,47.0,32,11,10,0,9,0,46,1,0,1,181,0.872,6.1,0.0,1.7,8.8,5.11,1
Cory Luebke*,24,3,2,.600,3.70,9,9,0,0,0,0,41.1,38,21,17,3,15,0,32,2,0,2,179,1.282,8.3,0.7,3.3,7.0,2.13,1
Derek McDaid,25,0,2,.000,7.45,16,0,1,0,0,0,19.1,33,19,16,4,8,0,17,2,0,4,100,2.121,15.4,1.9,3.7,7.9,2.13,0
Scott Rice*,27,1,4,.200,7.36,25,0,6,0,0,0,29.1,33,26,24,1,22,2,21,3,0,2,144,1.875,10.1,0.3,6.8,6.4,0.95,1
Evan Scribner,23,8,4,.667,3.07,58,0,51,0,0,21,70.1,60,27,24,4,20,3,77,0,0,2,294,1.137,7.7,0.5,2.6,9.9,3.85,1
Tim Stauffer,27,1,0,1.000,1.89,12,0,5,0,0,1,19.0,13,5,4,1,4,0,12,0,0,0,75,0.895,6.2,0.5,1.9,5.7,3.00,1
Rolando Valdez,23,1,0,1.000,5.01,17,0,8,0,0,0,32.1,39,18,18,5,12,0,28,1,0,2,146,1.577,10.9,1.4,3.3,7.8,2.33,0
