Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Ramon Aguero,24,0,2,.000,2.84,8,0,8,0,0,4,12.2,8,4,4,0,6,1,13,1,0,1,52,1.105,5.7,0.0,4.3,9.2,2.17,0
Tim Alderson,20,3,1,.750,4.66,7,7,0,0,0,0,38.2,39,23,20,4,13,1,18,0,0,2,166,1.345,9.1,0.9,3.0,4.2,1.38,0
Kyle Bloom*,26,6,9,.400,4.05,22,21,0,0,0,0,104.1,92,60,47,3,57,0,71,6,0,4,459,1.428,7.9,0.3,4.9,6.1,1.25,0
Christian Castorri,25,1,1,.500,17.36,5,0,2,0,0,0,4.2,12,10,9,1,3,0,3,1,0,1,30,3.214,23.1,1.9,5.8,5.8,1.00,0
Ray Chang,25,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,0.000,0.0,0.0,0.0,0.0,,0
Brad Corley,25,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,1,0,0,0,4,1.000,0.0,0.0,9.0,9.0,1.00,0
Michael Crotta,24,7,8,.467,4.76,27,27,0,0,0,0,143.2,181,90,76,7,33,1,97,6,0,6,647,1.490,11.3,0.4,2.1,6.1,2.94,1
Michael Dubee,23,3,0,1.000,2.91,26,0,5,0,0,1,34.0,39,21,11,5,10,0,28,2,0,6,156,1.441,10.3,1.3,2.6,7.4,2.80,0
Phil Dumatrait*,27,0,1,.000,11.25,1,1,0,0,0,0,4.0,9,5,5,0,0,0,4,1,0,0,21,2.250,20.3,0.0,0.0,9.0,,1
Corey Hamman*,29,0,3,.000,3.68,29,0,6,0,0,1,29.1,28,15,12,1,8,0,21,2,0,0,121,1.227,8.6,0.3,2.5,6.4,2.63,0
Derek Hankins,25,3,4,.429,4.42,19,9,1,0,0,1,71.1,70,40,35,6,26,0,66,4,0,6,316,1.346,8.8,0.8,3.3,8.3,2.54,0
Yoslán Herrera,28,11,1,.917,3.23,23,15,0,0,0,0,97.2,98,39,35,5,33,0,65,4,2,1,412,1.341,9.0,0.5,3.0,6.0,1.97,1
Tyler Herron,22,0,2,.000,4.50,8,4,1,0,0,0,26.0,30,13,13,1,15,0,18,0,1,0,118,1.731,10.4,0.3,5.2,6.2,1.20,0
Josh Hill,26,0,1,.000,5.45,22,0,10,0,0,0,34.2,41,24,21,4,11,0,21,2,0,1,156,1.500,10.6,1.0,2.9,5.5,1.91,0
Lincoln Holdzkom,27,0,1,.000,0.00,14,0,2,0,0,0,17.0,15,7,0,1,10,0,10,3,0,3,73,1.471,7.9,0.5,5.3,5.3,1.00,0
Jared Hughes,23,1,6,.143,3.88,17,7,4,0,0,3,46.1,55,31,20,1,16,0,36,4,0,7,209,1.532,10.7,0.2,3.1,7.0,2.25,1
Eric Krebs,24,2,4,.333,4.86,10,0,4,0,0,0,16.2,11,12,9,1,17,0,15,3,1,3,77,1.680,5.9,0.5,9.2,8.1,0.88,0
Brad Lincoln,24,1,5,.167,2.28,13,13,0,1,1,0,75.0,63,22,19,4,18,0,65,2,0,3,298,1.080,7.6,0.5,2.2,7.8,3.61,1
Jean Machi,27,2,3,.400,2.08,28,0,22,0,0,6,34.2,28,12,8,2,13,2,25,0,0,5,142,1.183,7.3,0.5,3.4,6.5,1.92,1
Juan Mateo,26,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,4,1.000,9.0,0.0,0.0,9.0,,1
Dustin Molleken,24,1,1,.500,4.62,18,0,7,0,0,1,37.0,37,21,19,5,16,1,26,0,0,2,164,1.432,9.0,1.2,3.9,6.3,1.63,1
Daniel Moskos*,23,11,10,.524,3.74,27,25,0,1,0,0,149.0,159,75,62,11,58,1,77,6,1,6,643,1.456,9.6,0.7,3.5,4.7,1.33,1
Scott Nestor,24,2,3,.400,5.31,33,0,25,0,0,10,42.1,35,26,25,7,29,0,47,7,1,7,194,1.512,7.4,1.5,6.2,10.0,1.62,0
Randy Newsom,27,2,1,.667,17.36,5,0,0,0,0,0,4.2,8,9,9,1,6,0,2,2,0,0,28,3.000,15.4,1.9,11.6,3.9,0.33,0
Shawn Nottingham*,24,0,1,.000,8.37,26,0,12,0,0,0,23.2,34,22,22,1,19,1,22,2,0,2,125,2.239,12.9,0.4,7.2,8.4,1.16,0
Moises Robles,25,1,0,1.000,6.48,6,0,3,0,0,0,8.1,12,6,6,3,2,0,7,1,0,0,39,1.680,13.0,3.2,2.2,7.6,3.50,0
Sean Smith,25,3,3,.500,2.95,22,3,10,1,1,7,61.0,48,23,20,4,23,0,53,3,1,1,250,1.164,7.1,0.6,3.4,7.8,2.30,0
Jeff Sues,26,2,6,.250,4.46,40,0,14,0,0,2,78.2,66,43,39,7,37,1,74,2,0,6,339,1.309,7.6,0.8,4.2,8.5,2.00,0
Donnie Veal*,24,0,0,,1.35,7,5,0,0,0,0,13.1,5,2,2,0,10,0,18,1,0,1,55,1.125,3.4,0.0,6.8,12.2,1.80,1
Tony Watson*,24,0,3,.000,8.22,5,5,0,0,0,0,15.1,22,18,14,2,11,0,14,0,0,0,78,2.152,12.9,1.2,6.5,8.2,1.27,1
