Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Wilson Amador,20,52,186,174,26,47,8,2,1,20,20,6,8,43,.270,.308,.356,.664,62,4,2,1,1,0,0,2017,Rookie,HOU
Reiny Beltre,20,36,136,120,9,25,3,0,1,7,0,0,11,19,.208,.289,.258,.547,31,7,3,1,1,0,0,2017,Rookie,HOU
Jose Benjamin,21,29,108,100,13,23,2,2,0,10,1,0,3,15,.230,.255,.290,.545,29,4,1,2,2,0,0,2017,Rookie,HOU
Cody Bohanek,21,47,197,163,28,39,7,0,3,16,4,3,16,40,.239,.357,.337,.695,55,0,15,1,2,0,0,2017,Rookie,HOU
Oscar Campos,20,31,118,110,9,23,6,0,1,10,1,1,4,9,.209,.233,.291,.524,32,3,0,2,2,0,0,2017,Rookie,HOU
Ruben Castro*,20,21,85,76,11,21,2,1,1,16,1,2,6,11,.276,.345,.368,.714,28,3,2,1,0,0,0,2017,Rookie,HOU
Gilberto Celestino,18,59,261,235,38,63,10,2,4,24,10,2,22,59,.268,.331,.379,.709,89,6,1,1,2,0,1,2017,Rookie,HOU
Frankeny Fernandez,20,46,178,154,25,37,7,0,1,21,4,4,21,34,.240,.337,.305,.642,47,2,2,0,1,1,0,2017,Rookie,HOU
Martin Figueroa#,21,21,79,66,7,18,2,0,1,6,0,1,12,12,.273,.392,.348,.741,23,0,1,0,0,0,0,2017,Rookie,HOU
Roman Garcia,21,48,194,173,28,48,8,1,7,29,1,3,14,48,.277,.342,.457,.799,79,2,4,1,2,0,0,2017,Rookie,HOU
Carlos Machado,19,8,31,29,3,10,2,0,0,3,1,0,1,5,.345,.387,.414,.801,12,1,1,0,0,0,0,2017,Rookie,HOU
Patrick Mathis*,21,46,187,164,25,39,7,0,3,19,2,2,18,53,.238,.321,.335,.656,55,2,3,0,2,1,0,2017,Rookie,HOU
Joan Mauricio*,20,45,160,132,16,24,0,0,1,16,0,4,23,28,.182,.306,.205,.510,27,3,1,3,1,0,0,2017,Rookie,HOU
Chas McCormick,22,8,34,30,7,15,3,0,0,4,4,1,4,2,.500,.559,.600,1.159,18,0,0,0,0,0,1,2017,Rookie,HOU
Vicente Mota,23,3,14,12,3,3,1,0,0,1,0,1,2,4,.250,.357,.333,.690,4,0,0,0,0,0,0,2017,Rookie,HOU
Juan Pineda,19,14,62,56,10,16,1,0,1,8,1,1,3,9,.286,.344,.357,.701,20,2,2,1,0,0,0,2017,Rookie,HOU
Reid Russell,21,18,63,51,4,7,2,0,0,4,0,0,8,23,.137,.302,.176,.478,9,0,4,0,0,0,0,2017,Rookie,HOU
Colton Shaver,21,17,72,56,16,14,1,0,6,15,0,0,12,20,.250,.403,.589,.992,33,2,3,0,1,0,0,2017,Rookie,HOU
Adrian Tovalin,21,18,73,65,11,17,1,0,4,11,0,0,8,15,.262,.342,.462,.804,30,1,0,0,0,1,0,2017,Rookie,HOU
Enmanuel Valdez*,18,3,15,12,2,1,0,0,0,0,0,0,3,5,.083,.267,.083,.350,1,0,0,0,0,0,0,2017,Rookie,HOU
Brody Westmoreland,21,55,227,199,31,46,10,0,8,33,1,0,22,70,.231,.313,.402,.715,80,5,3,0,3,0,0,2017,Rookie,HOU
