Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Ricardo Andujar*,24,82,267,236,39,59,13,2,2,20,5,4,16,54,.250,.315,.347,.663,82,1,7,7,1,0,,0
Armando Araiza,24,71,270,240,28,57,11,0,9,41,1,0,25,72,.238,.316,.396,.712,95,3,3,1,1,0,,0
Branden Becker*,20,2,6,6,0,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,1,0,0,0,0,0,,0
Chris Clare,22,42,152,127,19,33,2,0,2,9,3,1,19,26,.260,.364,.323,.687,41,1,3,1,2,1,,0
Garrett Copeland#,22,1,4,4,1,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Chris Davis*,31,1,5,4,1,1,1,0,0,0,0,0,1,2,.250,.400,.500,.900,2,0,0,0,0,0,,1
Glynn Davis,25,64,255,230,31,61,16,2,3,31,8,3,16,55,.265,.306,.391,.697,90,3,0,3,6,0,,0
Daniel Fajardo,22,4,13,13,0,2,0,0,0,0,0,0,0,4,.154,.154,.154,.308,2,3,0,0,0,0,,0
Ryan Flaherty*,30,4,19,13,2,2,0,0,0,0,0,0,5,3,.154,.421,.154,.575,2,2,1,0,0,0,,1
Randolph Gassaway,22,114,462,431,48,114,19,1,5,58,3,3,23,82,.265,.303,.348,.651,150,15,3,0,5,1,,0
Jay Gonzalez*,25,51,218,185,28,49,9,2,0,11,18,6,30,51,.265,.367,.335,.703,62,6,0,3,0,0,,0
Josh Hart*,22,25,88,80,9,21,9,0,1,7,2,1,6,24,.263,.330,.413,.742,33,1,2,0,0,0,,0
Austin Hays,21,64,280,262,42,86,15,3,16,41,4,6,12,40,.328,.364,.592,.956,155,5,4,0,2,0,,1
Shane Hoelscher,25,87,347,314,39,78,15,0,6,39,2,3,27,66,.248,.309,.354,.663,111,9,2,1,3,0,,0
Markel Jones#,22,5,11,9,0,0,0,0,0,0,0,0,2,5,.000,.182,.000,.182,0,0,0,0,0,0,,0
Steve Laurino,24,49,170,153,12,29,5,0,3,17,0,1,12,48,.190,.256,.281,.537,43,9,2,2,1,0,,0
Stuart Levy,24,39,142,122,14,30,11,0,2,19,2,2,15,27,.246,.343,.385,.728,47,0,3,2,0,0,,0
Yermin Mercedes,24,98,378,336,48,92,17,0,15,55,4,3,33,59,.274,.341,.458,.800,154,8,4,0,5,0,,1
Ryan Mountcastle,20,88,379,360,63,113,35,1,15,47,8,2,14,61,.314,.343,.542,.885,195,9,3,0,2,2,,1
Alex Murphy,22,90,349,306,41,73,21,0,11,38,2,1,36,85,.239,.332,.415,.747,127,10,7,0,0,0,,0
Brallan Perez,21,19,67,57,13,21,2,1,1,4,1,1,7,2,.368,.455,.491,.946,28,4,2,1,0,0,,0
Jomar Reyes,20,50,193,182,28,55,10,1,4,21,1,0,8,31,.302,.333,.434,.767,79,8,1,1,1,2,,0
Ademar Rifaela*,22,126,508,450,73,128,23,1,24,78,7,5,41,124,.284,.358,.500,.858,225,11,12,2,3,4,,0
Jake Ring*,22,3,10,8,1,1,0,0,1,2,1,0,1,1,.125,.300,.500,.800,4,1,1,0,0,0,,0
Anthony Santander#,22,1,5,5,0,2,0,0,0,0,0,0,0,1,.400,.400,.400,.800,2,0,0,0,0,0,,1
Drew Turbin*,24,80,249,216,24,41,5,1,4,18,1,0,21,59,.190,.289,.278,.566,60,5,9,3,0,0,,0
Stevie Wilkerson#,25,41,180,155,29,50,10,0,2,15,2,3,19,40,.323,.407,.426,.833,66,2,3,3,0,0,,1
27 Players,22.9,139,5027,4504,633,1199,249,15,126,571,75,45,389,1025,.266,.332,.412,.744,1856,116,72,30,32,10,,0
