Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Ryan Adams,27,44,137,125,21,39,12,0,1,10,0,1,9,26,.312,.372,.432,.804,54,3,3,0,0,0,,1
Erisbel Arruebarrena,24,25,105,96,10,20,4,1,1,6,0,0,4,31,.208,.252,.302,.555,29,0,2,2,1,0,,1
Aaron Bates,30,11,21,17,1,3,2,0,0,0,0,0,4,4,.176,.333,.294,.627,5,0,0,0,0,0,,1
J.C. Boscan,34,52,147,131,11,22,6,0,1,7,1,0,15,32,.168,.259,.237,.495,31,9,1,0,0,1,,1
Tyson Brummett,29,15,17,14,2,2,0,0,0,0,0,0,0,7,.143,.143,.143,.286,2,0,0,3,0,0,,1
Freddie Cabrera,24,12,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,0,0,0,,0
Brian Cavazos-Galvez,27,64,203,194,16,44,12,1,2,20,4,2,8,32,.227,.261,.330,.591,64,3,1,0,0,1,,0
Bobby Coyle*,25,47,152,142,17,41,9,1,5,20,0,0,6,23,.289,.311,.472,.783,67,4,0,1,3,1,,0
Noel Cuevas,22,131,471,425,50,98,12,9,7,44,6,3,31,92,.231,.285,.351,.636,149,10,2,12,1,1,,1
O'Koyea Dickson,24,126,520,461,71,124,36,3,17,73,5,6,38,67,.269,.340,.471,.810,217,7,14,2,5,2,,1
Eric Eadington,26,5,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Carlos Frias,24,5,6,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,1,0,0,,1
Jon Garcia,22,9,33,28,3,2,0,1,0,0,0,0,5,6,.071,.212,.143,.355,4,1,0,0,0,0,,0
Juan Gonzalez,24,54,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Garrett Gould,22,17,14,12,2,2,2,0,0,3,0,0,1,6,.167,.231,.333,.564,4,1,0,1,0,0,,0
Casio Grider,26,51,144,128,17,25,1,1,3,10,9,3,12,49,.195,.280,.289,.569,37,1,3,1,0,1,,0
Jeremy Hazelbaker*,26,87,307,271,31,68,9,8,4,33,15,7,30,70,.251,.326,.387,.713,105,5,0,6,0,2,,1
Walter Ibarra#,26,7,29,27,3,6,2,0,0,5,0,1,2,7,.222,.276,.296,.572,8,1,0,0,0,0,,0
Jeremy Kehrt,28,5,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Clayton Kershaw*,26,1,2,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,1,0,0,,1
Alex Liddi,25,36,133,116,16,25,4,2,2,22,2,2,13,47,.216,.303,.336,.639,39,2,2,1,1,0,,1
Jarret Martin*,24,46,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,1,0,0,0,0,0,,0
Osvaldo Martinez,26,33,122,108,10,19,2,1,2,11,1,0,9,20,.176,.242,.269,.510,29,1,1,2,2,0,,1
Daniel Mayora,28,131,552,493,69,149,27,4,9,75,6,4,43,63,.302,.356,.428,.784,211,19,4,2,10,0,,0
Hector Nelo,27,21,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,,0
Juan Noriega,23,39,4,3,0,0,0,0,0,1,0,0,1,2,.000,.250,.000,.250,0,0,0,0,0,0,,0
Chris O'Brien#,24,116,407,354,33,94,32,4,7,53,3,0,41,66,.266,.341,.438,.779,155,4,3,2,7,3,,0
Faustino Oguisten,23,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Josh Ravin,26,12,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,1
Chris Reed*,24,24,35,30,1,7,0,0,0,0,0,0,2,8,.233,.281,.233,.515,7,0,0,3,0,0,,1
Alberto Rosario,27,25,50,47,3,13,1,0,1,7,0,0,3,15,.277,.320,.362,.682,17,1,0,0,0,0,,1
Angel Sanchez,30,54,201,183,19,46,6,2,2,16,0,0,12,27,.251,.296,.339,.635,62,8,1,2,3,2,,1
Raydel Sanchez,24,16,15,14,1,3,1,0,0,0,0,0,0,7,.214,.214,.286,.500,4,0,0,1,0,0,,0
Andres Santiago,24,26,28,25,2,3,2,0,0,0,0,0,1,11,.120,.185,.200,.385,5,0,1,1,0,0,,0
Scott Schebler*,23,135,560,489,82,137,23,14,28,73,10,4,45,110,.280,.365,.556,.921,272,8,22,1,3,4,,1
Corey Seager*,20,38,161,148,28,51,16,3,2,27,1,1,10,39,.345,.381,.534,.915,79,6,0,1,2,0,,1
Matt Shelton,25,27,16,13,1,1,0,0,0,0,0,0,1,4,.077,.143,.077,.220,1,0,0,2,0,0,,0
Blake Smith*,26,26,3,2,0,0,0,0,0,0,0,0,1,2,.000,.333,.000,.333,0,0,0,0,0,0,,1
Steve Smith,28,8,9,5,0,0,0,0,0,0,0,0,2,3,.000,.286,.000,.286,0,0,0,2,0,0,,0
Angelo Songco*,25,3,13,12,0,0,0,0,0,0,0,0,1,6,.000,.077,.000,.077,0,0,0,0,0,0,,0
Craig Stem,24,19,4,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
Nick Struck,24,22,24,20,0,6,1,0,0,2,0,0,2,4,.300,.364,.350,.714,7,1,0,2,0,0,,0
Darnell Sweeney#,23,132,586,490,88,141,34,5,14,57,15,16,77,117,.288,.387,.463,.850,227,4,5,10,4,1,,1
Mike Thomas*,25,48,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,0
44 Players,25.0,138,5248,4647,608,1192,256,60,108,575,78,50,431,1013,.257,.326,.407,.733,1892,99,65,63,42,19,,0
