Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Cory Aldridge*,35,22,89,85,11,23,1,0,5,18,0,1,4,20,.271,.303,.459,.762,39,2,0,0,0,0,,1
Jon Berti,24,136,594,541,69,146,21,7,7,50,40,15,35,82,.270,.323,.373,.696,202,5,9,5,4,0,,1
Andy Burns,23,133,553,495,71,126,32,5,15,63,18,8,41,99,.255,.315,.430,.745,213,4,6,3,8,1,,1
Yusuf Carter#,29,23,76,71,6,13,3,0,0,5,1,0,3,19,.183,.224,.225,.449,16,2,1,0,1,0,,0
Derrick Chung,26,47,183,171,13,41,6,0,0,12,0,3,6,14,.240,.275,.275,.550,47,4,3,1,2,0,,0
Mike Crouse,23,109,390,346,45,84,17,6,9,34,15,6,37,104,.243,.321,.405,.726,140,4,4,1,2,0,,0
Andy Fermin*,24,42,137,126,17,33,6,0,5,16,0,0,8,10,.262,.307,.429,.735,54,6,1,0,2,0,,0
Jorge Flores,22,64,222,205,19,60,8,1,0,16,5,5,11,27,.293,.338,.341,.679,70,7,3,3,0,0,,0
Hector Gimenez#,31,13,53,51,6,12,3,0,2,5,0,0,2,14,.235,.264,.412,.676,21,0,0,0,0,1,,1
Brad Glenn,27,48,206,182,31,42,10,1,9,23,0,0,20,53,.231,.311,.445,.756,81,3,2,0,2,0,,1
K.C. Hobson*,23,53,192,177,18,38,8,0,5,21,1,1,15,41,.215,.276,.345,.621,61,4,0,0,0,0,,0
Gabe Jacobo,27,35,146,137,5,20,5,0,4,15,1,0,6,37,.146,.185,.270,.455,37,2,1,0,2,0,,0
A.J. Jimenez,24,25,102,94,11,21,8,0,1,13,1,0,6,19,.223,.275,.340,.615,32,3,1,0,1,0,,1
Jon Jones,24,56,196,172,21,40,7,2,1,15,7,3,16,26,.233,.302,.314,.616,54,2,1,7,0,0,,0
Mike McDade#,25,78,303,276,25,69,11,0,7,36,0,0,20,57,.250,.307,.366,.673,101,3,4,0,3,1,,0
Melky Mesa,27,35,138,129,17,33,9,1,4,10,1,2,5,33,.256,.304,.434,.738,56,0,4,0,0,0,,1
Peter Mooney*,23,9,32,31,2,5,1,0,0,4,0,0,1,7,.161,.188,.194,.381,6,0,0,0,0,0,,0
Aaron Munoz,25,8,25,23,2,1,0,0,0,2,0,0,1,7,.043,.080,.043,.123,1,0,0,0,1,0,,0
Jack Murphy#,26,42,146,129,19,29,4,0,6,15,0,0,15,30,.225,.310,.395,.706,51,1,1,1,0,0,,0
Matt Newman*,25,81,323,298,25,72,22,4,6,39,1,3,16,81,.242,.278,.403,.681,120,5,1,3,5,1,,0
Kevin Nolan,26,102,386,354,42,91,22,1,5,38,9,4,26,47,.257,.311,.367,.678,130,10,3,0,3,0,,0
Sean Ochinko,26,16,56,54,5,11,2,0,2,8,0,0,1,5,.204,.232,.352,.584,19,1,1,0,0,0,,0
Gustavo Pierre,22,9,30,28,2,6,1,0,1,3,0,0,1,11,.214,.233,.357,.590,10,2,0,0,1,0,,0
Dalton Pompey#,21,31,127,112,20,33,5,3,3,12,8,5,14,18,.295,.378,.473,.851,53,2,1,0,0,0,,1
Pierce Rankin,25,12,45,43,5,9,1,0,0,0,0,0,0,15,.209,.227,.233,.460,10,1,1,1,0,0,,0
Ryan Schimpf*,26,50,219,185,35,50,17,1,15,37,3,0,28,56,.270,.370,.616,.986,114,1,3,0,3,3,,1
Brian Van Kirk,28,12,50,46,5,10,2,0,0,4,0,1,3,16,.217,.265,.261,.526,12,2,0,1,0,0,,0
Kenny Wilson,24,44,192,170,24,41,4,4,2,15,14,5,11,48,.241,.299,.347,.647,59,2,4,5,2,0,,0
28 Players,24.8,142,5211,4731,571,1159,236,36,114,529,125,62,352,996,.245,.302,.382,.685,1809,78,55,31,42,7,,0
