Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Jeff Abbott,30,4,15,15,1,2,1,0,0,0,0,0,0,2,.133,.133,.200,.333,3,1,0,0,0,0,1
Andy Barkett*,30,112,450,401,40,97,21,1,13,60,4,3,38,81,.242,.310,.397,.707,159,4,4,2,5,2,1
Pat Borders,40,79,320,293,36,92,27,1,12,51,1,2,20,54,.314,.363,.536,.898,157,12,4,0,3,3,1
Ruben Castillo,24,111,374,337,34,71,14,0,0,15,17,10,22,71,.211,.263,.252,.515,85,8,2,13,0,0,0
Jeff Cirillo,33,5,21,17,7,6,3,0,2,6,0,0,3,3,.353,.476,.882,1.359,15,0,1,0,0,0,1
Greg Colbrunn,33,3,12,11,3,3,0,0,1,2,0,0,1,1,.273,.333,.545,.879,6,0,0,0,0,0,1
Greg Connors,28,32,119,113,14,27,4,0,4,13,0,1,5,28,.239,.277,.381,.658,43,3,1,0,0,0,0
Luis Figueroa,26,123,478,423,40,119,18,0,3,50,1,5,45,35,.281,.350,.345,.695,146,16,3,1,6,2,0
Rob Gandolfo*,25,13,44,38,7,7,2,0,0,4,1,0,1,8,.184,.225,.237,.462,9,1,1,4,0,0,0
Carlos Guillen#,27,4,15,14,2,5,1,0,2,4,0,0,0,1,.357,.400,.857,1.257,12,2,1,0,0,0,1
Jim Horner,29,2,8,6,0,1,0,0,0,0,0,0,2,1,.167,.375,.167,.542,1,0,0,0,0,0,0
Kenny Kelly,24,96,381,341,42,84,15,5,13,37,20,7,29,79,.246,.313,.434,.747,148,4,6,1,4,1,1
Craig Kuzmic#,26,54,184,160,25,34,7,0,8,23,1,2,22,48,.213,.310,.406,.716,65,5,1,0,1,2,0
Jacques Landry,29,44,179,153,24,38,11,0,7,24,6,2,17,46,.248,.343,.458,.800,70,2,6,1,2,1,0
Jalal Leach*,34,70,277,250,25,73,8,2,6,28,5,5,22,51,.292,.352,.412,.764,103,3,1,4,0,1,1
Mickey Lopez#,29,129,519,455,68,125,23,4,7,41,20,12,47,50,.275,.346,.389,.735,177,12,6,5,6,2,1
John Mabry*,32,3,13,11,1,4,0,0,0,0,0,0,2,1,.364,.462,.364,.825,4,0,0,0,0,1,1
Jorge Maduro,22,5,18,18,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,0,0,0,0,0,0,0
Chad Meyers,27,97,419,377,50,113,20,3,4,34,37,12,30,46,.300,.361,.401,.762,151,7,7,4,1,0,1
Julio Mosquera,31,85,315,291,35,83,16,1,4,22,6,4,11,42,.285,.332,.388,.721,113,4,10,2,1,1,1
Adrian Myers,28,117,473,428,57,115,25,3,5,47,23,11,34,75,.269,.322,.376,.698,161,8,2,4,5,0,0
Jay Pecci#,26,14,47,40,3,5,0,0,0,3,1,0,3,3,.125,.234,.125,.359,5,2,3,0,1,0,0
J.R. Phillips*,33,81,335,310,35,92,20,0,14,54,4,3,17,74,.297,.334,.497,.831,154,4,3,0,5,3,1
Matt Rogelstad*,20,5,4,4,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0
Chris Snelling*,21,18,75,67,11,18,2,0,3,10,1,0,5,12,.269,.333,.433,.766,29,0,2,0,1,0,1
Jamal Strong,24,56,244,210,38,64,6,1,2,19,26,11,25,38,.305,.390,.371,.761,78,3,5,3,1,0,1
Luis Ugueto#,24,8,32,26,9,8,3,0,2,4,2,0,5,4,.308,.419,.654,1.073,17,0,0,1,0,0,1
