Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Fernando Abad*,23,3,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,2009,AA,HOU
Doug Arguello*,24,14,11,7,1,1,0,0,0,0,0,0,2,1,.143,.333,.143,.476,1,0,0,2,0,0,0,2009,AA,HOU
Brandon Backe,31,4,2,1,0,0,0,0,0,0,0,0,1,1,.000,.500,.000,.500,0,0,0,0,0,0,1,2009,AA,HOU
Brandon Barnes,23,7,24,21,2,2,0,0,1,1,0,0,3,7,.095,.208,.238,.446,5,0,0,0,0,0,1,2009,AA,HOU
Kenny Baugh,30,12,4,4,0,1,0,0,0,1,0,0,0,1,.250,.250,.250,.500,1,0,0,0,0,0,0,2009,AA,HOU
Aaron Boone,36,7,18,15,2,3,1,0,0,1,0,0,3,3,.200,.333,.267,.600,4,0,0,0,0,0,1,2009,AA,HOU
T.J. Burton*,25,28,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,1,0,0,0,0,0,2009,AA,HOU
Jason Castro*,22,63,268,239,38,70,11,1,3,29,2,1,25,35,.293,.362,.385,.747,92,5,2,0,2,0,1,2009,AA,HOU
Koby Clemens,22,5,21,17,2,4,0,0,0,2,0,0,3,2,.235,.333,.235,.569,4,1,0,0,1,0,0,2009,AA,HOU
Collin DeLome*,23,125,522,467,79,119,18,10,20,61,15,8,37,141,.255,.323,.465,.788,217,1,11,5,2,0,0,2009,AA,HOU
Mike Diaz*,22,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0,2009,AA,HOU
German Duran,24,14,52,44,2,6,1,0,0,2,1,0,4,11,.136,.250,.159,.409,7,2,3,0,1,1,1,2009,AA,HOU
Mitch Einertson,23,88,316,288,36,75,13,0,8,33,3,1,23,50,.260,.321,.389,.710,112,8,3,1,1,1,0,2009,AA,HOU
Darin Erstad*,35,2,9,9,1,3,2,0,0,1,0,0,0,2,.333,.333,.556,.889,5,1,0,0,0,0,1,2009,AA,HOU
Brian Esposito,30,49,184,172,16,36,5,1,3,22,0,0,5,27,.209,.249,.302,.551,52,5,4,3,0,0,1,2009,AA,HOU
Jon Fixler,23,34,122,108,15,21,5,1,9,23,0,2,10,24,.194,.270,.509,.780,55,5,2,0,2,0,0,2009,AA,HOU
Jhon Florentino,25,112,436,399,43,106,15,6,5,43,6,1,30,70,.266,.318,.371,.689,148,14,2,2,3,4,0,2009,AA,HOU
Josh Flores,23,45,179,163,25,39,10,2,1,10,9,2,14,34,.239,.307,.344,.651,56,0,2,0,0,0,0,2009,AA,HOU
