Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Vince Belnome*,27,37,136,119,19,30,6,1,2,20,1,0,15,38,.252,.331,.370,.701,44,4,0,0,2,0,1
Joe Benson,27,54,217,184,32,46,10,1,4,24,7,1,25,36,.250,.355,.380,.735,70,3,6,0,2,0,1
Jayce Boyd,24,42,175,161,18,49,16,0,1,16,2,1,13,16,.304,.360,.422,.782,68,8,1,0,0,0,0
Xorge Carrillo,26,94,366,325,38,78,14,1,10,40,1,2,27,53,.240,.318,.382,.699,124,11,11,1,2,0,0
Gavin Cecchini,21,109,485,439,64,139,26,4,7,51,3,4,42,55,.317,.377,.442,.819,194,8,2,0,2,0,1
Luis Cessa,23,13,5,5,1,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400,1,0,0,0,0,0,1
Michael Conforto*,22,45,197,173,21,54,12,3,5,26,1,0,23,35,.312,.396,.503,.899,87,2,1,0,0,1,1
David Cooper*,28,10,40,35,4,5,2,0,0,4,0,0,5,9,.143,.250,.200,.450,7,0,0,0,0,0,1
Albert Cordero#,25,47,168,158,7,30,3,0,2,7,0,1,8,28,.190,.234,.247,.480,39,3,1,1,0,0,0
Victor Cruzado#,23,5,18,15,1,3,1,0,0,2,0,0,3,2,.200,.333,.267,.600,4,0,0,0,0,0,0
Travis d'Arnaud,26,5,20,20,3,6,1,0,0,1,0,0,0,2,.300,.300,.350,.650,7,1,0,0,0,0,1
Lucas Duda*,29,2,7,6,0,3,0,0,0,1,0,0,1,1,.500,.571,.500,1.071,3,0,0,0,0,0,1
Michael Fulmer,22,15,13,13,0,1,0,0,0,0,0,0,0,9,.077,.077,.077,.154,1,0,0,0,0,0,1
Jonathan Galvez,24,42,142,130,15,32,6,2,2,20,2,0,10,39,.246,.303,.369,.672,48,2,1,0,1,1,0
John Gant,22,11,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,1
Gilbert Gomez,23,69,186,161,20,21,4,1,1,13,2,5,23,49,.130,.237,.186,.423,30,5,0,0,2,1,0
Robert Gsellman,21,16,16,14,0,2,0,0,0,2,0,0,1,4,.143,.200,.143,.343,2,0,0,1,0,0,1
Mickey Jannis,27,3,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1
Jared King#,23,122,455,420,32,90,14,2,4,51,5,7,28,76,.214,.262,.286,.548,120,11,1,1,5,0,0
Matt Koch*,24,35,6,6,0,1,0,0,0,0,0,0,0,4,.167,.167,.167,.333,1,0,0,0,0,0,1
Adam Kolarek*,26,51,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1
Rainy Lara,24,19,13,13,1,1,1,0,0,0,0,0,0,6,.077,.077,.154,.231,2,1,0,0,0,0,0
Dustin Lawley,26,67,246,230,31,49,18,0,6,26,8,3,11,58,.213,.256,.370,.626,85,4,3,0,2,0,0
Seth Lugo,25,19,19,17,0,1,0,0,0,0,0,0,0,6,.059,.059,.059,.118,1,1,0,2,0,0,1
Steven Matz,24,2,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1
L.J. Mazzilli,24,86,374,335,50,88,20,2,0,23,5,2,35,57,.263,.337,.334,.671,112,11,3,0,1,0,0
Kevin McGowan,23,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1
Jeff McNeil*,23,4,16,15,0,3,0,0,0,0,0,1,1,2,.200,.250,.200,.450,3,0,0,0,0,0,1
Akeel Morris,22,23,1,0,0,0,0,0,0,0,0,0,1,0,,1.000,,,0,0,0,0,0,0,1
Brandon Nimmo*,22,68,302,269,26,75,12,3,2,16,0,2,26,55,.279,.354,.368,.722,99,4,6,0,1,2,1
Jairo Perez,27,20,70,68,7,17,1,0,1,5,0,1,2,10,.250,.271,.309,.580,21,1,0,0,0,0,0
Brock Peterson,31,80,333,290,37,70,17,2,9,50,1,0,36,83,.241,.324,.407,.731,118,8,2,0,5,0,1
Tyler Pill*,25,7,10,10,2,6,1,0,0,2,0,0,0,1,.600,.600,.700,1.300,7,0,0,0,0,0,1
Eudy Pina,24,67,236,226,22,69,7,5,2,20,8,1,7,57,.305,.323,.407,.730,92,4,0,1,2,0,0
T.J. Rivera,26,56,234,220,37,75,10,0,5,27,1,1,12,22,.341,.380,.455,.835,100,11,2,0,0,0,1
Aderlin Rodriguez,23,63,229,217,29,55,13,1,10,34,1,1,9,42,.253,.288,.461,.749,100,5,2,0,1,0,0
Josh Rodriguez,30,115,474,412,70,116,24,3,19,76,11,2,54,87,.282,.367,.493,.860,203,11,4,0,4,2,1
Amed Rosario,19,2,10,10,1,1,0,0,0,1,1,0,0,5,.100,.100,.100,.200,1,0,0,0,0,0,1
Yeixon Ruiz#,24,6,26,25,7,5,0,0,0,0,1,1,1,7,.200,.231,.200,.431,5,0,0,0,0,0,0
Paul Sewald,25,44,2,2,1,1,1,0,0,0,0,0,0,0,.500,.500,1.000,1.500,2,0,0,0,0,0,1
Josh Smoker*,26,21,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1
