Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Tim Adleman,27,27,32,27,0,0,0,0,0,0,0,0,2,13,.000,.069,.000,.069,0,0,0,3,0,0,1
Beau Amaral*,24,112,372,339,30,76,8,1,4,27,9,5,21,77,.224,.280,.289,.569,98,9,6,4,2,1,0
Barrett Astin,23,14,16,11,2,2,0,0,0,0,0,0,1,4,.182,.250,.182,.432,2,1,0,4,0,0,1
Joel Bender*,23,12,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0
Chris Berset#,27,14,46,40,3,5,3,0,0,5,0,0,2,12,.125,.196,.200,.396,8,3,2,0,2,0,0
Alex Blandino,22,30,138,115,15,27,7,0,3,18,2,2,18,21,.235,.350,.374,.724,43,2,3,1,1,0,1
Sean Buckley,25,69,225,203,21,53,11,0,3,16,0,0,17,53,.261,.329,.360,.688,73,4,4,0,1,0,0
Marlon Byrd,37,2,7,7,1,2,1,0,1,3,0,0,0,2,.286,.286,.857,1.143,6,0,0,0,0,0,1
Ray Chang,31,88,278,240,32,68,16,1,1,28,1,1,31,37,.283,.366,.371,.737,89,9,2,2,3,1,0
Juan Duran,23,59,238,219,29,56,16,3,6,43,2,1,12,88,.256,.290,.438,.728,96,4,1,0,6,0,0
Phil Ervin,22,17,66,51,7,12,3,0,2,8,4,3,13,15,.235,.409,.412,.821,21,2,2,0,0,0,1
Carlos Gonzalez,25,21,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,0
Yovan Gonzalez,25,38,127,112,14,25,4,0,5,14,0,0,14,16,.223,.307,.393,.700,44,6,0,0,1,0,0
Billy Hamilton#,24,3,14,11,4,3,0,0,0,0,1,0,3,2,.273,.429,.273,.701,3,0,0,0,0,0,1
Blaine Howell*,26,12,2,1,0,0,0,0,0,0,0,0,1,1,.000,.500,.000,.500,0,0,0,0,0,0,0
Jake Johnson,24,33,14,12,0,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,0,0,0,2,0,0,0
Stephen Johnson,24,6,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,0
Cam Maron*,24,35,105,87,13,20,3,0,1,8,0,0,15,16,.230,.340,.299,.639,26,3,0,2,1,0,0
Lou Marson,29,6,21,19,2,5,2,0,0,2,0,0,2,2,.263,.333,.368,.702,7,1,0,0,0,0,1
Seth Mejias-Brean,24,122,475,405,41,100,18,5,6,53,9,3,63,96,.247,.352,.360,.712,146,14,4,0,3,0,1
Julio Morillo#,22,3,7,7,1,1,0,0,0,1,0,0,0,0,.143,.143,.143,.286,1,0,0,0,0,0,0
Wandy Peralta*,23,29,25,21,1,2,0,1,0,2,0,0,1,14,.095,.136,.190,.327,4,0,0,3,0,0,1
Juan Perez*,23,93,331,296,30,70,15,6,1,19,14,5,26,54,.236,.304,.338,.642,100,1,4,2,3,1,0
Cody Reed*,22,8,10,10,0,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,0,0,0,0,0,0,1
Sal Romano*,21,7,5,4,1,0,0,0,0,1,0,0,0,1,.000,.000,.000,.000,0,0,0,0,1,0,1
Keyvius Sampson,24,8,11,9,0,0,0,0,0,0,0,0,2,4,.000,.182,.000,.182,0,0,0,0,0,0,1
Juan Silva*,24,55,146,125,12,22,5,3,0,10,6,2,18,27,.176,.285,.264,.549,33,3,1,2,0,0,0
Kyle Skipworth*,25,69,246,216,25,44,12,1,11,28,0,1,21,108,.204,.290,.421,.711,91,3,6,1,2,0,1
Bryson Smith,26,25,102,95,12,27,6,1,3,13,2,0,4,17,.284,.333,.463,.796,44,1,3,0,0,0,0
Josh A. Smith,27,9,8,7,0,2,1,0,0,1,0,0,0,2,.286,.286,.429,.714,3,0,0,1,0,0,1
Marquez Smith,30,125,482,408,56,109,23,4,8,46,7,5,63,97,.267,.369,.402,.771,164,12,6,0,5,0,0
Layne Somsen,26,12,4,4,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,0,0,0,0,0,0,1
Robert Stephenson,22,14,22,18,0,1,0,0,0,1,0,0,0,8,.056,.053,.056,.108,1,0,0,3,1,0,1
Zach Vincej,24,90,339,286,39,69,10,0,5,22,7,7,44,48,.241,.347,.329,.676,94,4,4,2,3,1,1
Marcus Walden,26,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1
Kyle Waldrop*,23,67,259,242,21,67,13,3,6,31,2,2,12,61,.277,.313,.430,.742,104,2,2,0,3,1,1
Jesse Winker*,21,123,526,443,69,125,24,2,13,55,8,4,74,83,.282,.390,.433,.823,192,10,6,0,3,4,1
Daniel Wright,24,27,31,27,2,3,0,0,0,1,0,0,0,9,.111,.111,.111,.222,3,0,0,4,0,0,1
Ryan Wright,25,89,338,304,30,75,15,4,1,27,2,0,27,37,.247,.307,.332,.640,101,11,1,3,3,0,0
