Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Bryan Brito,21,59,213,196,26,52,5,2,0,13,12,5,11,62,.265,.308,.311,.619,61,2,2,2,2,0,0
Christian Carmichael,21,40,161,143,16,36,7,2,3,13,1,2,14,33,.252,.323,.392,.714,56,4,1,3,0,1,0
Phillips Castillo,19,61,242,219,22,40,12,0,6,26,1,3,16,70,.183,.256,.320,.576,70,1,6,0,1,0,0
Michael Faulkner*,22,51,206,173,32,41,7,1,0,9,13,3,29,37,.237,.350,.289,.639,50,0,1,3,0,0,0
Brock Hebert,22,6,28,23,3,5,2,1,0,1,2,0,3,4,.217,.357,.391,.748,9,0,2,0,0,0,0
Lonnie Kauppila,21,37,124,110,12,20,4,0,1,12,1,1,9,19,.182,.244,.245,.489,27,2,1,1,3,0,0
Reggie Lawson,21,52,198,177,16,41,7,2,1,21,1,3,15,60,.232,.299,.311,.610,55,6,3,1,2,1,0
Chantz Mack*,22,35,137,118,12,33,9,0,2,14,5,1,13,34,.280,.358,.407,.765,48,6,2,3,1,0,0
Jamodrick McGruder*,21,21,84,61,15,20,2,3,1,7,7,4,14,13,.328,.494,.508,1.002,31,0,6,3,0,0,0
Ian Miller*,21,12,48,42,7,14,0,0,0,1,3,1,4,6,.333,.391,.333,.725,14,2,0,2,0,0,1
Alfredo Morales*,20,9,40,31,7,7,2,0,1,3,0,1,8,6,.226,.375,.387,.762,12,0,0,0,1,0,0
Martin Peguero,19,5,24,18,4,7,0,0,0,3,1,0,4,2,.389,.500,.389,.889,7,0,1,0,1,0,0
D.J. Peterson,21,29,123,109,20,34,6,0,6,27,0,1,13,18,.312,.382,.532,.914,58,4,0,0,1,2,0
Kyle Petty,22,27,101,91,10,24,4,0,2,12,5,1,7,23,.264,.327,.374,.700,34,3,2,0,1,0,0
Jack Reinheimer,20,66,291,249,39,67,6,1,2,30,18,5,32,51,.269,.359,.325,.684,81,7,4,4,2,0,1
Justin Seager,21,61,263,240,29,64,13,0,3,30,1,1,14,62,.267,.323,.358,.682,86,6,7,0,2,1,0
Carlton Tanabe,21,38,143,133,11,31,6,1,2,17,4,1,8,26,.233,.282,.338,.620,45,1,1,1,0,0,0
Daniel Torres,21,2,8,7,1,0,0,0,0,0,0,0,1,3,.000,.125,.000,.125,0,0,0,0,0,0,0
Austin Wilson,21,56,226,203,22,49,11,3,6,27,2,4,17,42,.241,.319,.414,.732,84,3,6,0,0,1,0
James Zamarripa*,19,53,214,185,20,46,5,0,0,11,11,4,27,53,.249,.343,.276,.618,51,3,0,1,1,1,0
