Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Brenton Allen*,21,41,140,117,13,23,7,0,1,10,3,1,15,33,.197,.329,.282,.611,33,2,8,0,0,0,0
Kyle Attl,21,11,38,35,2,6,1,0,1,7,0,1,1,9,.171,.194,.286,.480,10,1,0,2,0,0,0
Isaac Ballou*,23,59,253,211,33,62,14,1,2,20,8,3,30,31,.294,.405,.398,.803,84,4,10,1,1,2,0
Austin Chubb,24,32,113,105,7,21,4,0,0,6,0,1,2,12,.200,.241,.238,.479,25,5,4,1,1,0,0
Cody Dent*,21,50,180,157,16,34,3,0,0,8,5,2,19,47,.217,.303,.236,.539,37,1,1,2,1,0,0
Wilmer Difo#,21,33,136,120,15,26,3,4,1,6,3,2,10,17,.217,.291,.333,.624,40,2,3,2,1,0,1
Erick Fernandez,24,11,33,25,5,3,1,0,0,1,0,0,7,3,.120,.333,.160,.493,4,3,1,0,0,0,0
Matt Foat,23,42,169,150,12,30,4,1,2,16,1,0,16,24,.200,.278,.280,.558,42,5,1,0,2,0,0
Cody Gunter*,19,62,245,223,21,50,5,2,3,19,0,2,20,64,.224,.287,.305,.592,68,0,0,1,1,0,0
Sandy Leon#,24,3,13,13,0,1,0,0,0,0,0,0,0,3,.077,.077,.077,.154,1,0,0,0,0,0,1
Bryan Lippincott*,23,44,187,166,30,47,9,0,7,29,3,0,19,29,.283,.358,.464,.822,77,2,1,0,1,0,0
David Masters,20,45,170,153,11,28,7,1,0,8,0,0,10,33,.183,.254,.242,.496,37,4,5,1,1,0,0
Narciso Mesa,21,3,15,12,1,1,0,0,0,2,1,0,3,0,.083,.267,.083,.350,1,1,0,0,0,0,0
Jordan Poole,21,18,66,59,6,13,4,0,3,13,0,0,5,35,.220,.277,.441,.718,26,1,0,1,1,0,0
Andruth Ramirez,24,22,61,57,2,9,1,0,0,2,1,0,2,10,.158,.183,.175,.359,10,1,0,1,1,0,0
Matt Reistetter*,21,24,89,79,9,20,1,2,1,5,0,1,10,9,.253,.337,.354,.692,28,5,0,0,0,0,0
Wilman Rodriguez,22,57,226,205,18,49,6,0,1,15,8,3,13,46,.239,.305,.283,.588,58,2,7,0,1,0,0
Jean Carlos Valdez,20,48,191,179,24,45,9,2,3,19,0,1,9,35,.251,.291,.374,.665,67,8,1,2,0,0,0
Jimmy Yezzo*,21,66,263,252,19,65,8,2,2,26,0,1,6,40,.258,.275,.329,.604,83,5,1,1,3,0,0
Greg Zebrack,22,44,147,129,14,30,5,1,1,14,7,4,12,38,.233,.327,.310,.637,40,2,6,0,0,0,0
