Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Michael Bass,21,51,192,171,21,40,8,0,0,16,7,1,16,34,.234,.300,.281,.581,48,7,1,2,2,0,0
Wynton Bernard,22,39,161,136,19,34,5,1,1,10,7,4,18,33,.250,.333,.324,.657,44,3,1,2,4,0,0
Felipe Blanco,19,52,167,148,11,31,10,2,2,11,5,3,12,48,.209,.276,.345,.621,51,6,2,4,1,0,0
Malquiel Brito*,19,32,120,113,13,27,6,0,4,12,1,1,4,34,.239,.269,.398,.667,45,2,1,1,1,0,0
Rey Bruguera#,21,5,17,13,1,2,0,0,0,0,1,0,2,5,.154,.353,.154,.507,2,0,2,0,0,0,0
Eric Charles,24,2,6,4,0,0,0,0,0,0,0,0,0,1,.000,.333,.000,.333,0,0,2,0,0,0,0
Henry Charles*,19,60,225,205,26,49,10,1,4,21,3,2,9,47,.239,.296,.356,.652,73,6,8,2,1,0,0
Marcus Davis*,21,35,115,102,5,18,3,0,0,8,2,1,9,24,.176,.252,.206,.458,21,5,2,0,2,0,0
Miguel Del Castillo,21,17,46,42,3,10,1,0,1,4,0,1,3,8,.238,.289,.333,.622,14,0,0,1,0,0,0
Fabel Filpo#,20,10,33,28,0,3,1,0,0,1,0,0,3,5,.107,.242,.143,.385,4,1,2,0,0,0,0
Jalen Goree,20,6,15,15,0,1,0,0,0,0,0,0,0,3,.067,.067,.067,.133,1,0,0,0,0,0,0
Chase Jensen,22,38,132,117,8,19,2,0,1,6,0,0,10,36,.162,.252,.205,.457,24,2,4,1,0,0,0
Cade Kreuter,22,2,6,6,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,0,0,0,0,0,0,0
Yair Lopez,21,12,26,26,1,2,0,0,0,1,0,1,0,5,.077,.077,.077,.154,2,1,0,0,0,0,0
Danny Masiello,21,2,6,6,0,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,1,0,0,0,0,0,0
Michael Miller,21,38,138,124,9,24,5,0,1,7,0,0,10,16,.194,.275,.258,.533,32,6,4,0,0,0,0
Ryan Miller,20,43,155,139,12,34,6,1,0,9,3,1,13,31,.245,.316,.302,.618,42,3,2,0,1,0,0
Edwin Moreno*,19,39,139,132,10,24,9,0,0,9,1,1,4,39,.182,.203,.250,.453,33,3,0,1,2,0,0
Fernando Perez*,19,59,230,211,15,45,9,1,3,27,0,1,15,68,.213,.270,.308,.578,65,6,2,0,2,1,0
Hunter Renfroe,21,25,111,104,20,32,9,0,4,18,2,0,5,26,.308,.333,.510,.843,53,1,0,0,2,0,1
Franmil Reyes,17,12,45,44,4,9,1,0,1,4,0,0,1,10,.205,.222,.295,.518,13,3,0,0,0,0,1
Ronnie Richardson,23,48,207,151,24,45,14,1,2,13,7,8,38,37,.298,.475,.444,.919,67,1,14,3,1,0,0
Trae Santos*,20,56,228,210,18,52,15,0,3,20,1,0,12,58,.248,.304,.362,.666,76,6,5,1,0,1,0
Donavan Tate,22,23,88,75,6,16,4,2,0,6,3,1,11,29,.213,.330,.320,.650,24,4,2,0,0,0,0
Anthony Torres#,20,53,188,168,19,33,4,1,0,8,0,2,13,46,.196,.273,.232,.505,39,5,5,1,1,0,0
