Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Francisco Aponte#,22,27,83,72,7,13,1,1,1,4,4,0,7,15,.181,.253,.264,.517,19,1,0,4,0,0,0
Yhonathan Barrios#,21,11,32,28,3,4,0,0,1,6,1,1,2,9,.143,.194,.250,.444,7,1,0,1,1,0,1
Jodaneli Carvajal#,21,8,35,31,6,9,2,3,0,5,1,2,2,2,.290,.324,.548,.872,17,1,0,1,1,0,0
Danny Collins,22,64,253,228,39,59,15,2,7,25,5,4,17,46,.259,.319,.434,.753,99,8,4,2,2,2,0
Andrew Dennis,20,16,47,42,4,9,2,0,0,6,0,0,4,15,.214,.283,.262,.545,11,1,0,1,0,0,0
Elvis Escobar*,18,56,199,183,25,49,8,2,1,23,9,4,9,47,.268,.293,.350,.643,64,0,0,1,6,2,0
Edwin Espinal,19,67,260,240,22,69,9,0,2,41,1,1,9,38,.288,.316,.350,.666,84,4,3,4,4,0,0
Mike Fransoso*,22,67,276,225,37,57,9,0,2,25,14,6,34,55,.253,.359,.320,.679,72,3,3,14,0,2,0
Adam Frazier*,21,58,258,224,34,72,7,1,0,27,5,8,25,31,.321,.399,.362,.761,81,2,6,0,3,1,1
Jin-De Jang*,20,53,211,184,22,51,8,1,5,34,0,1,17,24,.277,.338,.413,.751,76,7,2,4,4,4,0
JaCoby Jones,21,15,67,61,14,19,2,2,1,10,3,2,3,14,.311,.358,.459,.817,28,1,2,0,1,0,1
Adam Landecker,22,17,50,49,6,11,1,0,0,9,3,1,1,9,.224,.240,.245,.485,12,2,0,0,0,0,0
Justin Maffei,21,14,40,34,4,7,0,0,0,2,2,0,3,14,.206,.300,.206,.506,7,0,2,0,1,0,0
Wyatt Mathisen,19,8,33,26,4,7,0,0,0,3,1,0,5,7,.269,.394,.269,.663,7,0,1,0,1,0,1
Reese McGuire*,18,4,17,16,3,4,0,0,0,0,1,0,1,1,.250,.294,.250,.544,4,1,0,0,0,0,1
Austin Meadows*,18,5,22,17,8,9,0,0,2,2,0,0,5,4,.529,.636,.882,1.519,15,0,0,0,0,0,1
Candon Myles*,20,16,60,47,8,12,0,2,0,4,7,2,12,9,.255,.407,.340,.747,16,2,0,1,0,1,0
Harold Ramirez,18,71,310,274,42,78,11,4,5,40,23,11,23,52,.285,.354,.409,.763,112,3,8,2,3,0,1
Jimmy Rider,23,23,69,61,4,15,3,0,0,11,3,1,2,11,.246,.288,.295,.583,18,0,2,3,1,0,0
Max Rossiter,22,1,4,3,1,1,0,0,0,2,0,0,1,1,.333,.500,.333,.833,1,0,0,0,0,0,0
Jeff Roy*,21,53,216,185,28,54,4,1,0,19,23,4,25,52,.292,.376,.324,.700,60,3,1,3,2,0,0
Dave Valesente,24,20,67,60,3,15,3,0,0,4,2,1,4,14,.250,.297,.300,.597,18,4,0,3,0,0,0
Jesus Vasquez,21,9,27,24,4,6,0,0,0,0,1,0,2,10,.250,.333,.250,.583,6,0,1,0,0,0,0
Beau Wallace,20,10,34,30,6,3,1,0,0,2,0,1,3,8,.100,.206,.133,.339,4,1,1,0,0,0,0
Erich Weiss*,21,41,141,121,21,33,7,2,0,10,4,2,13,40,.273,.348,.364,.711,44,4,2,3,2,1,0
