Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Mitch Garver,27,102,335,302,38,81,19,2,7,45,0,0,29,72,.268,.335,.414,.749,125,8,2,1,1,2,1
Joe Mauer*,35,127,543,486,64,137,27,1,6,48,0,1,51,86,.282,.351,.379,.729,184,9,2,1,3,5,1
Brian Dozier,31,104,462,410,65,93,21,2,16,52,8,3,46,96,.227,.307,.405,.712,166,7,3,0,3,1,1
Jorge Polanco#,24,77,333,302,38,87,18,3,6,42,7,7,25,62,.288,.345,.427,.773,129,5,2,3,1,0,1
Eduardo Escobar#,29,97,408,368,45,101,37,3,15,63,1,3,34,91,.274,.338,.514,.852,189,7,3,0,3,6,1
Eddie Rosario*,26,138,592,559,87,161,31,2,24,77,8,2,30,104,.288,.323,.479,.803,268,4,0,1,2,5,1
Jake Cave*,25,91,309,283,54,75,16,2,13,45,2,1,18,102,.265,.313,.473,.786,134,2,3,2,3,2,1
Max Kepler*,25,156,611,532,80,119,30,4,20,58,4,5,71,96,.224,.319,.408,.727,217,8,5,0,3,2,1
Robbie Grossman#,28,129,465,396,50,108,27,1,5,48,0,1,60,83,.273,.367,.384,.751,152,2,2,2,5,0,1
Ehire Adrianza#,28,114,366,335,42,84,23,1,6,39,5,1,24,82,.251,.301,.379,.680,127,4,1,4,2,2,1
Logan Morrison*,30,95,359,318,41,59,13,0,15,39,1,0,34,80,.186,.276,.368,.644,117,3,6,0,1,0,1
Miguel Sano,25,71,299,266,32,53,14,0,13,41,0,0,31,115,.199,.281,.398,.679,106,7,0,0,2,0,1
Logan Forsythe,31,50,205,178,19,46,6,0,0,14,1,0,24,40,.258,.356,.292,.648,52,5,3,0,0,0,1
Bobby Wilson,35,47,151,135,12,24,8,0,2,16,0,0,12,37,.178,.242,.281,.523,38,6,0,2,2,0,1
Tyler Austin,26,35,136,123,18,29,4,0,9,24,0,1,11,42,.236,.294,.488,.782,60,1,0,0,2,0,1
Ryan LaMarre,29,43,109,99,7,26,5,0,0,8,1,1,8,33,.263,.321,.313,.634,31,3,1,0,1,0,1
Willians Astudillo,26,29,97,93,9,33,4,1,3,21,0,0,2,3,.355,.371,.516,.887,48,4,1,0,1,0,1
Byron Buxton,24,28,94,90,8,14,4,0,0,4,5,0,3,28,.156,.183,.200,.383,18,1,0,1,0,0,1
Jason Castro*,31,19,74,63,4,9,3,0,1,3,0,0,9,26,.143,.257,.238,.495,15,2,1,0,1,0,1
Gregorio Petit,33,26,67,61,7,15,2,0,0,3,3,1,6,14,.246,.313,.279,.592,17,0,0,0,0,0,1
Johnny Field,26,21,54,52,8,13,4,0,3,7,0,0,0,14,.250,.259,.500,.759,26,0,1,0,1,0,1
Chris Gimenez,35,13,34,29,6,8,1,0,2,6,0,0,3,9,.276,.353,.517,.870,15,1,1,0,1,0,1
Taylor Motter,28,9,21,19,0,1,0,0,0,1,1,0,2,3,.053,.143,.053,.195,1,0,0,0,0,0,1
Juan Graterol,29,3,8,7,2,1,0,0,0,0,0,0,1,0,.143,.250,.143,.393,1,0,0,0,0,0,1
