Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Robinson Chirinos,34,113,426,360,48,80,15,1,18,65,2,0,45,140,.222,.338,.419,.757,151,7,19,0,2,0,1,2018,MLB,TEX
Ronald Guzman*,23,123,428,387,46,91,18,2,16,58,1,0,33,121,.235,.306,.416,.722,161,8,7,0,1,2,1,2018,MLB,TEX
Rougned Odor*,24,129,535,474,76,120,23,2,18,63,12,12,43,127,.253,.326,.424,.751,201,5,11,2,5,2,1,2018,MLB,TEX
Elvis Andrus,29,97,428,395,53,101,20,3,6,33,5,3,28,66,.256,.308,.367,.675,145,8,3,0,2,0,1,2018,MLB,TEX
Adrian Beltre,39,119,481,433,49,118,23,1,15,65,1,0,34,96,.273,.328,.434,.763,188,13,6,0,8,2,1,2018,MLB,TEX
Joey Gallo*,24,148,577,500,82,103,24,1,40,92,3,4,74,207,.206,.312,.498,.810,249,3,3,0,0,4,1,2018,MLB,TEX
Delino DeShields,25,106,393,334,52,72,14,1,2,22,20,4,43,83,.216,.310,.281,.591,94,1,3,12,1,0,1,2018,MLB,TEX
Nomar Mazara*,23,128,536,489,61,126,25,1,20,77,1,0,40,116,.258,.317,.436,.753,213,13,4,0,3,2,1,2018,MLB,TEX
Shin-Soo Choo*,35,146,665,560,83,148,30,1,21,62,6,1,92,156,.264,.377,.434,.810,243,11,10,1,2,2,1,2018,MLB,TEX
Jurickson Profar#,25,146,594,524,82,133,35,6,20,77,10,0,54,88,.254,.335,.458,.793,240,9,12,0,4,1,1,2018,MLB,TEX
Isiah Kiner-Falefa,23,111,396,356,43,93,18,2,4,34,7,5,28,62,.261,.325,.357,.682,127,14,6,5,1,1,1,2018,MLB,TEX
Ryan Rua,28,61,147,139,17,27,3,1,6,12,3,1,5,53,.194,.221,.360,.580,50,2,0,2,1,0,1,2018,MLB,TEX
Carlos Tocci,22,66,135,120,11,27,3,2,0,5,0,3,7,39,.225,.271,.283,.555,34,2,1,6,1,0,1,2018,MLB,TEX
Drew Robinson*,26,47,125,109,20,20,3,0,3,9,2,1,16,57,.183,.288,.294,.582,32,0,0,0,0,0,1,2018,MLB,TEX
Willie Calhoun*,23,35,108,99,8,22,5,0,2,11,0,0,6,24,.222,.269,.333,.602,33,2,1,0,2,0,1,2018,MLB,TEX
Carlos Perez,27,20,53,49,1,7,2,0,1,3,1,0,1,15,.143,.176,.245,.421,12,3,1,2,0,0,1,2018,MLB,TEX
Renato Nunez,24,13,41,36,2,6,1,0,1,2,0,0,3,12,.167,.244,.278,.522,10,0,1,0,1,0,1,2018,MLB,TEX
Juan Centeno*,28,10,38,37,3,6,1,0,1,3,0,0,1,7,.162,.184,.270,.454,10,2,0,0,0,0,1,2018,MLB,TEX
Hanser Alberto,25,13,30,27,0,5,2,0,0,0,0,1,2,4,.185,.241,.259,.501,7,0,0,1,0,0,1,2018,MLB,TEX
Jose Trevino,25,3,8,8,0,2,0,0,0,3,0,0,0,1,.250,.250,.250,.500,2,1,0,0,0,0,1,2018,MLB,TEX
