Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Jeff Arnold,25,97,396,350,53,88,26,4,13,61,4,0,38,116,.251,.333,.460,.793,161,3,6,0,2,0,,0
Elliott Blair,25,69,267,223,34,51,14,1,3,26,4,6,29,60,.229,.343,.341,.684,76,7,11,2,2,0,,0
Brock Bond#,27,92,429,367,54,88,16,3,3,39,6,4,49,63,.240,.339,.324,.663,119,13,8,1,4,1,,0
Trevor Brown,21,14,62,58,5,10,4,0,0,4,0,0,4,10,.172,.226,.241,.467,14,0,0,0,0,0,,1
Ryan Cavan#,26,75,327,300,41,85,16,0,3,38,1,4,21,42,.283,.331,.367,.698,110,6,2,1,3,2,,0
Matt Duffy,22,26,115,106,17,31,6,1,5,14,3,1,7,16,.292,.342,.509,.852,54,2,1,1,0,0,,1
Bobby Haney*,24,102,397,346,40,89,14,1,4,38,3,1,34,75,.257,.326,.338,.664,117,7,3,10,4,2,,0
Devin Harris,25,129,563,508,75,131,40,5,23,84,1,1,41,123,.258,.318,.492,.810,250,6,7,0,7,1,,0
Chris Lofton*,23,120,516,446,72,115,18,11,4,41,23,13,45,105,.258,.331,.374,.705,167,7,6,14,5,1,,0
Ricky Oropesa*,23,57,253,220,30,65,16,0,8,38,0,0,24,55,.295,.368,.477,.845,105,5,4,0,5,2,,0
Angel Pagan#,31,1,3,2,0,0,0,0,0,0,0,0,1,0,.000,.333,.000,.333,0,0,0,0,0,0,,1
Shawn Payne,23,73,325,275,43,63,14,2,1,29,21,10,34,62,.229,.320,.305,.625,84,4,5,6,5,0,,0
John Polonius,22,26,108,95,10,21,4,1,1,7,2,0,7,26,.221,.286,.316,.602,30,1,2,3,1,0,,0
Travious Relaford,21,12,48,45,7,7,3,0,0,3,0,0,2,14,.156,.208,.222,.431,10,3,1,0,0,0,,0
Hector Sanchez#,23,4,14,12,1,3,1,0,0,3,0,0,1,4,.250,.286,.333,.619,4,0,0,0,1,0,,1
Pablo Sandoval#,26,2,6,6,2,4,0,0,2,2,0,0,0,0,.667,.667,1.667,2.333,10,0,0,0,0,0,,1
Myles Schroder#,25,86,326,291,42,86,20,6,6,33,12,4,25,73,.296,.359,.467,.826,136,3,5,3,2,1,,0
Eric Sim,24,17,65,58,3,16,3,0,0,10,0,0,5,13,.276,.328,.328,.656,19,0,0,1,1,0,,0
Skyler Stromsmoe#,29,16,53,42,9,11,2,0,0,2,2,1,8,9,.262,.404,.310,.713,13,0,2,1,0,0,,0
Kelby Tomlinson,23,32,148,134,13,37,7,0,0,16,5,1,12,32,.276,.338,.328,.666,44,6,1,0,1,0,,1
Angel Villalona,22,73,309,284,37,65,16,0,14,42,0,0,15,76,.229,.278,.433,.711,123,6,6,0,4,1,,0
Ydwin Villegas,22,16,54,53,3,10,2,0,0,3,1,0,1,23,.189,.204,.226,.430,12,0,0,0,0,0,,0
Mac Williamson,22,136,597,520,94,152,31,2,25,89,10,1,51,132,.292,.375,.504,.879,262,13,21,0,5,3,,1
Eliezer Zambrano#,26,29,110,95,5,23,7,0,1,11,0,1,6,13,.242,.296,.347,.644,33,2,3,2,4,0,,0
24 Players,24.0,140,5491,4836,690,1251,280,37,116,633,98,48,460,1142,.259,.331,.404,.735,1953,94,94,45,56,14,,0
