Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Rafael Boitel,18,45,182,161,23,46,6,2,0,14,6,4,18,39,.286,.359,.348,.707,56,1,1,1,1,3,0,1999,Rookie,MIN
Rob Bowen#,18,29,101,77,10,20,4,0,0,11,2,2,20,15,.260,.400,.312,.712,24,0,0,1,3,0,1,1999,Rookie,MIN
John Edwards,21,33,115,100,17,23,2,0,2,16,3,1,9,20,.230,.307,.310,.617,31,4,3,1,2,1,0,1999,Rookie,MIN
Reggie Gonzalez,19,44,158,143,17,43,6,3,1,14,3,3,7,20,.301,.333,.406,.739,58,2,1,5,2,0,0,1999,Rookie,MIN
Kareem Johnson,18,40,145,128,20,34,2,2,0,15,5,1,13,39,.266,.343,.313,.655,40,3,2,2,0,0,0,1999,Rookie,MIN
Albert Jones,21,33,82,73,11,11,0,0,0,4,4,1,5,18,.151,.235,.151,.385,11,3,3,1,0,0,0,1999,Rookie,MIN
Matt Lawton*,27,1,4,4,0,1,0,0,0,1,0,0,0,2,.250,.250,.250,.500,1,0,0,0,0,0,1,1999,Rookie,MIN
Ricky Manning*,18,19,71,51,12,10,0,0,0,7,5,1,14,13,.196,.397,.196,.593,10,1,3,3,0,0,0,1999,Rookie,MIN
Luis Maza,19,25,75,61,11,16,4,0,0,10,1,1,10,15,.262,.392,.328,.720,20,1,3,1,0,0,1,1999,Rookie,MIN
Justin Morneau*,18,17,58,53,3,16,5,0,0,9,0,1,2,6,.302,.333,.396,.730,21,2,1,1,1,0,1,1999,Rookie,MIN
Edward Nunez*,19,29,55,43,9,10,1,1,0,5,3,2,10,9,.233,.370,.302,.673,13,0,0,1,1,1,0,1999,Rookie,MIN
Barry Quickstad*,18,32,118,96,20,23,4,2,1,9,11,0,21,29,.240,.381,.354,.736,34,3,1,0,0,1,0,1999,Rookie,MIN
Matt Reed,18,27,73,65,8,12,1,0,0,7,1,1,4,10,.185,.239,.200,.439,13,0,1,2,1,0,0,1999,Rookie,MIN
Michael Sandoval,17,55,214,194,30,62,13,3,0,34,5,7,15,21,.320,.369,.418,.787,81,1,2,0,3,3,0,1999,Rookie,MIN
Gamalier Santana*,18,20,53,44,7,15,1,1,0,6,3,0,8,4,.341,.442,.409,.851,18,1,0,1,0,0,0,1999,Rookie,MIN
Brett Tamburrino#,17,14,51,43,9,9,0,0,0,5,1,0,7,10,.209,.320,.209,.529,9,2,0,1,0,0,0,1999,Rookie,MIN
Stephen Tope,17,18,69,55,14,11,3,0,0,10,2,1,9,10,.200,.353,.255,.607,14,0,4,1,0,0,0,1999,Rookie,MIN
Digno Torres*,19,53,199,166,20,46,7,1,1,26,10,2,26,36,.277,.384,.349,.733,58,4,4,1,2,1,0,1999,Rookie,MIN
Tommy Watkins,19,49,190,152,30,40,10,0,1,12,4,4,28,21,.263,.383,.349,.731,53,5,2,7,1,1,1,1999,Rookie,MIN
Michael Wrenn,21,42,151,129,24,33,8,1,4,21,6,0,15,19,.256,.340,.426,.766,55,0,2,4,1,0,0,1999,Rookie,MIN
