Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Dominick Ambrosini*,18,19,71,62,5,10,1,0,0,0,1,0,8,19,.161,.257,.177,.435,11,4,0,1,0,0,0
Brett Boyer,18,32,99,93,6,16,1,0,0,8,6,1,6,20,.172,.222,.183,.405,17,3,0,0,0,0,0
Matthew Brown#,18,31,111,99,11,16,1,0,3,8,3,0,11,38,.162,.252,.263,.515,26,1,1,0,0,0,0
Martires Castro,22,11,40,38,5,9,2,1,1,7,1,0,1,9,.237,.275,.421,.696,16,1,1,0,0,0,0
Felix Diaz#,21,6,23,19,6,7,2,1,1,4,2,0,3,4,.368,.435,.737,1.172,14,0,0,0,1,0,0
Miguel Diaz,18,20,63,56,7,10,2,1,0,5,2,0,6,12,.179,.270,.250,.520,14,1,1,0,0,0,0
Robert Dito,21,18,54,48,5,11,0,0,1,9,0,0,5,13,.229,.315,.292,.606,14,1,1,0,0,0,0
Felix Gonzalez,19,44,136,115,11,24,4,1,0,12,5,3,14,13,.209,.306,.261,.567,30,4,3,2,2,0,0
Karl Harris,18,28,95,89,4,18,4,0,0,6,0,1,4,19,.202,.245,.247,.492,22,2,1,1,0,0,0
Bob Henley,26,2,6,4,0,1,0,0,0,1,0,0,1,1,.250,.333,.250,.583,1,0,0,0,1,0,1
Nicolas Hernandez#,19,4,8,7,0,1,0,0,0,1,0,0,1,0,.143,.250,.143,.393,1,3,0,0,0,0,0
Juan Infante#,17,26,80,67,5,17,0,0,0,3,2,3,10,11,.254,.359,.254,.613,17,1,1,2,0,0,0
Rich Lane*,19,41,158,144,16,32,5,0,1,14,4,2,10,30,.222,.291,.278,.569,40,6,4,0,0,0,0
David Lutz*,17,44,172,154,21,49,8,1,0,15,4,1,14,14,.318,.384,.383,.767,59,4,3,0,1,0,0
Drew McMillan,18,31,111,100,11,21,4,0,0,2,2,1,8,19,.210,.282,.250,.532,25,1,2,1,0,0,0
Brandon Phillips,18,47,187,169,23,49,11,3,1,21,12,3,15,35,.290,.358,.408,.767,69,6,3,0,0,0,1
Danny Rombley,19,45,149,134,20,33,4,1,0,15,8,4,12,29,.246,.309,.291,.600,39,4,1,0,2,0,0
Vince Rooi,17,36,137,111,17,21,4,0,0,10,3,2,22,24,.189,.328,.225,.554,25,4,2,0,2,0,0
Omar Rosado,18,41,155,140,12,33,7,0,0,22,4,1,9,10,.236,.290,.286,.576,40,3,3,0,3,0,0
Darlin Valdez,19,14,52,48,3,13,2,1,0,4,0,0,4,10,.271,.327,.354,.681,17,1,0,0,0,0,0
Wilson Valdez,21,22,90,82,12,24,2,0,0,7,10,0,5,7,.293,.330,.317,.647,26,1,0,2,1,0,1
Brandon Watson*,17,33,135,119,15,36,2,0,0,12,4,2,11,11,.303,.361,.319,.680,38,0,1,2,2,2,1
