Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
John Ambrose,25,45,2,2,0,0,0,0,0,1,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0,2000,AA,STL
Jesús Ametller*,25,5,16,16,1,4,1,0,0,2,0,0,0,1,.250,.250,.313,.563,5,2,0,0,0,0,0,2000,AA,STL
Corey Avrard,23,57,3,2,1,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,0,0,0,0,0,0,0,2000,AA,STL
Adam Benes*,27,26,13,10,0,2,0,0,0,0,0,0,2,7,.200,.333,.200,.533,2,0,0,1,0,0,0,2000,AA,STL
Dave Benham,24,18,64,57,9,13,5,1,0,6,0,3,7,10,.228,.313,.351,.663,20,0,0,0,0,1,0,2000,AA,STL
Jason Benham*,24,5,12,11,3,6,2,0,0,1,0,0,1,0,.545,.583,.727,1.311,8,0,0,0,0,0,0,2000,AA,STL
Andy Bevins,24,125,478,430,84,138,27,4,25,88,0,4,34,87,.321,.383,.577,.960,248,11,11,0,3,0,0,2000,AA,STL
Patrick Coogan,24,27,29,21,1,3,1,0,0,1,0,0,3,10,.143,.250,.190,.440,4,0,0,5,0,0,0,2000,AA,STL
Kevin Crafton,26,57,5,3,0,2,0,0,0,2,0,0,2,1,.667,.800,.667,1.467,2,0,0,0,0,0,0,2000,AA,STL
Alex Eckelman,25,85,322,280,42,87,16,3,4,33,4,1,24,27,.311,.378,.432,.810,121,6,8,7,3,1,0,2000,AA,STL
Cordell Farley,27,96,280,249,37,57,7,1,7,24,17,8,22,76,.229,.298,.349,.648,87,1,3,5,1,0,0,2000,AA,STL
Lance Franks,24,44,18,16,2,6,0,0,0,1,0,0,1,5,.375,.412,.375,.787,6,0,0,1,0,0,0,2000,AA,STL
Matt Garrick,24,101,365,325,33,76,17,0,4,35,1,2,36,71,.234,.313,.323,.636,105,12,2,1,1,3,0,2000,AA,STL
Chris Haas*,23,82,339,291,52,79,14,2,17,59,0,1,40,84,.271,.364,.509,.872,148,11,4,1,3,2,0,2000,AA,STL
