Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Javier Brito,21,68,254,232,36,72,17,1,8,44,0,1,16,37,.310,.365,.496,.861,115,4,4,2,0,2,0,2004,Rookie,ARI
Derek Bruce,21,60,252,225,29,61,8,2,2,25,4,7,12,32,.271,.331,.351,.682,79,3,9,4,2,0,0,2004,Rookie,ARI
Josh Buhagiar*,23,31,111,96,17,25,7,2,2,11,4,1,9,21,.260,.360,.438,.798,42,0,6,0,0,1,0,2004,Rookie,ARI
Wilkin Castillo#,20,63,267,243,32,66,13,5,4,32,5,2,8,40,.272,.308,.416,.724,101,1,7,4,5,1,1,2004,Rookie,ARI
Jaen Centeno,20,56,234,196,34,58,12,2,4,34,3,5,33,48,.296,.403,.439,.842,86,3,3,1,1,1,0,2004,Rookie,ARI
Frank Curreri*,21,12,43,36,8,10,2,0,0,5,0,0,5,9,.278,.349,.333,.682,12,0,0,0,2,0,0,2004,Rookie,ARI
Manny Del Campo,21,16,38,31,4,8,2,0,1,4,0,0,4,6,.258,.395,.419,.814,13,0,3,0,0,0,0,2004,Rookie,ARI
Ramon Downing#,20,28,115,100,18,29,7,1,3,22,4,2,9,28,.290,.348,.470,.818,47,0,2,0,4,0,0,2004,Rookie,ARI
Travis Gulick,21,60,224,192,34,48,6,3,12,37,6,2,25,55,.250,.339,.500,.839,96,0,2,3,2,1,0,2004,Rookie,ARI
Miguel Matos,22,60,237,199,43,51,11,1,4,24,17,4,31,41,.256,.373,.382,.755,76,2,6,1,0,2,0,2004,Rookie,ARI
Richard Mercado,21,59,229,187,26,53,10,2,4,29,2,1,33,31,.283,.401,.422,.823,79,3,5,2,2,0,0,2004,Rookie,ARI
Juan Moreno*,22,4,4,3,0,1,1,0,0,1,0,0,1,1,.333,.500,.667,1.167,2,0,0,0,0,0,0,2004,Rookie,ARI
Juan Olivares,19,58,194,184,19,44,10,2,2,16,2,2,0,41,.239,.246,.348,.594,64,3,2,7,1,0,0,2004,Rookie,ARI
Francisco Rodriguez#,20,34,108,99,8,26,6,1,1,11,1,1,5,24,.263,.305,.374,.678,37,0,1,3,0,0,0,2004,Rookie,ARI
Jayson Santiago*,18,25,45,35,8,6,0,0,0,1,0,0,10,12,.171,.356,.171,.527,6,0,0,0,0,0,0,2004,Rookie,ARI
Ricardo Sosa,20,52,199,178,30,54,10,2,4,26,6,0,18,42,.303,.374,.449,.823,80,3,2,1,0,0,0,2004,Rookie,ARI
Josh Terrell,20,14,40,36,3,8,1,0,0,9,1,0,2,5,.222,.275,.250,.525,9,1,1,0,1,0,0,2004,Rookie,ARI
Marcus Townsend,22,45,152,126,31,37,5,1,11,27,4,1,22,48,.294,.414,.611,1.026,77,0,4,0,0,1,0,2004,Rookie,ARI
Kevin Williams,22,34,91,78,19,15,3,0,0,3,10,4,9,29,.192,.308,.231,.538,18,0,4,0,0,0,0,2004,Rookie,ARI
