Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
John Allman,24,17,74,63,8,21,5,0,1,14,1,1,9,14,.333,.419,.460,.879,29,1,1,0,1,1,0
Juan Aponte,21,22,78,69,12,21,4,0,2,11,0,0,4,21,.304,.351,.449,.801,31,2,1,4,0,0,0
Lurvin Basabe#,19,25,108,93,12,21,1,1,1,8,3,2,11,24,.226,.327,.290,.617,27,0,3,1,0,0,0
Kyle Bellows,20,54,223,200,29,48,4,4,7,32,8,2,20,30,.240,.311,.405,.716,81,3,1,1,1,0,0
Jesus Brito,21,25,107,90,16,30,7,2,0,18,0,1,14,15,.333,.419,.456,.875,41,2,0,2,1,0,0
Ben Carlson*,21,62,253,224,22,51,7,2,3,27,0,0,18,58,.228,.300,.317,.617,71,2,7,0,4,0,0
Chun-Hsiu Chen,20,59,231,195,24,42,15,0,1,19,9,2,31,42,.215,.328,.308,.635,60,5,2,2,1,2,0
Dwight Childs,20,15,50,43,3,4,0,0,1,5,0,1,3,11,.093,.204,.163,.367,7,1,3,1,0,0,0
Greg Folgia,21,65,279,232,34,63,17,3,3,36,3,5,33,49,.272,.383,.409,.792,95,6,10,2,2,2,0
Casey Frawley,21,39,163,150,20,45,6,1,2,20,1,0,10,28,.300,.350,.393,.743,59,2,2,0,1,0,0
Bo Greenwell*,20,7,28,26,5,9,2,0,0,4,2,0,2,2,.346,.393,.423,.816,11,0,0,0,0,0,0
Stephen Head*,25,2,7,7,2,2,0,0,1,3,0,0,0,1,.286,.286,.714,1.000,5,0,0,0,0,0,0
Jordan Henry*,21,67,306,248,48,71,12,0,0,23,22,1,49,37,.286,.408,.335,.743,83,3,2,7,0,2,0
Jason Kipnis*,22,29,129,111,19,34,8,3,1,19,3,3,15,18,.306,.388,.459,.847,51,1,1,0,2,1,1
Argenis Martinez,19,6,19,14,4,5,0,0,0,3,2,1,3,2,.357,.500,.357,.857,5,1,1,1,0,0,0
Moises Montero,19,4,9,6,1,0,0,0,0,1,0,0,1,0,.000,.250,.000,.250,0,0,1,1,0,0,0
Tim Palincsar*,22,55,204,183,26,38,7,1,3,18,1,0,17,49,.208,.284,.306,.590,56,3,3,0,1,0,0
Roberto Perez,20,4,15,14,3,3,1,0,0,1,0,0,1,4,.214,.267,.286,.552,4,0,0,0,0,0,1
Jason Smit,19,43,189,165,29,46,8,4,1,23,7,0,15,30,.279,.360,.394,.754,65,3,7,0,2,0,0
Kyle Smith,21,51,220,190,26,46,3,2,0,12,8,0,21,40,.242,.336,.279,.615,53,6,6,3,0,1,0
Justin Toole,22,9,33,32,1,5,1,0,0,2,2,0,1,3,.156,.182,.188,.369,6,2,0,0,0,0,0
Rafael Vera,21,58,226,204,19,49,11,1,1,18,6,1,13,56,.240,.291,.319,.610,65,6,3,3,3,0,0
