Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB,Year,Level,Org
Chad Alexander,24,2,5,5,1,2,0,0,0,2,0,0,0,2,.400,.400,.400,.800,2,0,0,0,0,0,,0,1998,AAA,HOU
René Arocha,34,11,19,17,2,4,1,1,0,2,0,0,0,2,.235,.235,.412,.647,7,1,0,2,0,0,,1,1998,AAA,HOU
Lance Berkman#,22,17,73,59,14,16,4,0,6,13,0,0,12,16,.271,.411,.644,1.055,38,1,2,0,0,1,,1,1998,AAA,HOU
Mike Blais,26,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,1,0,0,0,0,,0,1998,AAA,HOU
Rob Butler*,28,70,248,223,21,61,11,1,1,29,2,2,17,19,.274,.325,.345,.670,77,12,1,5,2,1,,1,1998,AAA,HOU
Casey Candaele#,37,66,241,221,36,64,11,2,1,25,2,0,18,34,.290,.340,.371,.711,82,12,0,0,2,2,,1,1998,AAA,HOU
Scott Elarton,22,14,21,15,1,2,1,0,0,1,0,0,1,0,.133,.188,.200,.388,3,0,0,5,0,0,,1,1998,AAA,HOU
Freddy Garcia,21,2,3,3,0,1,1,0,0,1,0,0,0,0,.333,.333,.667,1.000,2,0,0,0,0,0,,1,1998,AAA,HOU
Phil Geisler*,28,23,55,50,3,10,2,0,0,4,0,1,4,16,.200,.255,.240,.495,12,1,0,0,1,1,,0,1998,AAA,HOU
Mike Grzanich,25,34,3,2,1,1,0,0,0,1,0,0,0,1,.500,.500,.500,1.000,1,0,0,1,0,0,,1,1998,AAA,HOU
Carlos Guillen#,22,100,420,374,67,109,18,4,12,51,3,4,31,61,.291,.350,.457,.807,171,5,5,6,4,1,,1,1998,AAA,HOU
Jim Gutierrez,27,27,9,8,0,3,1,0,0,1,0,0,0,1,.375,.375,.500,.875,4,1,0,1,0,0,,0,1998,AAA,HOU
John Halama*,26,17,22,14,2,3,1,0,0,1,0,0,2,6,.214,.294,.286,.580,4,0,0,5,1,0,,1,1998,AAA,HOU
Reggie Harris,29,51,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,1,1998,AAA,HOU
Carlos Hernandez,22,134,535,494,64,147,23,2,1,54,29,11,21,81,.298,.341,.358,.699,177,10,12,7,1,3,,1,1998,AAA,HOU
Richard Hidalgo,23,10,27,24,0,4,2,0,0,1,0,0,3,2,.167,.259,.250,.509,6,3,0,0,0,0,,1,1998,AAA,HOU
Pete Incaviglia,34,76,326,281,57,91,10,1,23,66,11,3,34,63,.324,.411,.612,1.023,172,9,9,0,2,0,,1,1998,AAA,HOU
Russ Johnson,25,122,558,453,95,140,28,2,7,52,11,11,90,64,.309,.424,.426,.850,193,10,5,4,6,2,,1,1998,AAA,HOU
Dax Jones,27,31,93,80,17,22,2,2,1,10,1,1,12,9,.275,.366,.388,.753,31,4,0,0,1,0,,1,1998,AAA,HOU
Johan Lopez,23,45,7,7,0,1,1,0,0,0,0,0,0,4,.143,.143,.286,.429,2,0,0,0,0,0,,0,1998,AAA,HOU
Scott Makarewicz,31,4,12,12,1,2,0,0,0,1,0,0,0,4,.167,.167,.167,.333,2,0,0,0,0,0,,0,1998,AAA,HOU
Mitch Meluskey#,24,121,490,397,76,140,41,0,17,71,2,0,85,59,.353,.465,.584,1.050,232,15,3,0,5,10,,1,1998,AAA,HOU
Bob Milacki,33,29,37,33,2,3,1,1,0,2,0,0,2,10,.091,.143,.182,.325,6,0,0,2,0,0,,1,1998,AAA,HOU
Orlando Miller,29,29,110,98,15,29,6,2,0,9,1,0,10,25,.296,.364,.398,.762,39,2,1,0,1,0,,1,1998,AAA,HOU
Ryan Miller,25,8,19,17,4,5,1,0,0,3,1,0,1,3,.294,.368,.353,.721,6,0,1,0,0,0,,0,1998,AAA,HOU
Donovan Mitchell*,28,49,115,103,16,29,5,1,3,15,2,3,9,19,.282,.342,.437,.779,45,3,1,1,1,0,,0,1998,AAA,HOU
Ray Montgomery,28,75,305,272,42,79,18,1,9,45,4,2,26,48,.290,.354,.463,.817,126,8,3,0,4,0,,1,1998,AAA,HOU
Mike Neal,26,30,101,91,13,21,4,1,0,6,0,0,2,16,.231,.290,.297,.587,27,1,6,1,1,0,,0,1998,AAA,HOU
C.J. Nitkowski*,25,5,5,5,0,1,0,0,0,0,0,0,0,2,.200,.200,.200,.400,1,0,0,0,0,0,,1,1998,AAA,HOU
J.R. Phillips*,28,56,249,225,51,68,18,0,21,60,1,1,21,65,.302,.361,.662,1.024,149,4,1,0,2,2,,1,1998,AAA,HOU
Edgar Ramos,23,13,11,10,0,2,0,0,0,0,0,0,0,5,.200,.200,.200,.400,2,0,0,1,0,0,,1,1998,AAA,HOU
Ken Ramos*,31,84,251,217,28,64,9,0,4,30,2,0,29,24,.295,.378,.392,.769,85,3,1,2,2,3,,1,1998,AAA,HOU
Luis Rivera,34,33,92,82,17,19,2,1,1,7,2,1,9,8,.232,.308,.317,.625,26,2,0,1,0,0,,1,1998,AAA,HOU
Roberto Rivera*,29,54,3,3,0,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000,2,0,0,0,0,0,,1,1998,AAA,HOU
Marc Ronan*,28,51,141,123,7,30,5,0,1,10,0,0,17,25,.244,.340,.309,.649,38,3,1,0,0,2,,1,1998,AAA,HOU
Derek Root*,23,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,,0,1998,AAA,HOU
Paul Russo,28,93,309,268,33,68,15,1,12,44,0,0,30,55,.254,.333,.451,.785,121,10,4,3,4,1,,0,1998,AAA,HOU
Roger Salkeld,27,38,6,4,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,2,0,0,,1,1998,AAA,HOU
Jamie Saylor*,23,4,11,11,3,4,0,1,1,3,0,0,0,0,.364,.364,.818,1.182,9,0,0,0,0,0,,0,1998,AAA,HOU
Bob Scanlan,31,14,9,7,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,2,0,0,,1,1998,AAA,HOU
Brian Sikorski,23,19,18,16,5,6,0,0,0,1,0,0,2,5,.375,.444,.375,.819,6,0,0,0,0,0,,1,1998,AAA,HOU
Joe Slusarski,31,31,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,,1,1998,AAA,HOU
Scott Taylor,31,9,9,7,0,1,0,0,0,0,0,0,0,2,.143,.143,.143,.286,1,0,0,2,0,0,,1,1998,AAA,HOU
Chris Truby,24,5,18,17,6,7,1,1,1,1,1,0,1,3,.412,.444,.765,1.209,13,0,0,0,0,0,,1,1998,AAA,HOU
Kent Wallace*,27,7,1,1,0,1,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,1,0,0,0,0,0,,0,1998,AAA,HOU
Daryle Ward*,23,116,510,463,78,141,31,1,23,96,2,0,41,78,.305,.361,.525,.886,243,17,2,0,4,7,,1,1998,AAA,HOU
David West*,33,20,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,0,0,0,,1,1998,AAA,HOU
