Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB,Year,Level,Org
Dusty Allen,25,87,331,292,42,78,21,1,16,45,0,2,31,80,.267,.341,.510,.852,149,5,4,0,4,0,,1,1998,AAA,SDP
George Arias,26,114,482,435,73,134,33,4,36,119,0,1,37,108,.308,.365,.651,1.016,283,9,5,0,5,2,,1,1998,AAA,SDP
Archi Cianfrocco,31,38,139,127,15,36,8,1,6,16,3,1,11,35,.283,.345,.504,.849,64,2,1,0,0,0,,1,1998,AAA,SDP
Matt Clement,23,27,31,21,1,0,0,0,0,1,0,0,1,8,.000,.087,.000,.087,0,0,1,8,0,0,,1,1998,AAA,SDP
Craig Colbert,33,5,18,18,0,3,1,0,0,2,0,0,0,3,.167,.167,.222,.389,4,0,0,0,0,0,,1,1998,AAA,SDP
Doug Dascenzo#,34,7,32,26,5,5,1,0,0,2,2,0,5,2,.192,.313,.231,.543,6,0,0,0,1,0,,1,1998,AAA,SDP
Mike Devereaux,35,34,129,120,19,32,10,1,2,12,1,0,9,13,.267,.318,.417,.734,50,6,0,0,0,1,,1,1998,AAA,SDP
Ed Giovanola*,29,4,17,15,4,5,0,0,0,1,0,1,2,3,.333,.412,.333,.745,5,0,0,0,0,0,,1,1998,AAA,SDP
Jimmy Gonzalez,25,51,179,160,22,38,9,0,5,21,1,0,15,44,.238,.303,.388,.691,62,1,1,1,2,1,,0,1998,AAA,SDP
Creighton Gubanich,26,86,331,292,48,85,22,0,19,70,1,1,30,85,.291,.356,.562,.918,164,4,3,0,6,3,,1,1998,AAA,SDP
Aaron Guiel*,25,60,218,183,33,57,15,4,5,31,5,1,28,51,.311,.410,.519,.929,95,4,4,1,2,2,,1,1998,AAA,SDP
Dave Hajek,30,130,578,539,85,177,45,3,4,63,14,6,23,46,.328,.350,.445,.795,240,13,1,3,12,0,,1,1998,AAA,SDP
Scot Hemmings,21,3,9,8,0,1,0,0,0,0,0,0,1,3,.125,.222,.125,.347,1,0,0,0,0,0,,0,1998,AAA,SDP
Brent Horsman*,21,1,2,2,1,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,1,0,0,0,0,0,,0,1998,AAA,SDP
Brad Kaufman,26,23,33,33,2,5,1,0,0,1,0,0,0,17,.152,.152,.182,.333,6,1,0,0,0,0,,0,1998,AAA,SDP
Greg LaRocca,25,95,339,304,55,94,22,5,8,39,7,4,19,48,.309,.371,.493,.864,150,3,12,2,2,0,,1,1998,AAA,SDP
Kevin Lomon,26,30,23,18,0,3,0,0,0,0,0,0,2,7,.167,.250,.167,.417,3,0,0,3,0,0,,1,1998,AAA,SDP
Juan Melo#,21,130,500,467,61,127,26,1,6,47,9,8,24,91,.272,.311,.370,.682,173,15,4,2,3,2,,1,1998,AAA,SDP
Paul Menhart,29,49,6,5,2,1,0,0,0,1,0,0,1,4,.200,.333,.200,.533,1,0,0,0,0,0,,1,1998,AAA,SDP
Shea Morenz*,24,13,40,37,5,11,5,0,1,6,0,0,1,9,.297,.350,.514,.864,19,2,2,0,0,0,,0,1998,AAA,SDP
James Mouton,29,50,211,192,38,68,17,3,4,31,15,1,17,31,.354,.408,.536,.944,103,9,1,0,1,0,,1,1998,AAA,SDP
