Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,CC Sabathia*,29,21,7,.750,3.18,34,34,0,2,0,0,237.2,209,92,84,20,74,6,197,7,1,8,970,136,3.54,1.191,7.9,0.8,2.8,7.5,2.66,1
SP,A.J. Burnett,33,10,15,.400,5.26,33,33,0,1,0,0,186.2,204,118,109,25,78,2,145,19,0,16,829,82,4.83,1.511,9.8,1.2,3.8,7.0,1.86,1
SP,Phil Hughes,24,18,8,.692,4.19,31,29,0,0,0,0,176.1,162,83,82,25,58,1,146,0,1,9,730,103,4.25,1.248,8.3,1.3,3.0,7.5,2.52,1
SP,Javier Vazquez,33,10,10,.500,5.32,31,26,4,0,0,0,157.1,155,96,93,32,65,4,121,7,0,8,683,81,5.56,1.398,8.9,1.8,3.7,6.9,1.86,1
SP,Andy Pettitte*,38,11,3,.786,3.28,21,21,0,0,0,0,129.0,123,52,47,13,41,3,101,3,0,2,536,132,3.85,1.271,8.6,0.9,2.9,7.0,2.46,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Mariano Rivera,40,3,3,.500,1.80,61,0,55,0,0,33,60.0,39,14,12,2,11,3,45,5,0,0,230,241,2.81,0.833,5.9,0.3,1.7,6.8,4.09,1
RP,Joba Chamberlain,24,3,4,.429,4.40,73,0,18,0,0,3,71.2,71,37,35,6,22,2,77,1,1,5,305,98,2.98,1.298,8.9,0.8,2.8,9.7,3.50,1
RP,David Robertson,25,4,5,.444,3.82,64,0,10,0,0,1,61.1,59,26,26,5,33,6,71,3,2,7,273,114,3.58,1.500,8.7,0.7,4.8,10.4,2.15,1
RP,Chad Gaudin,27,1,2,.333,4.50,30,0,17,0,0,0,48.0,46,27,24,11,20,0,33,5,0,3,209,96,6.25,1.375,8.6,2.1,3.8,6.2,1.65,1
RP,Boone Logan*,25,2,0,1.000,2.93,51,0,8,0,0,0,40.0,34,13,13,3,20,3,38,1,0,1,169,149,3.73,1.350,7.7,0.7,4.5,8.6,1.90,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Dustin Moseley,28,4,4,.500,4.96,16,9,2,0,0,0,65.1,66,36,36,13,27,0,33,2,0,0,278,87,5.99,1.423,9.1,1.8,3.7,4.5,1.22,1
,Sergio Mitre,29,0,3,.000,3.33,27,3,13,0,0,1,54.0,43,23,20,7,16,0,29,2,0,1,213,130,4.69,1.093,7.2,1.2,2.7,4.8,1.81,1
,Ivan Nova,23,1,2,.333,4.50,10,7,3,0,0,0,42.0,44,22,21,4,17,2,26,1,0,2,185,97,4.36,1.452,9.4,0.9,3.6,5.6,1.53,1
,Chan Ho Park,37,2,1,.667,5.60,27,0,15,0,0,0,35.1,40,25,22,7,12,0,29,1,0,2,157,78,5.12,1.472,10.2,1.8,3.1,7.4,2.42,1
,Kerry Wood,33,2,0,1.000,0.69,24,0,1,0,0,0,26.0,14,2,2,1,18,2,31,1,0,3,108,631,3.39,1.231,4.8,0.3,6.2,10.7,1.72,1
,Damaso Marte*,35,0,0,,4.08,30,0,3,0,0,0,17.2,10,8,8,2,11,1,12,1,1,2,76,108,5.23,1.189,5.1,1.0,5.6,6.1,1.09,1
,Alfredo Aceves,27,3,0,1.000,3.00,10,0,2,0,0,1,12.0,10,5,4,1,4,1,2,1,0,0,53,148,5.08,1.167,7.5,0.8,3.0,1.5,0.50,1
,Jonathan Albaladejo,27,0,0,,3.97,10,0,5,0,0,0,11.1,9,5,5,1,8,1,8,2,0,0,50,112,5.46,1.500,7.1,0.8,6.4,6.4,1.00,1
,Romulo Sanchez,26,0,0,,0.00,2,0,1,0,0,0,4.1,1,0,0,0,3,0,5,0,0,0,17,,2.85,0.923,2.1,0.0,6.2,10.4,1.67,1
,Mark Melancon,25,0,0,,9.00,2,0,2,0,0,0,4.0,7,5,4,1,0,0,3,0,0,0,19,52,4.83,1.750,15.8,2.3,0.0,6.8,,1
,Royce Ring*,29,0,0,,15.43,5,0,0,0,0,0,2.1,3,4,4,0,2,0,2,0,0,0,12,32,3.94,2.143,11.6,0.0,7.7,7.7,1.00,1
,Team Totals,30.1,95,67,.586,4.06,162,162,159,3,0,39,1442.1,1349,693,651,179,540,37,1154,62,6,69,6102,107,4.34,1.310,8.4,1.1,3.4,7.2,2.14,1
,Rank in 14 AL teams,,2,13,,7,,,,12,9,8,8 ,3,5,6,13,9,,5,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
