Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,John Lackey,31,14,11,.560,4.40,33,33,0,0,0,0,215.0,233,114,105,18,72,2,156,9,0,3,930,99,3.85,1.419,9.8,0.8,3.0,6.5,2.17,1
SP,Jon Lester*,26,19,9,.679,3.25,32,32,0,2,0,0,208.0,167,81,75,14,83,0,225,10,0,6,861,134,3.13,1.202,7.2,0.6,3.6,9.7,2.71,1
SP,Clay Buchholz,25,17,7,.708,2.33,28,28,0,1,1,0,173.2,142,55,45,9,67,1,120,5,1,7,711,187,3.61,1.203,7.4,0.5,3.5,6.2,1.79,1
SP,Daisuke Matsuzaka,29,9,6,.600,4.69,25,25,0,0,0,0,153.2,137,84,80,13,74,1,133,8,0,4,664,93,4.05,1.373,8.0,0.8,4.3,7.8,1.80,1
SP,Tim Wakefield,43,4,10,.286,5.34,32,19,10,0,0,0,140.0,153,92,83,19,36,3,84,5,1,11,610,82,4.52,1.350,9.8,1.2,2.3,5.4,2.33,1
SP,Josh Beckett,30,6,6,.500,5.78,21,21,0,0,0,0,127.2,151,89,82,20,45,3,116,8,0,3,577,75,4.54,1.535,10.6,1.4,3.2,8.2,2.58,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Jonathan Papelbon,29,5,7,.417,3.90,65,0,53,0,0,37,67.0,57,34,29,7,28,4,76,2,0,4,287,112,3.51,1.269,7.7,0.9,3.8,10.2,2.71,1
RP,Daniel Bard,25,1,2,.333,1.93,73,0,12,0,0,3,74.2,45,18,16,6,30,3,76,2,0,2,295,227,3.37,1.004,5.4,0.7,3.6,9.2,2.53,1
RP,Hideki Okajima*,34,4,4,.500,4.50,56,0,12,0,0,0,46.0,59,24,23,6,20,5,33,0,0,2,213,97,4.64,1.717,11.5,1.2,3.9,6.5,1.65,1
RP,Manny Delcarmen,28,3,2,.600,4.70,48,0,9,0,0,0,44.0,33,24,23,7,28,1,32,1,0,0,193,93,5.67,1.386,6.8,1.4,5.7,6.5,1.14,1
RP,Ramon Ramirez,28,0,3,.000,4.46,44,0,17,0,0,2,42.1,39,21,21,6,16,2,31,0,1,4,178,98,4.59,1.299,8.3,1.3,3.4,6.6,1.94,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Scott Atchison,34,2,3,.400,4.50,43,1,8,0,0,0,60.0,58,37,30,9,19,2,41,1,0,4,253,97,4.66,1.283,8.7,1.4,2.9,6.2,2.16,1
,Felix Doubront*,22,2,2,.500,4.32,12,3,5,0,0,2,25.0,27,16,12,3,10,0,23,1,0,3,113,102,4.12,1.480,9.7,1.1,3.6,8.3,2.30,1
,Michael Bowden,23,0,1,.000,4.70,14,0,7,0,0,0,15.1,20,8,8,2,4,0,13,0,0,2,66,95,3.86,1.565,11.7,1.2,2.3,7.6,3.25,1
,Scott Schoeneweis*,36,1,0,1.000,7.90,15,0,6,0,0,0,13.2,19,12,12,2,10,1,13,0,0,1,68,56,5.27,2.122,12.5,1.3,6.6,8.6,1.30,1
,Dustin Richardson*,26,0,0,,4.15,26,0,4,0,0,0,13.0,15,6,6,2,14,1,12,1,0,0,67,108,6.69,2.231,10.4,1.4,9.7,8.3,0.86,1
,Robert Manuel,26,1,0,1.000,4.26,10,0,6,0,0,0,12.2,10,6,6,5,7,1,5,0,0,0,54,105,9.08,1.342,7.1,3.6,5.0,3.6,0.71,1
,Joe Nelson,35,0,0,,9.72,8,0,4,0,0,0,8.1,14,9,9,2,6,0,9,0,0,0,45,47,6.20,2.400,15.1,2.2,6.5,9.7,1.50,1
,Robert Coello,25,0,0,,4.76,6,0,2,0,0,0,5.2,4,3,3,0,5,0,5,0,0,1,26,97,3.96,1.588,6.4,0.0,7.9,7.9,1.00,1
,Rich Hill*,30,1,0,1.000,0.00,6,0,0,0,0,0,4.0,5,0,0,0,1,0,3,0,0,0,18,,2.33,1.500,11.3,0.0,2.3,6.8,3.00,1
,Boof Bonser,28,0,0,,18.00,2,0,1,0,0,0,2.0,6,4,4,0,2,0,0,0,0,0,13,28,6.08,4.000,27.0,0.0,9.0,0.0,0.00,1
,Matt Fox,27,0,0,,10.80,3,0,1,0,0,0,1.2,4,2,2,0,1,0,0,0,0,1,10,49,4.88,3.000,21.6,0.0,5.4,0.0,0.00,1
,Fernando Cabrera,28,0,0,,20.25,1,0,0,0,0,0,1.1,2,3,3,1,2,0,0,0,0,0,7,27,17.33,3.000,13.5,6.8,13.5,0.0,0.00,1
,Jonathan Van Every*,30,0,0,,18.00,1,0,1,0,0,0,1.0,2,2,2,1,0,0,1,0,0,0,5,33,14.08,2.000,18.0,9.0,0.0,9.0,,1
,Bill Hall,30,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,3.08,0.000,0.0,0.0,0.0,0.0,,1
,Team Totals,29.8,89,73,.549,4.20,162,162,159,3,1,44,1456.2,1402,744,679,152,580,30,1207,53,3,58,6267,104,4.08,1.361,8.7,0.9,3.6,7.5,2.08,1
,Rank in 14 AL teams,,5,10,,9,,,,12,7,4,1 ,5,11,10,6,14,,1,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
