Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Hayden Beard,26,4,3,.571,6.17,41,0,12,0,0,0,58.1,81,47,40,6,21,1,61,4,0,7,278,1.749,12.5,0.9,3.2,9.4,2.90,0
Aaron Breit,25,2,1,.667,7.01,20,1,5,0,0,1,25.2,39,21,20,1,9,0,28,1,0,2,125,1.870,13.7,0.4,3.2,9.8,3.11,0
Jose De Paula*,23,10,5,.667,5.22,26,23,0,0,0,0,112.0,129,81,65,4,37,0,87,2,0,2,506,1.482,10.4,0.3,3.0,7.0,2.35,1
Chris Fetter,25,1,6,.143,5.80,13,11,0,0,0,0,49.2,70,41,32,7,9,0,43,2,0,6,227,1.591,12.7,1.3,1.6,7.8,4.78,0
Erik Hamren,24,2,0,1.000,1.08,15,0,8,0,0,1,16.2,12,2,2,0,2,0,21,1,1,2,61,0.840,6.5,0.0,1.1,11.3,10.50,1
Aaron Harang,33,0,1,.000,6.75,1,1,0,0,0,0,4.0,5,3,3,0,1,0,7,0,0,0,17,1.500,11.3,0.0,2.3,15.8,7.00,1
Pedro Hernandez*,22,5,0,1.000,2.70,15,6,2,0,0,0,56.2,52,19,17,3,6,2,44,0,0,0,226,1.024,8.3,0.5,1.0,7.0,7.33,1
Zach Herr*,24,5,3,.625,3.10,52,0,18,0,0,3,72.2,66,31,25,3,27,2,77,3,1,4,311,1.280,8.2,0.4,3.3,9.5,2.85,0
Jeff Ibarra*,23,3,2,.600,3.93,22,0,1,0,0,0,36.2,31,16,16,1,9,1,29,1,0,0,148,1.091,7.6,0.2,2.2,7.1,3.22,0
Robert Lara,24,0,1,.000,11.25,11,0,3,0,0,1,16.0,22,20,20,1,14,0,10,0,0,3,84,2.250,12.4,0.6,7.9,5.6,0.71,0
Matt Lollis,20,4,8,.333,5.35,31,19,3,0,0,1,119.1,135,86,71,12,45,0,114,13,1,8,535,1.508,10.2,0.9,3.4,8.6,2.53,0
Chase Marona,22,0,0,,0.00,2,0,1,0,0,0,2.1,0,0,0,0,2,0,3,0,0,0,9,0.857,0.0,0.0,7.7,11.6,1.50,0
Jeremy McBryde,24,2,4,.333,4.32,63,0,14,0,0,0,93.2,99,55,45,10,29,4,96,5,0,3,414,1.367,9.5,1.0,2.8,9.2,3.31,0
Miles Mikolas,22,3,0,1.000,1.13,34,0,30,0,0,12,39.2,31,5,5,1,9,2,42,3,0,0,159,1.008,7.0,0.2,2.0,9.5,4.67,1
Stiven Osuna,24,0,0,,9.18,8,0,0,0,0,0,16.2,27,18,17,5,8,0,12,2,0,5,89,2.100,14.6,2.7,4.3,6.5,1.50,0
Dustin Pease*,25,0,7,.000,3.18,55,0,13,0,0,1,73.2,69,35,26,7,23,3,66,8,0,2,319,1.249,8.4,0.9,2.8,8.1,2.87,0
Jason Ray,26,7,4,.636,2.52,41,0,29,0,0,11,53.2,42,20,15,2,19,1,64,2,1,0,223,1.137,7.0,0.3,3.2,10.7,3.37,0
Nick Schmidt*,25,3,5,.375,3.84,12,12,0,0,0,0,63.1,62,35,27,7,23,0,58,4,2,6,272,1.342,8.8,1.0,3.3,8.2,2.52,0
Adam Schrader,24,0,1,.000,9.00,5,0,1,0,0,0,8.0,14,8,8,0,7,2,2,1,0,0,45,2.625,15.8,0.0,7.9,2.3,0.29,0
Jerry Sullivan,23,6,9,.400,5.95,28,28,0,0,0,0,134.2,184,111,89,17,32,0,74,2,0,4,620,1.604,12.3,1.1,2.1,4.9,2.31,0
Joe Thatcher*,29,0,0,,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,2,0,0,0,3,0.000,0.0,0.0,0.0,18.0,,1
Mike Watt*,22,6,9,.400,5.36,26,26,0,0,0,0,124.1,146,87,74,11,45,1,119,5,0,13,560,1.536,10.6,0.8,3.3,8.6,2.64,0
Andrew Werner*,24,5,2,.714,3.03,13,13,0,0,0,0,68.1,72,26,23,1,13,1,55,3,0,2,288,1.244,9.5,0.1,1.7,7.2,4.23,1
Chris Wilkes,21,1,0,1.000,4.91,4,0,0,0,0,0,7.1,9,7,4,2,5,0,4,2,0,1,37,1.909,11.0,2.5,6.1,4.9,0.80,0
