Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Ryan Acosta,22,0,2,.000,10.66,8,0,3,0,0,0,12.2,23,21,15,3,9,0,12,1,0,1,71,2.526,16.3,2.1,6.4,8.5,1.33,0
Geison Aguasviva*,23,0,1,.000,1.13,6,0,3,0,0,0,8.0,5,2,1,1,2,0,6,2,0,0,32,0.875,5.6,1.1,2.3,6.8,3.00,0
Steve Ames,23,0,0,,1.17,15,0,15,0,0,9,15.1,10,3,2,1,2,1,28,0,0,1,60,0.783,5.9,0.6,1.2,16.4,14.00,1
Logan Bawcom,22,1,2,.333,3.74,21,0,20,0,0,13,21.2,17,10,9,2,12,0,28,1,0,0,91,1.338,7.1,0.8,5.0,11.6,2.33,0
Freddie Cabrera,21,1,0,1.000,5.91,4,0,0,0,0,0,10.2,12,8,7,1,4,0,5,2,1,1,47,1.500,10.1,0.8,3.4,4.2,1.25,0
Daniel Carela,23,0,0,,4.35,8,0,3,0,0,0,10.1,13,12,5,0,8,0,7,0,0,1,52,2.032,11.3,0.0,7.0,6.1,0.88,0
Carlos Frias,21,1,1,.500,6.19,12,0,6,0,0,0,16.0,17,13,11,3,17,0,11,0,0,4,76,2.125,9.6,1.7,9.6,6.2,0.65,1
Jon Garland,31,0,0,,5.79,1,1,0,0,0,0,4.2,6,3,3,0,0,0,3,0,0,0,20,1.286,11.6,0.0,0.0,5.8,,1
Blake Hawksworth,28,0,0,,2.25,4,4,0,0,0,0,4.0,2,1,1,0,1,0,5,0,0,0,15,0.750,4.5,0.0,2.3,11.3,5.00,1
John Housey,23,0,0,,27.00,1,0,1,0,0,0,1.0,3,3,3,1,2,0,0,0,0,1,8,5.000,27.0,9.0,18.0,0.0,0.00,0
Kenley Jansen,23,0,0,,0.00,2,2,0,0,0,0,2.0,0,0,0,0,0,0,4,0,0,0,6,0.000,0.0,0.0,0.0,18.0,,1
Hung-Chih Kuo*,29,0,1,.000,6.23,5,1,0,0,0,0,4.1,7,3,3,0,1,0,7,0,0,0,21,1.846,14.5,0.0,2.1,14.5,7.00,1
Matt Magill,21,11,5,.688,4.33,26,21,1,0,0,0,139.1,156,78,67,15,52,1,126,2,2,9,617,1.493,10.1,1.0,3.4,8.1,2.42,1
Ethan Martin,22,4,4,.500,7.36,16,9,1,0,0,0,55.0,65,48,45,8,37,0,61,5,1,5,267,1.855,10.6,1.3,6.1,10.0,1.65,1
Aaron Miller*,23,3,2,.600,3.97,10,6,0,0,0,0,34.0,37,19,15,2,18,0,30,1,1,2,152,1.618,9.8,0.5,4.8,7.9,1.67,0
Bret Montgomery,25,0,0,,3.86,2,0,0,0,0,0,4.2,2,3,2,1,4,0,7,1,0,3,23,1.286,3.9,1.9,7.7,13.5,1.75,0
Scott Nestor,26,0,0,,10.80,3,0,1,0,0,0,3.1,2,4,4,0,6,0,4,0,0,4,19,2.400,5.4,0.0,16.2,10.8,0.67,0
Justin Orenduff,28,0,0,,8.74,9,0,2,0,0,0,11.1,11,11,11,1,13,0,7,1,0,6,57,2.118,8.7,0.8,10.3,5.6,0.54,0
Arismendy Ozoria,20,7,5,.583,5.40,19,14,0,0,0,0,85.0,94,55,51,16,41,0,58,7,0,5,381,1.588,10.0,1.7,4.3,6.1,1.41,0
Vicente Padilla,33,0,0,,1.42,4,4,0,0,0,0,6.1,4,1,1,0,1,0,5,1,0,0,24,0.789,5.7,0.0,1.4,7.1,5.00,1
Red Patterson,24,7,1,.875,3.91,14,14,0,1,1,0,92.0,78,42,40,10,25,0,93,1,1,1,369,1.120,7.6,1.0,2.4,9.1,3.72,1
Jon Michael Redding,23,11,7,.611,3.66,25,24,0,0,0,0,137.2,132,64,56,9,52,0,130,11,0,1,595,1.337,8.6,0.6,3.4,8.5,2.50,0
Chris Reed*,21,0,1,.000,7.71,3,3,0,0,0,0,7.0,9,6,6,1,4,0,9,1,0,0,34,1.857,11.6,1.3,5.1,11.6,2.25,1
Jordan Roberts*,25,7,4,.636,3.03,36,0,11,0,0,0,71.1,74,29,24,5,19,1,58,0,3,2,293,1.304,9.3,0.6,2.4,7.3,3.05,0
Robert Romero,26,0,1,.000,8.56,24,0,5,0,0,1,27.1,31,32,26,2,29,0,32,3,0,7,142,2.195,10.2,0.7,9.5,10.5,1.10,0
Andres Santiago,21,8,5,.615,5.03,28,20,2,0,0,0,121.2,150,76,68,10,48,0,113,8,4,6,559,1.627,11.1,0.7,3.6,8.4,2.35,0
Steve Smith,25,5,5,.500,3.63,43,0,22,0,0,9,69.1,67,33,28,5,27,1,59,4,0,4,304,1.356,8.7,0.6,3.5,7.7,2.19,0
Javier Solano,21,2,3,.400,4.09,26,0,12,0,0,3,44.0,54,24,20,3,9,1,45,0,1,6,189,1.432,11.0,0.6,1.8,9.2,5.00,0
Andy Suiter*,24,0,2,.000,5.61,25,0,8,0,0,0,43.1,46,30,27,4,31,1,35,4,0,6,206,1.777,9.6,0.8,6.4,7.3,1.13,0
Shawn Tolleson,23,2,0,1.000,0.93,5,0,5,0,0,3,9.2,2,3,1,1,3,0,17,0,0,0,36,0.517,1.9,0.9,2.8,15.8,5.67,1
Luis Vasquez,25,0,2,.000,3.77,13,0,8,0,0,0,14.1,13,8,6,0,21,5,11,2,1,2,77,2.372,8.2,0.0,13.2,6.9,0.52,0
Josh Walter,26,3,1,.750,3.74,30,2,7,0,0,1,65.0,63,31,27,6,29,0,64,3,0,3,288,1.415,8.7,0.8,4.0,8.9,2.21,0
Allen Webster,21,5,2,.714,2.33,9,9,0,0,0,0,54.0,46,18,14,2,21,0,62,4,1,1,228,1.241,7.7,0.3,3.5,10.3,2.95,1
Greg Wilborn*,24,2,3,.400,6.85,12,6,3,0,0,1,43.1,48,34,33,3,28,0,38,3,0,2,200,1.754,10.0,0.6,5.8,7.9,1.36,0
