Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,Notes,MLB
David Aardsma,31,1,0,1.000,2.57,10,0,2,0,0,0,14.0,9,5,4,2,8,2,12,0,1,0,58,1.214,5.8,1.3,5.1,7.7,1.50,,1
Jonathan Albaladejo,30,4,5,.444,3.80,57,0,15,0,0,4,73.1,83,34,31,5,23,6,72,2,0,2,323,1.445,10.2,0.6,2.8,8.8,3.13,,1
Steve Ames,25,1,0,1.000,3.75,9,0,2,0,0,0,12.0,14,5,5,2,4,0,5,0,0,0,50,1.500,10.5,1.5,3.0,3.8,1.25,,1
A.J. Battisto,29,1,1,.500,7.65,17,6,5,0,0,0,37.2,49,35,32,7,24,2,24,1,0,3,179,1.938,11.7,1.7,5.7,5.7,1.00,,0
Duane Below*,27,5,5,.500,2.55,13,13,0,0,0,0,74.0,77,31,21,3,21,2,53,1,1,1,310,1.324,9.4,0.4,2.6,6.4,2.52,,1
Arquimedes Caminero,26,1,0,1.000,0.00,1,0,0,0,0,0,2.0,0,0,0,0,0,0,1,0,0,0,6,0.000,0.0,0.0,0.0,4.5,,,1
Jordan Conley,26,1,0,1.000,3.00,2,0,0,0,0,0,3.0,2,1,1,1,0,0,2,0,0,0,11,0.667,6.0,3.0,0.0,6.0,,,0
Sam Dyson,25,1,3,.250,2.61,5,5,0,0,0,0,31.0,23,10,9,1,12,1,16,1,0,1,125,1.129,6.7,0.3,3.5,4.6,1.33,,1
Brian Flynn*,23,6,11,.353,2.80,23,23,0,0,0,0,138.0,127,52,43,7,40,0,122,4,2,7,570,1.210,8.3,0.5,2.6,8.0,3.05,,1
Brad Hand*,23,3,5,.375,3.42,15,15,0,0,0,0,81.2,69,33,31,7,45,0,81,2,0,6,351,1.396,7.6,0.8,5.0,8.9,1.80,,1
Chris Hatcher,28,4,3,.571,3.61,60,0,55,0,0,33,67.1,69,27,27,8,28,5,65,1,0,3,296,1.441,9.2,1.1,3.7,8.7,2.32,,1
Jay Jackson,25,1,1,.500,4.68,7,4,0,0,0,0,25.0,29,16,13,3,11,0,20,0,0,1,110,1.600,10.4,1.1,4.0,7.2,1.82,,1
Dan Jennings*,26,4,2,.667,1.80,18,0,4,0,0,1,25.0,19,8,5,1,11,1,25,0,0,3,105,1.200,6.8,0.4,4.0,9.0,2.27,,1
Tom Koehler,27,0,2,.000,2.74,4,4,0,0,0,0,23.0,16,8,7,2,12,0,18,0,0,0,94,1.217,6.3,0.8,4.7,7.0,1.50,,1
James Leverton*,27,3,2,.600,2.66,30,0,8,0,0,2,50.2,29,15,15,5,21,3,48,1,0,1,200,0.987,5.2,0.9,3.7,8.5,2.29,,0
