Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Michael Bertram*,24,102,409,372,51,106,21,4,8,55,2,2,27,69,.285,.340,.427,.767,159,6,6,0,4,8,0
Brennan Boesch*,23,111,461,417,46,104,17,8,7,64,3,5,36,90,.249,.310,.379,.689,158,9,3,0,5,6,1
Adrian Casanova,25,5,18,18,0,3,0,0,0,2,0,0,0,3,.167,.167,.167,.333,3,1,0,0,0,0,0
Pedro Cotto*,26,40,147,130,13,24,4,1,3,10,1,1,11,15,.185,.255,.300,.555,39,4,2,2,2,0,0
Santo De Leon,24,46,184,179,19,52,11,0,4,18,2,0,4,30,.291,.304,.419,.723,75,8,0,0,1,2,0
Adam Frost,21,9,32,29,6,7,2,1,2,4,0,1,2,4,.241,.313,.586,.899,17,1,1,0,0,0,0
Cale Iorg,22,99,431,383,61,96,15,7,10,47,22,11,35,111,.251,.329,.405,.734,155,9,11,0,2,6,0
Carmelo Jaime#,22,37,146,128,12,25,2,0,0,8,1,6,15,29,.195,.278,.211,.489,27,1,0,2,1,1,0
Justin Justice*,23,76,313,282,46,84,18,5,10,37,3,9,29,77,.298,.364,.504,.868,142,3,1,0,1,3,0
Jeff Kunkel#,25,53,192,173,14,41,8,0,1,21,1,1,12,30,.237,.289,.301,.590,52,8,2,2,3,0,0
Jeramy Laster,23,129,531,481,68,98,22,4,24,64,11,10,40,200,.204,.268,.416,.684,200,3,4,1,5,1,0
Jordan Lennerton*,22,18,71,56,9,10,2,0,1,8,0,0,14,18,.179,.338,.268,.606,15,1,0,0,1,0,0
Gustavo Nunez#,20,45,164,147,14,36,4,0,0,15,1,3,11,29,.245,.304,.272,.576,40,4,2,3,1,0,0
Louis Ott#,23,93,379,322,42,82,10,3,2,29,5,5,46,76,.255,.349,.323,.672,104,7,2,7,2,1,0
Shawn Roof,23,48,182,153,21,40,8,0,0,16,3,5,20,26,.261,.365,.314,.679,48,5,5,4,0,0,0
Luis Salas,19,6,19,15,0,4,1,1,0,4,1,1,4,5,.267,.421,.467,.888,7,0,0,0,0,0,0
Gary Sheffield,39,5,19,13,7,2,0,0,2,2,0,0,6,1,.154,.421,.615,1.036,8,0,0,0,0,1,1
Scott Sizemore,23,53,234,203,32,58,11,1,4,20,14,3,24,44,.286,.365,.409,.774,83,2,3,1,3,1,1
James Skelton*,22,63,282,212,43,65,8,2,3,23,14,5,64,50,.307,.468,.406,.873,86,4,1,4,1,3,0
Ryan Strieby,22,112,478,421,65,117,19,7,29,94,0,1,46,101,.278,.352,.563,.915,237,16,5,1,5,0,0
Devin Thomas#,23,41,137,117,17,20,2,1,3,11,4,2,16,37,.171,.287,.282,.569,33,3,3,1,0,0,0
Brandon Timm,23,92,357,314,36,75,7,4,4,30,12,5,36,94,.239,.320,.325,.645,102,10,2,4,1,0,0
