Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Michael Affronti,24,70,301,273,33,74,13,2,5,26,4,2,13,39,.271,.319,.388,.707,106,8,8,3,4,1,0
Carlos Arrieche,23,24,86,80,8,18,6,0,0,7,0,0,1,19,.225,.259,.300,.559,24,0,3,1,1,0,0
Corey Brown*,22,49,214,196,34,51,9,0,16,34,4,1,17,72,.260,.322,.551,.873,108,1,1,0,0,0,1
Adrian Cardenas*,20,15,74,72,11,20,1,0,1,10,1,0,1,14,.278,.297,.333,.631,24,4,1,0,0,0,1
Chris Carter,21,137,596,506,101,131,32,4,39,104,4,0,77,156,.259,.361,.569,.930,288,7,7,0,6,2,1
Larry Cobb,22,5,22,17,1,2,0,0,0,3,0,1,4,4,.118,.273,.118,.390,2,1,0,0,1,0,0
Chris Denorfia,27,2,9,9,1,3,0,0,0,0,0,1,0,1,.333,.333,.333,.667,3,0,0,0,0,0,1
Josh Donaldson,22,47,207,188,37,62,13,2,9,39,0,2,17,29,.330,.391,.564,.955,106,2,2,0,0,0,1
Sean Doolittle*,21,86,384,334,64,102,25,3,18,61,7,3,46,99,.305,.385,.560,.945,187,9,0,0,4,7,1
Archie Gilbert,24,119,550,478,85,133,30,5,7,49,35,18,55,61,.278,.364,.406,.769,194,8,12,0,5,3,0
Derrick Gordon#,24,44,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0,0
Josh Horton*,22,118,535,477,63,132,15,4,1,42,2,6,49,87,.277,.346,.331,.678,158,12,4,1,4,1,0
Jared Lansford,21,31,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0
Darryl Lawhorn*,25,53,221,202,24,55,10,3,8,39,2,0,13,46,.272,.308,.470,.778,95,3,0,0,6,0,0
Frank Martinez#,22,114,480,433,65,121,24,4,6,42,5,5,36,60,.279,.337,.395,.732,171,9,4,2,5,1,0
Mike Massaro*,24,56,230,216,28,71,14,1,0,30,0,1,11,30,.329,.358,.403,.761,87,2,0,1,2,0,0
Jermaine Mitchell*,23,114,488,422,55,103,20,3,10,49,23,6,54,116,.244,.338,.377,.715,159,4,7,3,2,0,0
Jed Morris*,28,27,119,107,17,31,8,2,7,32,0,0,12,22,.290,.361,.598,.959,64,2,0,0,0,0,0
Donnie Murphy,25,1,3,3,1,1,1,0,0,0,0,0,0,2,.333,.333,.667,1.000,2,0,0,0,0,0,1
Juan Nunez,20,11,29,24,2,1,0,0,0,0,1,0,5,9,.042,.207,.042,.249,1,0,0,0,0,0,0
Raul Padron*,23,47,188,171,17,44,7,0,4,20,0,1,13,45,.257,.316,.368,.684,63,3,2,1,1,1,0
Richie Robnett*,24,1,4,3,0,0,0,0,0,0,0,0,1,1,.000,.250,.000,.250,0,0,0,0,0,0,0
Gustavo Rosendo,22,26,93,91,6,17,1,0,1,6,0,0,1,16,.187,.196,.231,.426,21,7,0,1,0,0,0
Matt Smith,22,7,25,20,2,3,0,0,0,1,0,0,2,4,.150,.280,.150,.430,3,0,2,0,1,0,0
Matthew Spencer*,22,41,181,168,30,56,12,1,8,27,7,1,6,39,.333,.376,.560,.935,94,1,6,0,1,0,0
Matthew Sulentic*,20,95,381,343,52,106,24,4,9,55,7,2,30,91,.309,.368,.481,.849,165,7,3,3,2,0,0
Alex Valdez#,23,21,77,71,5,12,1,0,0,5,1,2,2,17,.169,.195,.183,.378,13,2,1,0,3,0,0
